corridor,net_link_id,tmcs,miles,lanes,C_vphpl,C_veh_per_h,free_speed_mph,cutoff_mph,congested,P_h,t0_min,T2_min,t3_min,vT2_mph,onset_to_T2_h,T2_to_recovery_h,recovery_over_onset,episode_starts_before_noon,episode_longer_than_the_pm_window,D_veh_per_lane,D_veh_total,V_veh_per_lane,V_veh_total,D_over_C_h,V_over_C_h,speed_mae_period_mph,speed_rmse_period_mph,speed_mae_episode_mph,speed_rmse_episode_mph,episode_bins_in_pm,P_h_config_vf,D_veh_per_lane_config_vf,D_over_C_h_config_vf,congested_tmcs_config_vf,cbi_free_speed_mph,cbi_cutoff_mph,cbi_capacity_vphpl,t0_clock,T2_clock,t3_clock,note
I-66 EB,31804,1,0.885011,4,2200.0,8800.0,67.72333333333333,47.40633333333333,True,4.8410008130555555,846.462158,900.0,1136.9222067833332,30.296222222222223,0.8922973666666667,3.948703446388889,4.425322312829369,False,True,8452.741334279293,33810.96533711717,8452.741334279293,33810.96533711717,3.8421551519451334,3.8421551519451334,4.870070360412143,5.999917298426822,4.870070360412143,5.999917298426822,16,4.0,8376.706831730458,3.807594014422936,1,68.209,47.7,1900.0,14:06,15:00,18:56,"episode runs past the PM window, as most do"
I-66 EB,31829,1,0.453427,4,2200.0,8800.0,63.261,44.2827,False,0.0,,,,,,,,False,False,0.0,0.0,7318.066101815,29272.26440726,0.0,3.326393682643182,4.695125000000004,4.827276331201459,,,0,0.0,0.0,0.0,0,72.0,50.4,1900.0,,,,
I-66 EB,31833,1,0.45031,3,2200.0,6600.0,65.56233333333333,45.89363333333333,False,0.0,,,,,,,,False,False,0.0,0.0,6966.759592426809,20900.278777280426,0.0,3.1667089056485493,3.933222222222219,4.16141033785422,,,0,0.0,0.0,0.0,0,,,,,,,
I-66 EB,32561,1,0.146205,2,2200.0,4400.0,67.24633333333334,47.072433333333336,True,2.5323817208333335,963.3402613333333,1020.0,1115.2831645833332,25.346888888888884,0.9443289777777778,1.5880527430555555,1.6816732096822944,False,False,4480.598703205911,8961.197406411822,8239.82901378398,16479.65802756796,2.036635774184505,3.7453768244472636,5.338364425324433,8.228619862616805,0.6673830805190842,0.9021814653584019,10,2.75,5518.595264117357,2.508452392780617,1,,,,16:03,17:00,18:35,
I-66 EB,32563,1,0.160492,4,2200.0,8800.0,66.84833333333334,46.79383333333334,True,2.778971251388889,951.7760623166666,1020.0,1118.5143374,24.716222222222225,1.1370656280555556,1.6419056233333333,1.443984922964457,False,False,5521.601409478446,22086.405637913784,8242.948238317564,32971.792953270255,2.5098188224902027,3.746794653780711,5.28133742036128,8.57046705088916,0.7618140255759982,0.8617706230448582,11,2.75,5442.894538594333,2.474042972088333,1,,,,15:51,17:00,18:38,
I-66 EB,32564,1,0.936293,4,2200.0,8800.0,65.35966666666668,45.751766666666676,True,2.8976755155555556,947.8653386000001,1050.0,1121.7258695333333,24.389555555555557,1.7022443566666667,1.1954311588888888,0.7022676586984145,False,False,5548.96925906488,22195.87703625952,8268.23417383505,33072.9366953402,2.5222587541204002,3.7582882608341133,5.533141722083732,8.756742584399753,1.0819738179803684,1.4576514267251865,11,3.25,6524.890802060237,2.965859455481925,1,,,,15:47,17:30,18:41,
I-66 EB,32572,1,0.672258,2,2200.0,4400.0,68.17722222222223,47.72405555555556,True,1.737461045,994.4317781000001,1035.0,1098.6794407999998,36.833555555555556,0.6761370316666667,1.0613240133333333,1.5696877461617313,False,False,3207.8568950313766,6415.713790062753,8184.749365015771,16369.498730031542,1.4581167704688076,3.720340620461714,5.246613758759411,7.219444829094494,1.0916092263707071,1.4340019290138508,7,1.5,3187.281701413455,1.4487644097333885,1,,,,16:34,17:15,18:18,
I-66 EB,32856,1,0.491758,2,2200.0,4400.0,67.62494444444445,47.33746111111111,True,1.4224650930555558,1047.0844042166666,1080.0,1132.4323098,38.47466666666667,0.5485932630555556,0.87387183,1.5929321208443346,False,False,3259.57991959239,6519.15983918478,8451.798051956852,16903.596103913704,1.4816272361783591,3.8417263872531144,7.872724071544809,9.953116230580587,1.7120234500454028,2.001913731518386,6,1.75,3790.261572684476,1.7228461694020345,1,,,,17:27,18:00,18:52,
I-66 EB,35787,1,0.337366,4,2200.0,8800.0,68.36355555555556,47.854488888888895,True,1.2967383297222221,866.6237275,900.0,944.4280272833333,37.449999999999996,0.5562712083333333,0.7404671213888889,1.33112609514239,False,False,4854.604488444659,19418.417953778637,8619.957292953353,34479.82917181341,2.2066384038384816,3.918162405887888,16.276549474860225,18.825415144526534,1.0889305325878098,1.3581084816456153,3,2.25,4830.797436337242,2.195817016516928,1,68.4385,47.9,1900.0,14:26,15:00,15:44,
I-66 EB,38167,1,0.451882,3,2200.0,6600.0,68.71616666666667,48.10131666666666,False,0.0,,,,,,,,False,False,0.0,0.0,6050.137544389696,18150.412633169086,0.0,2.7500625201771345,2.223597222222221,2.3817496425039937,,,0,0.0,0.0,0.0,0,72.19,50.5,2000.0,,,,
I-66 EB,39146,1,4.297312,2,2200.0,4400.0,68.27627777777779,47.79339444444445,False,0.0,,,,,,,,False,False,0.0,0.0,6870.823727209439,13741.647454418879,0.0,3.1231016941861087,4.576069444444456,5.702745290403766,,,0,0.0,0.0,0.0,0,69.24849999999999,48.5,2000.0,,,,
I-66 EB,39157,1,2.210167,3,2200.0,6600.0,68.53777777777779,47.97644444444445,False,0.0,,,,,,,,False,False,0.0,0.0,6311.426112599991,18934.278337799973,0.0,2.868830051181814,2.5350555555555614,2.5866904125007855,,,0,0.0,0.0,0.0,0,73.0,51.1,2000.0,,,,
I-66 WB,25946,2,0.205955,3,2200.0,6600.0,51.31461113529934,35.92022779470953,False,0.0,,,,,,,,False,False,0.0,0.0,3575.0073136692245,10725.021941007673,0.0,1.625003324395102,0.5654956780546132,0.7560145949165855,,,0,0.0,0.0,0.0,0,53.1255,37.2,1900.0,,,,
I-66 WB,26055,1,0.20361,2,2200.0,4400.0,64.79527777777778,45.35669444444444,False,0.0,,,,,,,,False,False,0.0,0.0,5248.201191397358,10496.402382794717,0.0,2.3855459960897085,1.8741388888888975,3.6540653261001546,,,0,0.0,0.0,0.0,0,65.357,45.7,2000.0,,,,
I-66 WB,26177,1,0.462016,3,2200.0,6600.0,62.95655555555555,44.06958888888889,False,0.0,,,,,,,,False,False,549.6426470744706,1648.9279412234118,6080.967053102964,18242.901159308894,0.24983756685203207,2.76407593322862,3.3232361111111084,5.830547152606298,,,0,0.25,542.4227688074456,0.2465558040033843,1,65.04350000000001,45.5,2000.0,,,,
I-66 WB,26309,1,0.061044,1,2200.0,2200.0,51.12961111111111,35.790727777777775,False,0.0,,,,,,,,False,False,0.0,0.0,3565.229623609112,3565.229623609112,0.0,1.6205589198223236,0.5774583333333334,0.7722730329007215,,,0,0.0,0.0,0.0,0,,,,,,,
I-66 WB,26313,1,0.276665,2,2200.0,4400.0,49.68811111111111,34.78167777777777,False,0.0,,,,,,,,False,False,0.0,0.0,6504.403407731351,13008.806815462702,0.0,2.9565470035142503,2.301125000000002,2.497776168939776,,,0,3.75,8231.623015368443,3.741646825167474,1,51.32,35.9,1900.0,,,,
I-66 WB,26370,2,1.544877,3,2200.0,6600.0,63.72747628629211,44.60923340040448,False,0.0,,,,,,,,False,False,527.1093945202114,1581.328183560634,5915.1648771053515,17745.494631316054,0.2395951793273688,2.6887113077751597,3.940144487267514,8.191977010097508,,,0,0.2610774191084468,536.4330674380051,0.2438332124718205,2,64.9935,45.5,2000.0,,,,
I-66 WB,26720,2,1.068473,2,2200.0,4400.0,58.493066491169344,40.94514654381854,False,0.0,,,,,,,,False,False,0.0,0.0,4201.24363528277,8402.48727056554,0.0,1.9096561978558044,1.0914754687449708,2.514619791500581,,,0,0.1906171236896018,419.2304778761604,0.1905593081255274,1,,,,,,,
I-66 WB,26723,1,0.18464,3,2200.0,6600.0,62.006388888888885,43.40447222222222,False,0.0,,,,,,,,False,False,0.0,0.0,4518.987301541191,13556.961904623575,0.0,2.054085137064178,1.7293819444444423,4.170035485349504,,,0,0.25,547.3765289019522,0.2488075131372509,1,,,,,,,
I-66 WB,26724,1,0.863407,3,2200.0,6600.0,62.51094444444444,43.757661111111105,False,0.0,,,,,,,,False,False,0.0,0.0,6723.022724297472,20169.068172892417,0.0,3.055919420135215,3.6673611111111097,4.848039143513285,,,0,0.25,548.7977142786241,0.2494535064902836,1,,,,,,,
I-66 WB,26726,1,0.327617,2,2200.0,4400.0,64.04905555555555,44.83433888888889,False,0.0,,,,,,,,False,False,0.0,0.0,5472.779349244978,10945.558698489956,0.0,2.4876269769295356,1.7741666666666678,2.816279158638701,,,0,0.0,0.0,0.0,0,,,,,,,
I-66 WB,26727,1,0.260712,3,2200.0,6600.0,64.07916666666667,44.85541666666666,False,0.0,,,,,,,,False,False,0.0,0.0,5950.8335939934,17852.5007819802,0.0,2.704924360906091,2.5794444444444466,4.222823078957116,,,0,0.0,0.0,0.0,0,,,,,,,
I-66 WB,31350,1,0.547911,2,2200.0,4400.0,66.07877777777777,46.25514444444444,True,5.751211996388888,793.4104083333333,1035.0,1138.4831281166666,25.475333333333335,4.026493194444445,1.7247188019444444,0.42834265914670505,False,True,7808.228529778589,15616.457059557179,7808.228529778589,15616.457059557179,3.549194786262995,3.549194786262995,1.85836110347529,2.2512046970491055,1.85836110347529,2.2512046970491055,16,4.0,7642.146568910044,3.473702985868202,1,71.20450000000001,49.8,2000.0,13:13,17:15,18:58,"episode runs past the PM window, as most do"
I-66 WB,31404,1,0.578458,2,2200.0,4400.0,66.30013888888888,46.41009722222221,True,5.535120181666667,852.0937630666667,1080.0,1184.2009739666667,12.44,3.7984372822222223,1.7366828994444445,0.4572098393127667,False,True,5899.393778714702,11798.787557429405,5899.393778714702,11798.787557429405,2.681542626688501,2.681542626688501,3.1619523772076206,5.2956736050080995,3.1619523772076206,5.2956736050080995,16,4.0,5750.250985935061,2.6137504481523006,1,,,,14:12,18:00,19:44,"episode runs past the PM window, as most do"
I-66 WB,31416,1,4.167976,2,2200.0,4400.0,67.71938888888889,47.403572222222216,True,3.658862978888889,943.3054941333334,1080.0,1162.8372728666666,26.97533333333334,2.278241764444444,1.3806212144444445,0.6060029431429166,False,False,6656.123984331753,13312.247968663505,8301.98813417642,16603.97626835284,3.0255109019689783,3.7736309700801907,4.507908410103258,7.794497654961996,1.5029171885031565,1.9575069036705957,13,3.25,6591.967149378077,2.996348704262762,1,68.89425000000001,48.2,2000.0,15:43,18:00,19:22,
I-66 WB,31999,1,1.729679,4,2200.0,8800.0,67.4448888888889,47.211422222222225,False,0.0,,,,,,,,False,False,7237.5375664991725,28950.15026599669,7780.595318527825,31122.3812741113,3.2897898029541692,3.536634235694466,36.56262500000001,37.39397174361593,,,0,3.75,7138.718218119687,3.2448719173271305,1,,,,,,,
I-66 WB,32029,1,1.332622,4,2200.0,8800.0,67.14961111111111,47.004727777777774,True,6.136824286111111,792.8301488333333,930.0,1161.0396059999998,27.377333333333336,2.2861641861111113,3.8506601000000003,1.6843322642325969,False,True,7744.806306595009,30979.225226380036,7744.806306595009,30979.225226380036,3.5203665029977316,3.5203665029977316,4.137121239401555,5.905684692072605,4.137121239401555,5.905684692072605,16,4.0,7619.838467082433,3.4635629395829244,1,,,,13:12,15:30,19:21,"episode runs past the PM window, as most do"
I-66 WB,32031,1,0.688515,4,2200.0,8800.0,66.58772222222223,46.61140555555556,True,5.858907506666667,807.0692209333333,1095.0,1158.6036713333333,36.312444444444445,4.798846317777778,1.060061188888889,0.22089917423731462,False,True,8548.804760947449,34195.219043789795,8548.804760947449,34195.219043789795,3.885820345885204,3.885820345885204,1.8632437504581842,2.3021194242491823,1.8632437504581842,2.3021194242491823,16,4.0,8437.066471347518,3.835030214248872,1,67.339,47.1,1900.0,13:27,18:15,19:18,"episode runs past the PM window, as most do"
I-66 WB,32032,1,1.295447,4,2200.0,8800.0,65.77038888888889,46.039272222222216,False,0.0,,,,,,,,False,False,0.0,0.0,8722.471423129955,34889.88569251982,0.0,3.964759737786343,15.339402777777776,15.391064183750688,,,0,0.5,1098.996366144311,0.4995438027928686,1,,,,,,,
I-66 WB,32037,1,1.067945,4,2200.0,8800.0,67.13561111111112,46.99492777777778,True,3.1306199738888894,902.8838554499999,975.0,1090.7210538833333,29.77333333333334,1.2019357425000001,1.9286842313888888,1.6046483711161361,False,False,5697.56205079817,22790.24820319268,8389.824584394762,33559.29833757905,2.5898009321809865,3.8135566292703467,4.5875776061920295,7.440233539808134,1.4130849564041883,1.6422426023155616,12,3.25,6724.175984058404,3.056443629117456,1,68.17150000000001,47.7,1900.0,15:02,16:15,18:10,
I-66 WB,32038,1,0.798703,5,2200.0,11000.0,66.42075,46.494524999999996,True,3.805562691388889,899.5991295,1050.0,1127.9328909833334,27.075999999999993,2.5066811749999998,1.298881516388889,0.5181678186053673,False,False,7577.474514372933,37887.37257186467,8126.992712202974,40634.96356101487,3.4443065974422424,3.6940875964558972,2.9019837364974697,3.8829938895824645,2.9019837364974697,3.8829938895824645,16,4.0,7997.933955345115,3.6354245251568704,1,,,,14:59,17:30,18:47,
I-66 WB,32044,1,0.488674,3,2200.0,6600.0,67.565,47.2955,True,5.556759407222222,854.0396871333334,1080.0,1187.4452515666667,14.418000000000001,3.7660052144444442,1.790754192777778,0.4755049690078423,False,True,6510.274337915243,19530.82301374573,6510.274337915243,19530.82301374573,2.9592156081432925,2.9592156081432925,2.4741998508724583,3.3999580108721026,2.4741998508724583,3.3999580108721026,16,4.0,6406.939961636403,2.9122454371074555,1,,,,14:14,18:00,19:47,"episode runs past the PM window, as most do"
I-66 WB,32846,1,1.425584,2,2200.0,4400.0,67.29283333333333,47.10498333333333,True,4.687905309444445,875.3575644499999,1080.0,1156.6318830166667,18.10377777777778,3.4107072591666667,1.277198050277778,0.3744672155152459,False,True,6976.261929824438,13952.523859648876,6976.261929824438,13952.523859648876,3.171028149920199,3.171028149920199,3.8035358660797733,5.572494496660723,3.8035358660797733,5.572494496660723,16,4.0,6859.248741594869,3.1178403370885768,1,,,,14:35,18:00,19:16,"episode runs past the PM window, as most do"
I-66 WB,35781,2,0.5476380000000001,2,2200.0,4400.0,65.6123221640526,45.92862551483682,True,6.153379681944444,784.52375135,945.0,1153.7265322666667,23.92590938657071,2.674604144166667,3.478775537777778,1.3006693141357069,False,True,7588.206479303505,15176.41295860701,7588.206479303505,15176.41295860701,3.449184763319775,3.449184763319775,3.1000293439444397,4.323317352838542,3.1000293439444397,4.323317352838542,16,4.0,7397.462030047473,3.362482740930669,2,66.57,46.6,2000.0,13:04,15:45,19:13,"episode runs past the PM window, as most do"
