net_link_id,corridor,t_min,clock,obs_speed_mph,obs_speed_smoothed_mph,backcalc_speed_mph,in_episode,cutoff_mph,free_speed_mph,q_vphpl,in_pm_period
28289,I-395 SB,1035,17:15,36.46133333333333,37.347111111111104,37.68952719150021,True,45.07381666666666,64.39116666666666,2138.596943964959,True
28289,I-395 SB,1050,17:30,39.31266666666667,39.69955555555555,39.51493919719931,True,45.07381666666666,64.39116666666666,2167.677000504886,True
28289,I-395 SB,1065,17:45,43.324666666666666,42.37266666666667,41.417617705464636,True,45.07381666666666,64.39116666666666,2190.066262899953,True
28289,I-395 SB,1080,18:00,44.48066666666667,44.068444444444445,43.191461230022725,True,45.07381666666666,64.39116666666666,2197.7977586908137,True
28289,I-395 SB,1095,18:15,44.4,45.75777777777777,44.53478258404346,True,45.07381666666666,64.39116666666666,2199.9453584839284,True
28289,I-395 SB,1110,18:30,48.39266666666666,48.26133333333333,45.073782011357196,True,45.07381666666666,64.39116666666666,2191.5617973471226,True
28289,I-395 SB,1125,18:45,51.99133333333334,52.44088888888888,64.39116666666666,False,45.07381666666666,64.39116666666666,2138.855335975367,True
28289,I-395 SB,1140,19:00,56.93866666666666,55.15022222222222,64.39116666666666,False,45.07381666666666,64.39116666666666,2068.681746145372,False
28289,I-395 SB,1155,19:15,56.520666666666656,57.339777777777776,64.39116666666666,False,45.07381666666666,64.39116666666666,1980.4245534962326,False
28289,I-395 SB,1170,19:30,58.56,58.29066666666665,64.39116666666666,False,45.07381666666666,64.39116666666666,1929.5112636549059,False
28289,I-395 SB,1185,19:45,59.79133333333333,60.09622222222222,64.39116666666666,False,45.07381666666666,64.39116666666666,1801.1741187822224,False
28289,I-395 SB,1200,20:00,61.937333333333335,61.01333333333333,64.39116666666666,False,45.07381666666666,64.39116666666666,1712.2280027396391,False
28289,I-395 SB,1215,20:15,61.31133333333333,61.56866666666665,64.39116666666666,False,45.07381666666666,64.39116666666666,1646.2954050460423,False
28289,I-395 SB,1230,20:30,61.45733333333333,61.12844444444443,64.39116666666666,False,45.07381666666666,64.39116666666666,1699.4405568149905,False
28289,I-395 SB,1245,20:45,60.61666666666667,61.59466666666666,64.39116666666666,False,45.07381666666666,64.39116666666666,1642.9224856008877,False
28289,I-395 SB,1260,21:00,62.71,61.87844444444445,64.39116666666666,False,45.07381666666666,64.39116666666666,1604.1386742989198,False
28289,I-395 SB,1275,21:15,62.30866666666667,62.42177777777778,64.39116666666666,False,45.07381666666666,64.39116666666666,1517.5856763467332,False
28289,I-395 SB,1290,21:30,62.24666666666667,62.45688888888889,64.39116666666666,False,45.07381666666666,64.39116666666666,1511.305359888026,False
28289,I-395 SB,1305,21:45,62.815333333333335,62.8691111111111,64.39116666666666,False,45.07381666666666,64.39116666666666,1429.2588420545053,False
28289,I-395 SB,1320,22:00,63.54533333333334,62.89377777777778,64.39116666666666,False,45.07381666666666,64.39116666666666,1423.7808146957168,False
28289,I-395 SB,1335,22:15,62.32066666666666,63.31822222222221,64.39116666666666,False,45.07381666666666,64.39116666666666,1315.4542749445518,False
28289,I-395 SB,1350,22:30,64.08866666666667,63.74644444444444,64.39116666666666,False,45.07381666666666,64.39116666666666,1163.0588321494106,False
28289,I-395 SB,1365,22:45,64.83,64.57933333333334,64.39116666666666,False,45.07381666666666,64.39116666666666,41.30366601031636,False
28289,I-395 SB,1380,23:00,64.81933333333333,64.35799999999999,64.39116666666666,False,45.07381666666666,64.39116666666666,557.2168202749573,False
28289,I-395 SB,1395,23:15,63.424666666666674,63.96399999999999,64.39116666666666,False,45.07381666666666,64.39116666666666,1051.5547022236512,False
28289,I-395 SB,1410,23:30,63.648,63.50777777777777,64.39116666666666,False,45.07381666666666,64.39116666666666,1255.392605273336,False
28289,I-395 SB,1425,23:45,63.45066666666666,63.54933333333332,64.39116666666666,False,45.07381666666666,64.39116666666666,1240.8675420411034,False
28294,I-395 NB,0,00:00,66.08333333333333,64.564,66.94288888888889,False,46.86002222222222,66.94288888888889,1570.5765480100133,False
28294,I-395 NB,15,00:15,63.044666666666664,63.532000000000004,66.94288888888889,False,46.86002222222222,66.94288888888889,1701.48497761042,False
28294,I-395 NB,30,00:30,61.467999999999996,62.595333333333336,66.94288888888889,False,46.86002222222222,66.94288888888889,1791.2861785188657,False
28294,I-395 NB,45,00:45,63.27333333333333,62.538000000000004,66.94288888888889,False,46.86002222222222,66.94288888888889,1796.1408080404792,False
28294,I-395 NB,60,01:00,62.872666666666674,62.546,66.94288888888889,False,46.86002222222222,66.94288888888889,1795.4672900658902,False
28294,I-395 NB,75,01:15,61.492,62.17777777777778,66.94288888888889,False,46.86002222222222,66.94288888888889,1825.2317911090856,False
28294,I-395 NB,90,01:30,62.16866666666667,61.598444444444446,66.94288888888889,False,46.86002222222222,66.94288888888889,1867.4734786362662,False
28294,I-395 NB,105,01:45,61.13466666666667,61.049777777777784,66.94288888888889,False,46.86002222222222,66.94288888888889,1903.0828757841898,False
28294,I-395 NB,120,02:00,59.846,61.49244444444444,66.94288888888889,False,46.86002222222222,66.94288888888889,1874.6630342972585,False
28294,I-395 NB,135,02:15,63.49666666666667,61.803777777777775,66.94288888888889,False,46.86002222222222,66.94288888888889,1853.0909706032426,False
28294,I-395 NB,150,02:30,62.068666666666665,62.57511111111111,66.94288888888889,False,46.86002222222222,66.94288888888889,1793.0058607672522,False
28294,I-395 NB,165,02:45,62.16,61.890222222222214,66.94288888888889,False,46.86002222222222,66.94288888888889,1846.8485598829327,False
28294,I-395 NB,180,03:00,61.442,62.88155555555554,66.94288888888889,False,46.86002222222222,66.94288888888889,1766.0424722996704,False
28294,I-395 NB,195,03:15,65.04266666666666,64.65822222222222,66.94288888888889,False,46.86002222222222,66.94288888888889,1556.2010663409321,False
28294,I-395 NB,210,03:30,67.49,66.60222222222222,66.94288888888889,False,46.86002222222222,66.94288888888889,985.0697825902522,False
28294,I-395 NB,225,03:45,67.274,67.75822222222223,66.94288888888889,False,46.86002222222222,66.94288888888889,40.90430894951399,False
28294,I-395 NB,240,04:00,68.51066666666667,68.30177777777777,66.94288888888889,False,46.86002222222222,66.94288888888889,40.90430894951399,False
28294,I-395 NB,255,04:15,69.12066666666666,68.17955555555555,66.94288888888889,False,46.86002222222222,66.94288888888889,40.90430894951399,False
28294,I-395 NB,270,04:30,66.90733333333334,67.98822222222223,66.94288888888889,False,46.86002222222222,66.94288888888889,40.90430894951399,False
28294,I-395 NB,285,04:45,67.93666666666667,67.31555555555555,66.94288888888889,False,46.86002222222222,66.94288888888889,40.90430894951399,False
28294,I-395 NB,300,05:00,67.10266666666668,66.81866666666667,66.94288888888889,False,46.86002222222222,66.94288888888889,767.0342951441147,False
28294,I-395 NB,315,05:15,65.41666666666667,65.5128888888889,66.94288888888889,False,46.86002222222222,66.94288888888889,1395.5594437812904,False
28294,I-395 NB,330,05:30,64.01933333333334,63.50377777777779,66.94288888888889,False,46.86002222222222,66.94288888888889,1704.522771993456,False
28294,I-395 NB,345,05:45,61.07533333333333,61.788000000000004,66.94288888888889,False,46.86002222222222,66.94288888888889,1854.218101921297,False
28294,I-395 NB,360,06:00,60.26933333333333,59.28355555555555,66.94288888888889,False,46.86002222222222,66.94288888888889,1995.4262436021577,False
28294,I-395 NB,375,06:15,56.506,54.72955555555555,66.94288888888889,False,46.86002222222222,66.94288888888889,2134.768569623495,False
28294,I-395 NB,390,06:30,47.41333333333333,46.82555555555555,66.94288888888889,False,46.86002222222222,66.94288888888889,2199.7471100539474,False
28294,I-395 NB,405,06:45,36.55733333333333,39.00733333333333,66.94288888888889,False,46.86002222222222,66.94288888888889,2141.0221256051195,False
28294,I-395 NB,420,07:00,33.05133333333333,34.74733333333334,66.94288888888889,False,46.86002222222222,66.94288888888889,2072.3482976694927,False
28294,I-395 NB,435,07:15,34.63333333333333,31.423999999999996,66.94288888888889,False,46.86002222222222,66.94288888888889,2003.046532214878,False
28294,I-395 NB,450,07:30,26.587333333333333,28.098666666666663,66.94288888888889,False,46.86002222222222,66.94288888888889,1920.37514376261,False
28294,I-395 NB,465,07:45,23.075333333333333,25.540222222222223,66.94288888888889,False,46.86002222222222,66.94288888888889,1847.6438064658867,False
28294,I-395 NB,480,08:00,26.958,27.215777777777777,66.94288888888889,False,46.86002222222222,66.94288888888889,1896.183769202166,False
28294,I-395 NB,495,08:15,31.614000000000004,29.796666666666667,66.94288888888889,False,46.86002222222222,66.94288888888889,1964.2499683186868,False
28294,I-395 NB,510,08:30,30.818,31.665555555555557,66.94288888888889,False,46.86002222222222,66.94288888888889,2008.5342810758182,False
28294,I-395 NB,525,08:45,32.56466666666667,36.356,66.94288888888889,False,46.86002222222222,66.94288888888889,2101.014330984838,False
28294,I-395 NB,540,09:00,45.68533333333333,42.894222222222226,66.94288888888889,False,46.86002222222222,66.94288888888889,2182.190462330902,False
28294,I-395 NB,555,09:15,50.43266666666667,50.75,66.94288888888889,False,46.86002222222222,66.94288888888889,2187.6099574632967,False
28294,I-395 NB,570,09:30,56.132,55.09266666666667,66.94288888888889,False,46.86002222222222,66.94288888888889,2127.322555408262,False
28294,I-395 NB,585,09:45,58.71333333333334,58.285777777777774,66.94288888888889,False,46.86002222222222,66.94288888888889,2036.0278468761323,False
28294,I-395 NB,600,10:00,60.01199999999999,59.10644444444444,66.94288888888889,False,46.86002222222222,66.94288888888889,2003.1595830505728,False
28294,I-395 NB,615,10:15,58.594,59.273555555555554,66.94288888888889,False,46.86002222222222,66.94288888888889,1995.869341834314,False
28294,I-395 NB,630,10:30,59.214666666666666,59.23422222222222,66.94288888888889,False,46.86002222222222,66.94288888888889,1997.6046265938694,False
28294,I-395 NB,645,10:45,59.894,60.13177777777778,66.94288888888889,False,46.86002222222222,66.94288888888889,1954.8097046914463,False
28294,I-395 NB,660,11:00,61.28666666666666,60.28644444444444,66.94288888888889,False,46.86002222222222,66.94288888888889,1946.7063912790786,False
28294,I-395 NB,675,11:15,59.678666666666665,59.00066666666666,66.94288888888889,False,46.86002222222222,66.94288888888889,2007.6647043422815,False
28294,I-395 NB,690,11:30,56.03666666666666,56.05111111111111,66.94288888888889,False,46.86002222222222,66.94288888888889,2105.0916856985687,False
28294,I-395 NB,705,11:45,52.438,55.86933333333334,66.94288888888889,False,46.86002222222222,66.94288888888889,2109.6098408074668,False
28294,I-395 NB,720,12:00,59.13333333333333,56.96622222222222,66.94288888888889,False,46.86002222222222,66.94288888888889,2080.003732074816,False
28294,I-395 NB,735,12:15,59.32733333333333,59.553555555555555,66.94288888888889,False,46.86002222222222,66.94288888888889,1983.1609870290517,False
28294,I-395 NB,750,12:30,60.2,59.73111111111111,66.94288888888889,False,46.86002222222222,66.94288888888889,1974.7675418253045,False
28294,I-395 NB,765,12:45,59.666000000000004,60.50755555555556,66.94288888888889,False,46.86002222222222,66.94288888888889,1934.7111426862903,False
28294,I-395 NB,780,13:00,61.65666666666666,60.69622222222222,66.94288888888889,False,46.86002222222222,66.94288888888889,1924.075389880995,False
28294,I-395 NB,795,13:15,60.766,60.73844444444445,66.94288888888889,False,46.86002222222222,66.94288888888889,1921.6426908393566,False
28294,I-395 NB,810,13:30,59.792666666666676,60.67400000000001,66.94288888888889,False,46.86002222222222,66.94288888888889,1925.3479345451772,False
28294,I-395 NB,825,13:45,61.46333333333334,60.638222222222225,66.94288888888889,False,46.86002222222222,66.94288888888889,1927.385494283605,False
28294,I-395 NB,840,14:00,60.65866666666667,60.52022222222222,66.94288888888889,False,46.86002222222222,66.94288888888889,1934.0088622279807,False
28294,I-395 NB,855,14:15,59.43866666666667,60.06444444444444,66.94288888888889,False,46.86002222222222,66.94288888888889,1958.2661576295372,False
28294,I-395 NB,870,14:30,60.09599999999999,59.09822222222221,66.94288888888889,False,46.86002222222222,66.94288888888889,2003.5127759727848,False
28294,I-395 NB,885,14:45,57.75999999999999,57.71799999999999,66.94288888888889,False,46.86002222222222,66.94288888888889,2056.1827253126094,False
28294,I-395 NB,900,15:00,55.298,56.39844444444444,66.94288888888889,False,46.86002222222222,66.94288888888889,2096.04149831793,True
28294,I-395 NB,915,15:15,56.13733333333334,56.336222222222226,66.94288888888889,False,46.86002222222222,66.94288888888889,2097.7039336081607,True
28294,I-395 NB,930,15:30,57.57333333333334,56.338222222222235,66.94288888888889,False,46.86002222222222,66.94288888888889,2097.650781505183,True
28294,I-395 NB,945,15:45,55.304,55.98777777777778,66.94288888888889,False,46.86002222222222,66.94288888888889,2106.6825572254484,True
28294,I-395 NB,960,16:00,55.086,55.11044444444445,66.94288888888889,False,46.86002222222222,66.94288888888889,2126.944780132557,True
28294,I-395 NB,975,16:15,54.94133333333333,55.23066666666667,66.94288888888889,False,46.86002222222222,66.94288888888889,2124.35699182626,True
28294,I-395 NB,990,16:30,55.66466666666667,54.407333333333334,66.94288888888889,False,46.86002222222222,66.94288888888889,2140.957218410759,True
28294,I-395 NB,1005,16:45,52.616,51.096888888888884,66.94288888888889,False,46.86002222222222,66.94288888888889,2184.829073336545,True
28294,I-395 NB,1020,17:00,45.01,45.02822222222222,46.40456602918545,True,46.86002222222222,66.94288888888889,2195.0066639440693,True
28294,I-395 NB,1035,17:15,37.458666666666666,39.163333333333334,41.49742630816087,True,46.86002222222222,66.94288888888889,2143.0859514105555,True
28294,I-395 NB,1050,17:30,35.02133333333334,35.81311111111111,37.01493048634459,True,46.86002222222222,66.94288888888889,2091.703177532452,True
28294,I-395 NB,1065,17:45,34.95933333333333,35.43533333333334,35.43533333333334,True,46.86002222222222,66.94288888888889,2085.0048200963784,True
28294,I-395 NB,1080,18:00,36.32533333333333,36.785555555555554,36.547725494895865,True,46.86002222222222,66.94288888888889,2108.1164080322746,True
28294,I-395 NB,1095,18:15,39.072,41.291555555555554,39.79598571993494,True,46.86002222222222,66.94288888888889,2167.8673754779725,True
28294,I-395 NB,1110,18:30,48.47733333333333,44.81288888888889,44.34408653586396,True,46.86002222222222,66.94288888888889,2194.055197363177,True
28294,I-395 NB,1125,18:45,46.88933333333333,50.56688888888889,66.94288888888889,False,46.86002222222222,66.94288888888889,2188.954853259535,True
