variant_id,category,sample_min,enter_ratio,persistence_min,noise_sigma_mph,noise_seed,baseline_episode_id,link_id,matched,iou,variant_episode_id,delta_t0_min,delta_T2_min,delta_t3_min,delta_P_min
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-012-2025-06-05-E1,L405S-012,True,0.988508825976179,noise_s1_r01:L405S-012:E5,-1.2613828666666669,0.0,0.6630332333333333,1.9244161000000037
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-018-2025-06-02-E1,L405S-018,True,0.918290199416237,noise_s1_r01:L405S-018:E2,-1.0967773833333332,0.0,0.81380285,1.9105802333333366
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-018-2025-06-03-E1,L405S-018,True,0.9540498066215958,noise_s1_r01:L405S-018:E3,1.6050768166666667,0.0,-2.4783122166666667,-4.0833890333333445
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-018-2025-06-03-E2,L405S-018,True,0.9952688423300909,noise_s1_r01:L405S-018:E4,-0.5359094666666666,0.0,-0.10816578333333333,0.4277436833333148
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-018-2025-06-04-E1,L405S-018,True,0.9870394969115355,noise_s1_r01:L405S-018:E5,-0.16357288333333334,0.0,-0.2613622,-0.0977893166666699
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-018-2025-06-05-E1,L405S-018,True,0.9942191587277753,noise_s1_r01:L405S-018:E6,0.4228657,0.0,0.3181903833333333,-0.10467531666665586
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-018-2025-06-05-E2,L405S-018,True,0.9108785113067143,noise_s1_r01:L405S-018:E7,-1.3518805166666668,0.0,1.5237048833333333,2.8755854000000083
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-028-2025-06-03-E1,L405S-028,True,0.9792984457108271,noise_s1_r01:L405S-028:E1,0.4721027666666667,35.0,0.8223055499999999,0.3502027833333532
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-028-2025-06-03-E2,L405S-028,True,0.9589847158844844,noise_s1_r01:L405S-028:E2,3.224869433333333,0.0,2.8990167166666665,-0.3258527166666614
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-028-2025-06-04-E1,L405S-028,True,0.9708589907643813,noise_s1_r01:L405S-028:E3,-2.730242533333333,15.0,0.28565038333333337,3.0158929166666537
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-028-2025-06-04-E2,L405S-028,True,0.9773351210388024,noise_s1_r01:L405S-028:E4,-0.3538546666666667,0.0,-1.8359846333333332,-1.4821299666666654
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-028-2025-06-05-E1,L405S-028,True,0.9775968378217005,noise_s1_r01:L405S-028:E5,-0.99020065,0.0,0.9041339666666667,1.894334616666673
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-030-2025-06-02-E1,L405S-030,True,0.9654826491151696,noise_s1_r01:L405S-030:E1,-0.8002663,0.0,-0.7388467999999999,0.061419499999997296
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-030-2025-06-03-E1,L405S-030,True,0.9871301232431029,noise_s1_r01:L405S-030:E2,0.14163055,0.0,0.4996755666666666,0.35804501666666155
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-030-2025-06-04-E1,L405S-030,True,0.8372276046599124,noise_s1_r01:L405S-030:E3,9.121353833333334,0.0,-0.09081131666666667,-9.21216515
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-058-2025-06-03-E1,L405S-058,True,0.9914985821706929,noise_s1_r01:L405S-058:E1,-0.31247953333333334,15.0,1.1339408833333333,1.4464204166666672
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-058-2025-06-04-E1,L405S-058,True,0.9878785467458107,noise_s1_r01:L405S-058:E2,1.58184685,-5.0,-0.28289526666666664,-1.8647421166666867
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-058-2025-06-04-E2,L405S-058,True,0.9919103793882417,noise_s1_r01:L405S-058:E3,0.06747101666666667,0.0,0.41415694999999997,0.3466859333333283
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-058-2025-06-05-E1,L405S-058,True,0.9888492733253099,noise_s1_r01:L405S-058:E4,-1.5606615166666666,10.0,0.14896386666666667,1.7096253833333108
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-115-2025-06-02-E1,L405S-115,True,0.9971958618020659,noise_s1_r01:L405S-115:E1,-0.07077463333333332,0.0,0.15105700000000002,0.22183163333334033
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-115-2025-06-02-E2,L405S-115,True,0.9821341901208798,noise_s1_r01:L405S-115:E2,-0.11367128333333333,0.0,0.8727570666666666,0.9864283500000082
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-115-2025-06-03-E1,L405S-115,True,0.9951090446718145,noise_s1_r01:L405S-115:E3,0.3868645333333333,10.0,0.6682287166666666,0.2813641833333058
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-115-2025-06-04-E1,L405S-115,True,0.9990005269763048,noise_s1_r01:L405S-115:E4,0.16744791666666667,-5.0,-0.007072566666666667,-0.17452048333330694
noise_s1_r01,noise,5,0.7,15,1.0,1898170439,L405S-115-2025-06-05-E1,L405S-115,True,0.9961057215736409,noise_s1_r01:L405S-115:E5,-0.13122621666666667,5.0,-0.4865090833333333,-0.35528286666668407
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-012-2025-06-02-E1,L405S-012,True,0.9525604045615956,noise_s1_r02:L405S-012:E1,6.206499533333333,0.0,-0.36740248333333336,-6.573902016666668
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-012-2025-06-03-E1,L405S-012,True,0.9930675773393491,noise_s1_r02:L405S-012:E2,-1.3339371333333332,0.0,-0.04285916666666667,1.2910779666666539
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-012-2025-06-03-E2,L405S-012,True,0.9745582960951295,noise_s1_r02:L405S-012:E3,0.2169609,0.0,-0.43626961666666664,-0.6532305166666663
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-012-2025-06-04-E1,L405S-012,True,0.9798487861353136,noise_s1_r02:L405S-012:E4,-2.9588129166666666,10.0,-0.08863346666666666,2.8701794500000233
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-012-2025-06-05-E1,L405S-012,True,0.993621135337005,noise_s1_r02:L405S-012:E5,1.0436509666666667,-50.0,0.0124151,-1.0312358666666643
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-018-2025-06-02-E1,L405S-018,True,0.9029602822688996,noise_s1_r02:L405S-018:E1,1.2548900666666667,0.0,0.9178033166666667,-0.3370867499999963
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-018-2025-06-03-E1,L405S-018,True,0.9152283909229784,noise_s1_r02:L405S-018:E2,-2.3194662833333335,0.0,-5.41043395,-3.090967666666682
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-018-2025-06-03-E2,L405S-018,True,0.9881154012642851,noise_s1_r02:L405S-018:E3,-0.33912895,0.0,1.2917924166666666,1.6309213666666622
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-018-2025-06-04-E1,L405S-018,True,0.9649811239770507,noise_s1_r02:L405S-018:E4,0.8443380833333334,0.0,0.30891293333333336,-0.5354251499999996
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-018-2025-06-05-E1,L405S-018,True,0.9942926625867882,noise_s1_r02:L405S-018:E5,-0.7163950333333333,-40.0,0.017611666666666668,0.7340067000000072
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-018-2025-06-05-E2,L405S-018,True,0.9748988319711352,noise_s1_r02:L405S-018:E6,-0.7139388333333333,0.0,0.0427872,0.7567260333333403
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-028-2025-06-03-E1,L405S-028,True,0.9971765692486764,noise_s1_r02:L405S-028:E1,-0.06849131666666668,35.0,-0.10592130000000001,-0.03742998333332803
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-028-2025-06-03-E2,L405S-028,True,0.9624855245237686,noise_s1_r02:L405S-028:E2,0.27080861666666667,0.0,5.425147300000001,5.154338683333357
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-028-2025-06-04-E1,L405S-028,True,0.9833407706901519,noise_s1_r02:L405S-028:E3,0.10225561666666666,0.0,-1.57161695,-1.6738725666666765
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-028-2025-06-04-E2,L405S-028,True,0.989352494913379,noise_s1_r02:L405S-028:E4,-0.861989,0.0,-0.1721639,0.6898251000000144
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-028-2025-06-05-E1,L405S-028,True,0.9923122245964601,noise_s1_r02:L405S-028:E5,-0.52329595,0.0,0.11711611666666667,0.6404120666666646
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-030-2025-06-02-E1,L405S-030,True,0.9711712698745382,noise_s1_r02:L405S-030:E1,-0.36077315,0.0,0.93908965,1.2998628000000023
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-030-2025-06-03-E1,L405S-030,True,0.9477757989527001,noise_s1_r02:L405S-030:E2,0.37958838333333333,0.0,2.3176884666666666,1.938100083333334
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-030-2025-06-04-E1,L405S-030,True,0.8317939860240441,noise_s1_r02:L405S-030:E3,8.839035366666668,-5.0,0.8182885333333334,-8.02074683333334
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-058-2025-06-03-E1,L405S-058,True,0.9898468586356074,noise_s1_r02:L405S-058:E1,-0.43041715,15.0,-1.2867097833333332,-0.8562926333333376
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-058-2025-06-04-E1,L405S-058,True,0.9968144456556437,noise_s1_r02:L405S-058:E2,0.43132501666666667,10.0,0.05892251666666667,-0.37240250000000863
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-058-2025-06-04-E2,L405S-058,True,0.9925102976869516,noise_s1_r02:L405S-058:E3,-0.24810253333333332,0.0,0.198048,0.4461505333333293
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-058-2025-06-05-E1,L405S-058,True,0.9567968526989066,noise_s1_r02:L405S-058:E4,-6.26884195,0.0,-0.5520214833333333,5.716820466666643
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-115-2025-06-02-E1,L405S-115,True,0.9937412759101683,noise_s1_r02:L405S-115:E1,0.3713025,0.0,-0.12242843333333334,-0.49373093333334506
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-115-2025-06-02-E2,L405S-115,True,0.9899446586425245,noise_s1_r02:L405S-115:E2,-0.14008916666666668,0.0,0.4107179833333333,0.5508071500000034
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-115-2025-06-03-E1,L405S-115,True,0.996437163657504,noise_s1_r02:L405S-115:E3,-0.02927598333333333,5.0,0.7396698333333334,0.7689458166666618
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-115-2025-06-04-E1,L405S-115,True,0.9907592129229733,noise_s1_r02:L405S-115:E4,0.19549560000000002,-5.0,-1.4180613333333334,-1.6135569333333333
noise_s1_r02,noise,5,0.7,15,1.0,3432960257,L405S-115-2025-06-05-E1,L405S-115,True,0.9957310018277783,noise_s1_r02:L405S-115:E5,0.25436176666666666,10.0,-0.42225376666666664,-0.6766155333333224
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-012-2025-06-02-E1,L405S-012,True,0.9755899625689092,noise_s1_r03:L405S-012:E1,-0.9128437833333333,0.0,2.5543919666666666,3.467235750000013
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-012-2025-06-03-E1,L405S-012,True,0.9889487895305124,noise_s1_r03:L405S-012:E2,-1.44407705,-5.0,-0.7519378833333333,0.6921391666666743
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-012-2025-06-03-E2,L405S-012,True,0.9851968199337506,noise_s1_r03:L405S-012:E3,-0.10225563333333333,0.0,-0.27933831666666664,-0.17708268333333388
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-012-2025-06-04-E1,L405S-012,True,0.9928012426469438,noise_s1_r03:L405S-012:E4,0.4923805,5.0,-0.5749800500000001,-1.0673605499999983
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-012-2025-06-05-E1,L405S-012,True,0.9971083773833316,noise_s1_r03:L405S-012:E5,0.1385193,-50.0,-0.3401733333333333,-0.4786926333333419
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-018-2025-06-02-E1,L405S-018,True,0.9273784734821884,noise_s1_r03:L405S-018:E1,-0.30491151666666666,-5.0,1.376521,1.68143251666667
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-018-2025-06-03-E1,L405S-018,True,0.899775608069422,noise_s1_r03:L405S-018:E2,-0.004412766666666666,0.0,-8.902524833333333,-8.898112066666686
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-018-2025-06-03-E2,L405S-018,True,0.980410120255112,noise_s1_r03:L405S-018:E3,-1.1358661,0.0,-1.5427515333333335,-0.4068854333333416
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-018-2025-06-04-E1,L405S-018,True,0.9748143228347318,noise_s1_r03:L405S-018:E4,-0.05879146666666667,0.0,0.7840780666666666,0.8428695333333303
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-018-2025-06-05-E1,L405S-018,True,0.9832284798832448,noise_s1_r03:L405S-018:E5,-1.0146855166666666,0.0,1.16653055,2.181216066666698
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-018-2025-06-05-E2,L405S-018,True,0.9812573139882351,noise_s1_r03:L405S-018:E6,-0.5125272,0.0,-0.04793245,0.4645947500000047
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-028-2025-06-03-E1,L405S-028,True,0.9807349281358383,noise_s1_r03:L405S-028:E1,-0.92252515,35.0,0.28957346666666667,1.2120986166666725
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-028-2025-06-03-E2,L405S-028,True,0.9877486237194668,noise_s1_r03:L405S-028:E2,-0.2054279,0.0,-1.5907932833333334,-1.3853653833333368
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-028-2025-06-04-E1,L405S-028,True,0.9861774896203578,noise_s1_r03:L405S-028:E3,0.5209129166666666,0.0,-0.8679340999999999,-1.3888470166666789
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-028-2025-06-04-E2,L405S-028,True,0.9826567140379034,noise_s1_r03:L405S-028:E4,-0.8305877,0.0,-0.8533571,-0.02276940000000227
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-028-2025-06-05-E1,L405S-028,True,0.9617787777705066,noise_s1_r03:L405S-028:E5,-1.1945808333333334,0.0,2.090428,3.2850088333333494
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-030-2025-06-02-E1,L405S-030,True,0.9778943599589545,noise_s1_r03:L405S-030:E1,-0.8659091166666666,0.0,0.12396275,0.9898718666666673
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-030-2025-06-03-E1,L405S-030,True,0.9694106328016745,noise_s1_r03:L405S-030:E2,1.0053763166666667,0.0,-0.5036074666666667,-1.5089837833333308
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-030-2025-06-04-E1,L405S-030,True,0.9839378900078737,noise_s1_r03:L405S-030:E3,-0.8072492833333332,0.0,0.11663136666666667,0.9238806499999952
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-058-2025-06-03-E1,L405S-058,True,0.9895547450225161,noise_s1_r03:L405S-058:E1,1.3245323,15.0,-0.4375018666666667,-1.7620341666666484
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-058-2025-06-04-E1,L405S-058,True,0.9877611701772723,noise_s1_r03:L405S-058:E2,0.5328827833333334,5.0,1.3666424333333334,0.8337596499999655
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-058-2025-06-04-E2,L405S-058,True,0.9893718333543585,noise_s1_r03:L405S-058:E3,-0.4614873,-10.0,0.17362525,0.6351125499999966
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-058-2025-06-05-E1,L405S-058,True,0.9888164957526284,noise_s1_r03:L405S-058:E4,-1.31510865,5.0,0.39959901666666664,1.7147076666666372
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-115-2025-06-02-E1,L405S-115,True,0.9797614354342279,noise_s1_r03:L405S-115:E1,0.15228113333333332,0.0,1.4741090166666666,1.321827883333322
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-115-2025-06-02-E2,L405S-115,True,0.9900766927230409,noise_s1_r03:L405S-115:E2,-0.022322983333333334,-20.0,-0.51600735,-0.4936843666666624
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-115-2025-06-03-E1,L405S-115,True,0.9975883025283863,noise_s1_r03:L405S-115:E3,0.32950988333333336,15.0,-0.189138,-0.5186478833333386
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-115-2025-06-04-E1,L405S-115,True,0.9970826920534729,noise_s1_r03:L405S-115:E4,0.06780513333333334,0.0,0.4428853333333333,0.3750802000000064
noise_s1_r03,noise,5,0.7,15,1.0,2841638297,L405S-115-2025-06-05-E1,L405S-115,True,0.9890535028481299,noise_s1_r03:L405S-115:E5,0.7866770833333334,0.0,0.9587850333333333,0.17210795000001333
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-012-2025-06-02-E1,L405S-012,True,0.9195321990619114,noise_s1_r04:L405S-012:E1,10.535152866666666,0.0,-0.6156049333333333,-11.150757800000015
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-012-2025-06-03-E1,L405S-012,True,0.9987929821148949,noise_s1_r04:L405S-012:E2,-0.07885696666666667,0.0,0.15953743333333334,0.23839439999997936
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-012-2025-06-03-E2,L405S-012,True,0.9809149027808739,noise_s1_r04:L405S-012:E3,0.21315511666666667,0.0,-0.2768658333333333,-0.4900209500000008
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-012-2025-06-04-E1,L405S-012,True,0.9810347390754859,noise_s1_r04:L405S-012:E4,-2.68124795,5.0,0.18509431666666665,2.8663422666666527
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-012-2025-06-05-E1,L405S-012,True,0.9847147646804255,noise_s1_r04:L405S-012:E5,-2.3270654833333335,-5.0,0.2426013,2.5696667833333375
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-018-2025-06-02-E1,L405S-018,True,0.9527157380271938,noise_s1_r04:L405S-018:E1,0.7497993166666668,0.0,0.2786613333333333,-0.4711379833333307
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-018-2025-06-03-E1,L405S-018,True,0.9201287640032877,noise_s1_r04:L405S-018:E2,-1.4987406666666667,5.0,-5.718766616666667,-4.220025950000004
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-018-2025-06-03-E2,L405S-018,True,0.9896522511220601,noise_s1_r04:L405S-018:E3,0.67547785,50.0,0.73527395,0.05979609999998914
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-018-2025-06-04-E1,L405S-018,True,0.9653821526454172,noise_s1_r04:L405S-018:E4,-0.8944412833333334,0.0,0.2754066666666667,1.1698479500000003
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-018-2025-06-05-E1,L405S-018,True,0.9895635847902353,noise_s1_r04:L405S-018:E5,-0.20882723333333333,0.0,-1.1278936,-0.9190663666666676
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-018-2025-06-05-E2,L405S-018,True,0.9636190053092017,noise_s1_r04:L405S-018:E6,-0.6195130333333334,0.0,0.490105,1.1096180333333383
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-028-2025-06-03-E1,L405S-028,True,0.9865559307674653,noise_s1_r04:L405S-028:E1,-0.07062965,0.0,-0.7598835333333334,-0.6892538833333273
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-028-2025-06-03-E2,L405S-028,True,0.9829608082109327,noise_s1_r04:L405S-028:E2,0.39652553333333335,5.0,2.134525883333333,1.7380003500000107
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-028-2025-06-04-E1,L405S-028,True,0.9799738525753231,noise_s1_r04:L405S-028:E3,-0.31309193333333335,20.0,-1.7053491333333333,-1.392257200000011
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-028-2025-06-04-E2,L405S-028,True,0.9859684299474204,noise_s1_r04:L405S-028:E4,0.25777501666666663,0.0,1.1085188333333333,0.8507438166666725
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-028-2025-06-05-E1,L405S-028,True,0.9527802926767228,noise_s1_r04:L405S-028:E5,1.5603938166666667,0.0,-2.3428928833333336,-3.903286699999984
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-030-2025-06-02-E1,L405S-030,True,0.9703856928593443,noise_s1_r04:L405S-030:E1,-0.3554973166666667,0.0,-0.95181975,-0.5963224333333339
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-030-2025-06-03-E1,L405S-030,True,0.9849294998528693,noise_s1_r04:L405S-030:E2,-0.3288917333333333,0.0,0.42591645,0.7548081833333398
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-030-2025-06-04-E1,L405S-030,True,0.8157257879302762,noise_s1_r04:L405S-030:E3,10.07786535,0.0,0.4305408,-9.647324549999999
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-058-2025-06-03-E1,L405S-058,True,0.917092103324954,noise_s1_r04:L405S-058:E1,11.860847033333332,15.0,-2.125077383333333,-13.985924416666666
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-058-2025-06-04-E1,L405S-058,True,0.9913890688289171,noise_s1_r04:L405S-058:E2,-0.9248843,10.0,0.4113114333333333,1.3361957333333407
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-058-2025-06-04-E2,L405S-058,True,0.9972531432832058,noise_s1_r04:L405S-058:E3,-0.11890206666666667,0.0,0.043945950000000004,0.1628480166666635
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-058-2025-06-05-E1,L405S-058,True,0.9635489606862684,noise_s1_r04:L405S-058:E4,-5.128528200000001,5.0,-0.5847545333333334,4.543773666666651
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-115-2025-06-02-E1,L405S-115,True,0.9812430235743311,noise_s1_r04:L405S-115:E1,-0.3670751,5.0,1.1408882333333332,1.5079633333333309
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-115-2025-06-02-E2,L405S-115,True,0.9886724433591106,noise_s1_r04:L405S-115:E2,-0.1405148,5.0,-0.47533359999999997,-0.33481879999999853
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-115-2025-06-03-E1,L405S-115,True,0.9928833090727085,noise_s1_r04:L405S-115:E3,-0.6472659333333334,5.0,0.8941849000000001,1.5414508333333554
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-115-2025-06-04-E1,L405S-115,True,0.9986406534467885,noise_s1_r04:L405S-115:E4,0.08163996666666667,-5.0,-0.15571893333333334,-0.23735889999999316
noise_s1_r04,noise,5,0.7,15,1.0,2713191886,L405S-115-2025-06-05-E1,L405S-115,True,0.9906347893306975,noise_s1_r04:L405S-115:E5,-0.11541681666666667,15.0,-1.3700046166666666,-1.2545877999999622
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-012-2025-06-02-E1,L405S-012,True,0.9541528208707774,noise_s1_r05:L405S-012:E1,5.908544616666666,0.0,-0.44468965,-6.353234266666652
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-012-2025-06-03-E1,L405S-012,True,0.9861992206860515,noise_s1_r05:L405S-012:E2,0.9901014833333334,0.0,1.7566005333333334,0.7664990500000002
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-012-2025-06-03-E2,L405S-012,True,0.9620389315046274,noise_s1_r05:L405S-012:E3,0.5839274666666667,0.0,0.40616339999999995,-0.17776406666667022
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-012-2025-06-04-E1,L405S-012,True,0.9748029185481883,noise_s1_r05:L405S-012:E4,-3.678348333333333,10.0,-0.15030936666666667,3.528038966666678
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-012-2025-06-05-E1,L405S-012,True,0.9942014518324885,noise_s1_r05:L405S-012:E5,-0.6040782166666666,-5.0,0.36143896666666664,0.9655171833333398
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-018-2025-06-02-E1,L405S-018,True,0.9565460092123029,noise_s1_r05:L405S-018:E1,0.33057675,-5.0,0.62983305,0.2992563000000037
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-018-2025-06-03-E1,L405S-018,True,0.9458212216285196,noise_s1_r05:L405S-018:E2,0.76457955,0.0,-4.050047183333333,-4.81462673333334
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-018-2025-06-03-E2,L405S-018,True,0.9947785618111856,noise_s1_r05:L405S-018:E3,-0.470325,0.0,-0.24015204999999998,0.23017294999998938
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-018-2025-06-04-E1,L405S-018,True,0.9948736266175442,noise_s1_r05:L405S-018:E4,0.10940021666666667,0.0,-0.05783928333333333,-0.16723950000000043
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-018-2025-06-05-E1,L405S-018,True,0.9918587670312716,noise_s1_r05:L405S-018:E5,0.6633258666666666,0.0,0.38082283333333333,-0.28250303333334337
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-018-2025-06-05-E2,L405S-018,True,0.9644870895935939,noise_s1_r05:L405S-018:E6,-0.68631655,5.0,-0.3817923,0.3045242500000045
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-028-2025-06-03-E1,L405S-028,True,0.9818585041307942,noise_s1_r05:L405S-028:E1,0.5569861666666667,-10.0,0.5728231166666667,0.015836950000016614
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-028-2025-06-03-E2,L405S-028,True,0.9944271124946391,noise_s1_r05:L405S-028:E2,0.6009829166666666,0.0,0.21613915,-0.38484376666665376
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-028-2025-06-04-E1,L405S-028,True,0.974375140963185,noise_s1_r05:L405S-028:E3,0.3108850833333333,0.0,2.323364666666667,2.012479583333331
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-028-2025-06-04-E2,L405S-028,True,0.9948158563231368,noise_s1_r05:L405S-028:E4,0.32681785,5.0,0.17312775,-0.15369009999998795
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-028-2025-06-05-E1,L405S-028,True,0.979730605541669,noise_s1_r05:L405S-028:E5,-0.72530965,-25.0,0.9848681333333332,1.7101777833333331
noise_s1_r05,noise,5,0.7,15,1.0,3772836808,L405S-030-2025-06-02-E1,L405S-030,True,0.9823116313086656,noise_s1_r05:L405S-030:E1,-0.7356608333333334,0.0,0.052847566666666665,0.7885083999999987
