tmc_code,measurement_tstamp,speed,reference_speed,date,tod_min,clock_min,timestamp,period,wall_clock
110-04178,2025-10-08 22:10:00,64.19,62.0,2025-10-08,1330,1330,2025-10-08 22:10:00-04:00,NT,22:10
110-04178,2025-10-08 22:15:00,63.38,62.0,2025-10-08,1335,1335,2025-10-08 22:15:00-04:00,NT,22:15
110-04178,2025-10-08 22:20:00,65.6,62.0,2025-10-08,1340,1340,2025-10-08 22:20:00-04:00,NT,22:20
110-04178,2025-10-08 22:25:00,63.78,62.0,2025-10-08,1345,1345,2025-10-08 22:25:00-04:00,NT,22:25
110-04178,2025-10-08 22:30:00,62.98,62.0,2025-10-08,1350,1350,2025-10-08 22:30:00-04:00,NT,22:30
110-04178,2025-10-08 22:35:00,63.99,62.0,2025-10-08,1355,1355,2025-10-08 22:35:00-04:00,NT,22:35
110-04178,2025-10-08 22:40:00,65.4,62.0,2025-10-08,1360,1360,2025-10-08 22:40:00-04:00,NT,22:40
110-04178,2025-10-08 22:45:00,66.4,62.0,2025-10-08,1365,1365,2025-10-08 22:45:00-04:00,NT,22:45
110-04178,2025-10-08 22:50:00,62.96,62.0,2025-10-08,1370,1370,2025-10-08 22:50:00-04:00,NT,22:50
110-04178,2025-10-08 22:55:00,61.4,62.0,2025-10-08,1375,1375,2025-10-08 22:55:00-04:00,NT,22:55
110-04178,2025-10-08 23:00:00,62.52,62.0,2025-10-08,1380,1380,2025-10-08 23:00:00-04:00,NT,23:00
110-04178,2025-10-08 23:05:00,65.79,62.0,2025-10-08,1385,1385,2025-10-08 23:05:00-04:00,NT,23:05
110-04178,2025-10-08 23:10:00,60.2,62.0,2025-10-08,1390,1390,2025-10-08 23:10:00-04:00,NT,23:10
110-04178,2025-10-08 23:15:00,58.4,62.0,2025-10-08,1395,1395,2025-10-08 23:15:00-04:00,NT,23:15
110-04178,2025-10-08 23:20:00,63.53,62.0,2025-10-08,1400,1400,2025-10-08 23:20:00-04:00,NT,23:20
110-04178,2025-10-08 23:25:00,69.79,62.0,2025-10-08,1405,1405,2025-10-08 23:25:00-04:00,NT,23:25
110-04178,2025-10-08 23:30:00,67.79,62.0,2025-10-08,1410,1410,2025-10-08 23:30:00-04:00,NT,23:30
110-04178,2025-10-08 23:35:00,67.0,62.0,2025-10-08,1415,1415,2025-10-08 23:35:00-04:00,NT,23:35
110-04178,2025-10-08 23:40:00,66.4,62.0,2025-10-08,1420,1420,2025-10-08 23:40:00-04:00,NT,23:40
110-04178,2025-10-08 23:45:00,66.0,62.0,2025-10-08,1425,1425,2025-10-08 23:45:00-04:00,NT,23:45
110-04178,2025-10-08 23:50:00,65.18,62.0,2025-10-08,1430,1430,2025-10-08 23:50:00-04:00,NT,23:50
110-04178,2025-10-08 23:55:00,62.0,62.0,2025-10-08,1435,1435,2025-10-08 23:55:00-04:00,NT,23:55
110-04178,2025-10-09 00:00:00,58.16,62.0,2025-10-09,0,1440,2025-10-09 00:00:00-04:00,NT,24:00
110-04178,2025-10-09 00:05:00,62.18,62.0,2025-10-09,5,1445,2025-10-09 00:05:00-04:00,NT,24:05
110-04178,2025-10-09 00:10:00,63.0,62.0,2025-10-09,10,1450,2025-10-09 00:10:00-04:00,NT,24:10
110-04178,2025-10-09 00:15:00,65.2,62.0,2025-10-09,15,1455,2025-10-09 00:15:00-04:00,NT,24:15
