link_id,corridor,tmc_code,t_min,anchor_period,lanes,length_mi,free_speed_mph,cutoff_mph,mu_vph,lambda_anchored_vph,outflow_vph,queue_model_veh,queue_meas_veh,delay_h,travel_time_h,speed_mph,speed_model_mph,lambda_identifiable,model_episode_id
25947,I66_EB,110N04162,375,AM,2,0.18,54.3095,38.01665,3800.0,1357.683848052494,1357.683848052494,0.0,0.0,0.0,0.0033143372706432575,52.41652173913043,54.3095,False,
25947,I66_EB,110N04162,390,AM,2,0.18,54.3095,38.01665,3800.0,1444.0418759887336,1444.0418759887336,0.0,0.0,0.0,0.0033143372706432575,51.81652173913044,54.3095,False,
25947,I66_EB,110N04162,405,AM,2,0.18,54.3095,38.01665,3800.0,1657.9855182188244,1657.9855182188244,0.0,0.0,0.0,0.0033143372706432575,49.44217391304348,54.3095,False,
25947,I66_EB,110N04162,420,AM,2,0.18,54.3095,38.01665,3800.0,1668.2035357459445,1668.2035357459445,0.0,0.0,0.0,0.0033143372706432575,49.2804347826087,54.3095,False,
25947,I66_EB,110N04162,435,AM,2,0.18,54.3095,38.01665,3800.0,1744.268921636244,1744.268921636244,0.0,0.0,0.0,0.0033143372706432575,47.84173913043478,54.3095,False,
25947,I66_EB,110N04162,450,AM,2,0.18,54.3095,38.01665,3800.0,1832.300151697477,1832.300151697477,0.0,0.0,0.0,0.0033143372706432575,45.30217391304348,54.3095,False,
25947,I66_EB,110N04162,465,AM,2,0.18,54.3095,38.01665,3800.0,1906.2278671740887,1906.2278671740887,0.0,0.0,0.0,0.0033143372706432575,40.10608695652174,54.3095,False,
25947,I66_EB,110N04162,480,AM,2,0.18,54.3095,38.01665,3800.0,1910.1151550783484,1910.1151550783484,0.0,0.0,0.0,0.0033143372706432575,38.20173913043478,54.3095,False,
25947,I66_EB,110N04162,495,AM,2,0.18,54.3095,38.01665,3800.0,1898.4202736728016,1898.4202736728016,0.0,0.0,0.0,0.0033143372706432575,35.27782608695652,54.3095,False,
25947,I66_EB,110N04162,510,AM,2,0.18,54.3095,38.01665,3800.0,1858.133387720516,1858.133387720516,0.0,0.0,0.0,0.0033143372706432575,31.58826086956521,54.3095,False,
25947,I66_EB,110N04162,525,AM,2,0.18,54.3095,38.01665,3800.0,1879.21229496818,1879.21229496818,0.0,0.0,0.0,0.0033143372706432575,33.22391304347826,54.3095,False,
25947,I66_EB,110N04162,540,MD,2,0.18,54.3095,38.01665,3800.0,2019.5403330168544,2019.5403330168544,0.0,0.0,0.0,0.0033143372706432575,38.79565217391304,54.3095,False,
25947,I66_EB,110N04162,555,MD,2,0.18,54.3095,38.01665,3800.0,1968.8555495062328,1968.8555495062328,0.0,0.0,0.0,0.0033143372706432575,43.9795652173913,54.3095,False,
25947,I66_EB,110N04162,570,MD,2,0.18,54.3095,38.01665,3800.0,1934.1091696547232,1934.1091696547232,0.0,0.0,0.0,0.0033143372706432575,45.420869565217394,54.3095,False,
25947,I66_EB,110N04162,585,MD,2,0.18,54.3095,38.01665,3800.0,1887.864354154228,1887.864354154228,0.0,0.0,0.0,0.0033143372706432575,46.82173913043479,54.3095,False,
25947,I66_EB,110N04162,600,MD,2,0.18,54.3095,38.01665,3800.0,1904.3043084147369,1904.3043084147369,0.0,0.0,0.0,0.0033143372706432575,46.3704347826087,54.3095,False,
25947,I66_EB,110N04162,615,MD,2,0.18,54.3095,38.01665,3800.0,1948.128592624045,1948.128592624045,0.0,0.0,0.0,0.0033143372706432575,44.89521739130434,54.3095,False,
25947,I66_EB,110N04162,630,MD,2,0.18,54.3095,38.01665,3800.0,1970.408507645136,1970.408507645136,0.0,0.0,0.0,0.0033143372706432575,43.90217391304348,54.3095,False,
25947,I66_EB,110N04162,645,MD,2,0.18,54.3095,38.01665,3800.0,1917.0392083143536,1917.0392083143536,0.0,0.0,0.0,0.0033143372706432575,45.98826086956522,54.3095,False,
25947,I66_EB,110N04162,660,MD,2,0.18,54.3095,38.01665,3800.0,1845.5944366516485,1845.5944366516485,0.0,0.0,0.0,0.0033143372706432575,47.81521739130435,54.3095,False,
25947,I66_EB,110N04162,675,MD,2,0.18,54.3095,38.01665,3800.0,1864.111865624252,1864.111865624252,0.0,0.0,0.0,0.0033143372706432575,47.40565217391304,54.3095,False,
25947,I66_EB,110N04162,690,MD,2,0.18,54.3095,38.01665,3800.0,1802.5764256451844,1802.5764256451844,0.0,0.0,0.0,0.0033143372706432575,48.64608695652174,54.3095,False,
25947,I66_EB,110N04162,705,MD,2,0.18,54.3095,38.01665,3800.0,1830.64882983712,1830.64882983712,0.0,0.0,0.0,0.0033143372706432575,48.12130434782608,54.3095,False,
25947,I66_EB,110N04162,720,MD,2,0.18,54.3095,38.01665,3800.0,1817.146741114448,1817.146741114448,0.0,0.0,0.0,0.0033143372706432575,48.38130434782609,54.3095,False,
25947,I66_EB,110N04162,735,MD,2,0.18,54.3095,38.01665,3800.0,1833.700531343631,1833.700531343631,0.0,0.0,0.0,0.0033143372706432575,48.0604347826087,54.3095,False,
25947,I66_EB,110N04162,750,MD,2,0.18,54.3095,38.01665,3800.0,1848.0447977444976,1848.0447977444976,0.0,0.0,0.0,0.0033143372706432575,47.76304347826087,54.3095,False,
25947,I66_EB,110N04162,765,MD,2,0.18,54.3095,38.01665,3800.0,1835.211299013063,1835.211299013063,0.0,0.0,0.0,0.0033143372706432575,48.03,54.3095,False,
25947,I66_EB,110N04162,780,MD,2,0.18,54.3095,38.01665,3800.0,1866.598033092169,1866.598033092169,0.0,0.0,0.0,0.0033143372706432575,47.34782608695652,54.3095,False,
25947,I66_EB,110N04162,795,MD,2,0.18,54.3095,38.01665,3800.0,1839.2197510962103,1839.2197510962103,0.0,0.0,0.0,0.0033143372706432575,47.94826086956522,54.3095,False,
25947,I66_EB,110N04162,810,MD,2,0.18,54.3095,38.01665,3800.0,1824.3549002862408,1824.3549002862408,0.0,0.0,0.0,0.0033143372706432575,48.24434782608696,54.3095,False,
25947,I66_EB,110N04162,825,MD,2,0.18,54.3095,38.01665,3800.0,1825.3221657730987,1825.3221657730987,0.0,0.0,0.0,0.0033143372706432575,48.22565217391305,54.3095,False,
25947,I66_EB,110N04162,840,MD,2,0.18,54.3095,38.01665,3800.0,1843.5105882327423,1843.5105882327423,0.0,0.0,0.0,0.0033143372706432575,47.85913043478261,54.3095,False,
25947,I66_EB,110N04162,855,MD,2,0.18,54.3095,38.01665,3800.0,1899.481231140736,1899.481231140736,0.0,0.0,0.0,0.0033143372706432575,46.50739130434783,54.3095,False,
25947,I66_EB,110N04162,870,MD,2,0.18,54.3095,38.01665,3800.0,1921.5160143965927,1921.5160143965927,0.0,0.0,0.0,0.0033143372706432575,45.84608695652174,54.3095,False,
