link_id,corridor,tmc_code,t_min,anchor_period,speed_mph,mu_vph,lambda_vph,lambda_anchored_vph,lambda_identifiable,queue_meas_veh,lanes,V_assign_veh,inside_window,period,free_speed_mph,cutoff_mph,length_mi,storage_veh,queue_model_veh,outflow_vph,unmet_vph
25785,I66_WB,110P04171,360,AM,62.49521739130434,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,375,AM,61.84913043478261,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,390,AM,59.69521739130435,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,405,AM,58.63782608695652,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,420,AM,57.62608695652175,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,435,AM,53.646956521739135,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,450,AM,50.85565217391304,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,465,AM,50.39434782608696,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,480,AM,51.60434782608696,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,495,AM,51.00086956521739,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,510,AM,50.02565217391304,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,525,AM,51.25260869565217,8000.0,,0.0,False,0.0,4,0.0,True,AM,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,540,MD,50.90086956521739,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,555,MD,51.94565217391305,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,570,MD,52.71782608695652,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,585,MD,56.26260869565217,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,600,MD,57.58565217391305,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,615,MD,57.70739130434782,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,630,MD,58.74173913043478,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,645,MD,58.80434782608695,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,660,MD,59.67782608695652,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,675,MD,58.35782608695652,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,690,MD,58.364782608695656,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,705,MD,59.04130434782609,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,720,MD,59.43739130434783,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,735,MD,58.19434782608696,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,750,MD,57.47608695652174,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,765,MD,55.62217391304348,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,780,MD,55.68478260869565,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,795,MD,55.01130434782608,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,810,MD,55.3004347826087,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,825,MD,56.06173913043479,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,840,MD,55.47739130434783,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,855,MD,55.625652173913046,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,870,MD,54.6904347826087,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,885,MD,54.52173913043478,8000.0,,0.0,False,0.0,4,0.0,True,MD,65.0,45.5,0.49,392.0,0.0,0.0,0.0
25785,I66_WB,110P04171,900,PM,55.23130434782608,8000.0,,3930.088324333332,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3930.088324333332,0.0
25785,I66_WB,110P04171,915,PM,59.79260869565218,8000.0,,3526.7294673123406,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3526.7294673123406,0.0
25785,I66_WB,110P04171,930,PM,61.45478260869565,8000.0,,3258.505830590546,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3258.505830590546,0.0
25785,I66_WB,110P04171,945,PM,60.78391304347826,8000.0,,3379.6686182521453,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3379.6686182521453,0.0
25785,I66_WB,110P04171,960,PM,61.98086956521739,8000.0,,3146.878694904365,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3146.878694904365,0.0
25785,I66_WB,110P04171,975,PM,60.59739130434782,8000.0,,3409.9323822061674,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3409.9323822061674,0.0
25785,I66_WB,110P04171,990,PM,61.363913043478256,8000.0,,3276.1741635556823,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3276.1741635556823,0.0
25785,I66_WB,110P04171,1005,PM,61.17913043478261,8000.0,,3310.817270631212,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3310.817270631212,0.0
25785,I66_WB,110P04171,1020,PM,61.35913043478261,8000.0,,3277.0922119411903,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3277.0922119411903,0.0
25785,I66_WB,110P04171,1035,PM,60.64260869565217,8000.0,,3402.717862904491,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3402.717862904491,0.0
25785,I66_WB,110P04171,1050,PM,60.31304347826087,8000.0,,3453.612036007956,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3453.612036007956,0.0
25785,I66_WB,110P04171,1065,PM,60.72173913043478,8000.0,,3389.905861655272,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3389.905861655272,0.0
25785,I66_WB,110P04171,1080,PM,61.83652173913043,8000.0,,3179.222676118685,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3179.222676118685,0.0
25785,I66_WB,110P04171,1095,PM,61.235652173913046,8000.0,,3300.397455565357,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3300.397455565357,0.0
25785,I66_WB,110P04171,1110,PM,61.85869565217392,8000.0,,3174.344591445709,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3174.344591445709,0.0
25785,I66_WB,110P04171,1125,PM,61.37347826086956,8000.0,,3274.334552575549,False,0.0,4,13422.6055,True,PM,65.0,45.5,0.49,392.0,0.0,3274.334552575549,0.0
25946,I66_WB,110+04164,360,AM,49.22434782608696,5700.0,,1565.479462139227,False,0.0,3,4790.2311,True,AM,53.4065,37.38455,0.29,173.99999999999997,0.0,1565.479462139227,0.0
25946,I66_WB,110+04164,375,AM,50.82608695652174,5700.0,,1415.3194528323463,False,0.0,3,4790.2311,True,AM,53.4065,37.38455,0.29,173.99999999999997,0.0,1415.3194528323463,0.0
25946,I66_WB,110+04164,390,AM,49.07173913043479,5700.0,,1576.532313089257,False,0.0,3,4790.2311,True,AM,53.4065,37.38455,0.29,173.99999999999997,0.0,1576.532313089257,0.0
25946,I66_WB,110+04164,405,AM,48.39043478260869,5700.0,,1621.0342203462135,False,0.0,3,4790.2311,True,AM,53.4065,37.38455,0.29,173.99999999999997,0.0,1621.0342203462135,0.0
25946,I66_WB,110+04164,420,AM,47.598260869565216,5700.0,,1664.4857358149125,False,0.0,3,4790.2311,True,AM,53.4065,37.38455,0.29,173.99999999999997,0.0,1664.4857358149125,0.0
25946,I66_WB,110+04164,435,AM,47.867826086956526,5700.0,,1650.5781585698603,False,0.0,3,4790.2311,True,AM,53.4065,37.38455,0.29,173.99999999999997,0.0,1650.5781585698603,0.0
25946,I66_WB,110+04164,450,AM,47.39652173913043,5700.0,,1674.3559923728078,False,0.0,3,4790.2311,True,AM,53.4065,37.38455,0.29,173.99999999999997,0.0,1674.3559923728078,0.0
25946,I66_WB,110+04164,465,AM,48.53652173913043,5700.0,,1612.1053099621342,False,0.0,3,4790.2311,True,AM,53.4065,37.38455,0.29,173.99999999999997,0.0,1612.1053099621342,0.0
