link_id,corridor,tmc_code,lanes,queue_peak_model_veh,queue_peak_meas_veh,peak_ratio,queue_at_AM_MD_boundary_veh,queue_at_MD_PM_boundary_veh,end_of_run_queue_veh,storage_veh,peak_over_storage,bins_over_storage,bins_at_capacity,unmet_demand_veh,residual_rmse_veh,residual_rmse_in_episode_veh,has_queue
31407,I66_EB,110N04182,2,0.0,0.0,,0.0,0.0,0.0,64.0,0.0,0,0,0.0,0.0,,False
31408,I66_EB,110P58629,4,0.0,0.0,,0.0,0.0,0.0,128.0,0.0,0,0,0.0,0.0,,False
31409,I66_EB,110+58629,4,0.0,0.0,,0.0,0.0,0.0,184.0,0.0,0,0,0.0,0.0,,False
31410,I66_EB,110-04182,2,11.160304863214037,11.051318289119036,1.009861861837995,8.009601805793636,0.0,0.0,92.0,0.12130766155667431,0,11,11.160304863214037,1.0963834427163528,2.2823041350802566,True
31411,I66_WB,110+04183,2,21.910367500459643,23.26458842343028,0.9417904628991085,0.0,14.100978668835296,8.597374737466907,60.0,0.36517279167432737,0,19,21.910367500459643,0.6287952942148425,1.0402414483234164,True
31412,I66_WB,110-58628,4,0.0,0.0,,0.0,0.0,0.0,120.0,0.0,0,0,0.0,0.0,,False
31413,I66_EB,110-04182,2,8.35975827177458,8.648857791484462,0.9665736763535963,6.9130013670279595,0.0,0.0,72.0,0.11610775377464695,0,12,8.35975827177458,0.8811329522328762,1.8299757555751799,True
31414,I66_WB,110P04183,2,65.59155734833962,67.35027279701751,0.9738870330343224,0.0,29.730431920911315,33.11035810414296,196.0,0.33465080279765114,0,19,65.59155734833962,1.9711641456124158,3.2609764490611033,True
31415,I66_EB,110N04183,2,25.452027054748328,25.93351445999613,0.9814337772849676,17.620849060925707,0.0,0.0,184.0,0.13832623399319743,0,12,25.452027054748328,2.2051951009636843,4.589111639637643,True
31416,I66_WB,110+04184,2,19.250093098419484,19.58445174834584,0.9829273418412341,0.0,0.0,13.582660576426633,100.0,0.19250093098419485,0,15,19.600669609443912,0.9275038063252751,1.7269181057380691,True
31417,I66_WB,110-58628,3,0.0,0.0,,0.0,0.0,0.0,468.0,0.0,0,0,0.0,0.0,,False
31418,I66_WB,110+04184,2,60.24018258993499,61.10348945483902,0.9858713983013672,0.0,0.0,42.593127648173095,312.0,0.19307750830107367,0,15,62.169941086003064,3.02467001906189,5.631629093249521,True
31419,I66_EB,110-04183,2,28.57234946573442,31.53408902266746,0.9060781633868011,14.37342780794188,0.0,0.0,184.0,0.15528450796594792,0,12,28.57234946573442,2.5348489231557645,5.233938958442771,True
31420,I66_EB,110+58629,3,0.0,0.0,,0.0,0.0,0.0,276.0,0.0,0,0,0.0,0.0,,False
31421,I66_EB,110+58629,3,0.0,0.0,,0.0,0.0,0.0,390.0,0.0,0,0,0.0,0.0,,False
31422,I66_EB,110-04183,2,40.851758820529085,44.55903883637793,0.9168007184925581,19.971843577970276,0.0,0.0,260.0,0.15712214930972726,0,12,40.851758820529085,3.620582493147964,7.465373253993215,True
31423,I66_WB,110+04184,2,72.58626680044449,83.82145348292019,0.8659628744714498,0.0,0.0,47.93449056938505,428.0,0.16959408130944975,0,15,77.30086709455622,6.528610782153973,12.155611748578156,True
31424,I66_WB,110-58628,3,0.0,0.0,,0.0,0.0,0.0,234.0,0.0,0,0,0.0,0.0,,False
31425,I66_WB,110-58628,3,0.0,0.0,,0.0,0.0,0.0,402.0,0.0,0,0,0.0,0.0,,False
