link_id,corridor,tmc_code,lanes,has_queue,restarted,identifiable_bins,unidentifiable_bins,queue_peak_meas_veh,queue_peak_fitted_veh,residual_rmse_veh,residual_mae_veh,residual_max_veh,lambda_mean_vph,lambda_peak_vph,lambda_over_mu_peak,end_of_day_queue_veh
31429,I66_EB,110-04183,2,True,False,12,84,45.930086185189566,40.72982449100027,2.6860184883051015,0.6440570050026038,21.449049586542618,3791.9442263224737,4001.0948086324174,1.0196172085542583,0.0
31720,I66_EB,110P58636,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31724,I66_EB,110+58636,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31781,I66_EB,110+58635,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31785,I66_EB,110+58635,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31790,I66_EB,110+58634,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31795,I66_EB,110N04178,4,True,False,14,82,84.86117357417073,79.93751769993196,2.834690014127334,0.9064072036653537,16.214668027961125,7244.451784493886,7693.508415774948,1.0123037389177563,0.0
31800,I66_EB,110+58633,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31804,I66_EB,110N04179,4,True,False,38,58,325.71288128295055,331.3851050062003,12.35150614884876,6.0362741028174725,63.31883026039825,6978.775632543403,7631.026502138184,1.0544331712466066,0.0
31809,I66_EB,110+58631,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31818,I66_EB,110+58630,5,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31823,I66_EB,110+58630,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31829,I66_EB,110+58629,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
31833,I66_EB,110+58629,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32029,I66_WB,110+04178,4,True,False,25,71,24.69536909444436,24.621145820882475,0.9125658832698335,0.22814380657892053,8.017695626147857,6966.478828416366,7600.0,1.0064879318646216,0.0
32031,I66_WB,110P04178,4,True,False,24,72,99.5611401556754,95.4130540018889,4.491410079599861,1.832656755489088,25.437104238663338,7454.637004106237,7670.788040984919,1.0168998208013815,0.0
32032,I66_WB,110+04179,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32034,I66_WB,110P04179,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32035,I66_WB,110+04180,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32037,I66_WB,110P04181,4,True,False,12,84,93.41592179168438,91.33031501837695,3.708746907896319,0.9447121623456725,23.398002147235502,7264.656530473348,7693.592008588942,1.0128365123226117,0.0
32038,I66_WB,110P04181,5,True,False,12,84,23.353980447921103,22.64086755274866,1.6792543177848742,0.29573343679595243,15.47176464812556,9081.62374514695,9501.544649330343,1.0051669422034215,0.0
32041,I66_WB,110-58629,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32042,I66_WB,110N58629,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32044,I66_WB,110-58628,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32045,I66_WB,110-58628,3,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32130,I66_WB,110+04174,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32133,I66_WB,110+04173,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32134,I66_WB,110P04173,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32136,I66_WB,110+04174,2,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
32140,I66_WB,110+04173,4,False,False,0,96,0.0,0.0,0.0,0.0,0.0,,,,0.0
