link_id,corridor,tmc_code,variant,mae_period_mph,rmse_period_mph,mae_episode_mph,bias_episode_mph,episode_bins
38189,I66_EB,110P58625,free_flow,3.0516576086956455,3.089922593334288,,,0
38189,I66_EB,110P58625,assignment,3.0516576086956455,3.089922593334288,,,0
38189,I66_EB,110P58625,anchored,3.0516576086956455,3.089922593334288,,,0
38500,I66_EB,110+58626,free_flow,3.7860054347826164,3.856313467061286,,,0
38500,I66_EB,110+58626,assignment,3.7860054347826164,3.856313467061286,,,0
38500,I66_EB,110+58626,anchored,3.7860054347826164,3.856313467061286,,,0
38749,I66_WB,110-58627,free_flow,3.4213315217391367,3.455691308844401,,,0
38749,I66_WB,110-58627,assignment,3.4213315217391367,3.455691308844401,,,0
38749,I66_WB,110-58627,anchored,3.4213315217391367,3.455691308844401,,,0
38801,I66_WB,110-58627,free_flow,3.4213315217391367,3.455691308844401,,,0
38801,I66_WB,110-58627,assignment,3.4213315217391367,3.455691308844401,,,0
38801,I66_WB,110-58627,anchored,3.4213315217391367,3.455691308844401,,,0
38954,I66_WB,110+04184,free_flow,30.988125000000007,31.649205624637805,31.72211594202899,31.116956521739134,15
38954,I66_WB,110+04184,assignment,30.988125000000007,31.649205624637805,31.72211594202899,31.116956521739134,15
38954,I66_WB,110+04184,anchored,5.845232866668905,8.256404564350191,4.903030999809149,3.087288766464301,15
38959,I66_WB,110N58625,free_flow,2.545788043478267,2.5629960744408633,,,0
38959,I66_WB,110N58625,assignment,2.545788043478267,2.5629960744408633,,,0
38959,I66_WB,110N58625,anchored,2.545788043478267,2.5629960744408633,,,0
39007,I66_WB,110-58625,free_flow,3.0612119565217437,3.0857765788017923,,,0
39007,I66_WB,110-58625,assignment,3.0612119565217437,3.0857765788017923,,,0
39007,I66_WB,110-58625,anchored,3.0612119565217437,3.0857765788017923,,,0
39080,I66_WB,110-58628,free_flow,9.413891304347825,9.574913684009802,,,0
39080,I66_WB,110-58628,assignment,9.413891304347825,9.574913684009802,,,0
39080,I66_WB,110-58628,anchored,9.413891304347825,9.574913684009802,,,0
39139,I66_WB,110-58627,free_flow,3.4213315217391367,3.455691308844401,,,0
39139,I66_WB,110-58627,assignment,3.4213315217391367,3.455691308844401,,,0
39139,I66_WB,110-58627,anchored,3.4213315217391367,3.455691308844401,,,0
39141,I66_WB,110+04184,free_flow,30.988125000000007,31.649205624637805,31.72211594202899,31.116956521739134,15
39141,I66_WB,110+04184,assignment,30.988125000000007,31.649205624637805,31.72211594202899,31.116956521739134,15
39141,I66_WB,110+04184,anchored,3.3599025905309965,7.369574467939298,2.252012038595381,-0.21228536475152993,15
39142,I66_EB,110-04183,free_flow,5.68329347826087,5.927403956897317,,,0
39142,I66_EB,110-04183,assignment,5.68329347826087,5.927403956897317,,,0
39142,I66_EB,110-04183,anchored,5.68329347826087,5.927403956897317,,,0
39143,I66_EB,110+58629,free_flow,2.5581249999999995,2.6937071590109074,,,0
39143,I66_EB,110+58629,assignment,2.5581249999999995,2.6937071590109074,,,0
39143,I66_EB,110+58629,anchored,2.5581249999999995,2.6937071590109074,,,0
