link_id,corridor,tmc_code,lanes,V_assign_veh,lower_bound_veh,upper_bound_veh,window_width_veh,inside_window,below_lower,above_upper,V_over_lower,V_over_upper,queued_bins_in_pm,pinned_by_queue_veh,absorbed_by_free_bins_veh,share_pinned,mu_free_vph,bins_pushed_over_mu,V_assign_over_capacity_h
31413,I66_EB,110-04182,2,7684.3782,0.0,16000.0,16000.0,True,False,False,,0.4802736375,0,0.0,7684.3782,0.0,4000.0,0,3.8421891
31414,I66_WB,110P04183,2,3843.9517,12265.249268986474,12265.249268986474,0.0,False,True,False,0.31340184090018425,0.31340184090018425,16,12549.442816756353,-8705.491116756353,3.2647243764161638,4000.0,0,1.92197585
31415,I66_EB,110N04183,2,7684.3782,0.0,16000.0,16000.0,True,False,False,,0.4802736375,0,0.0,7684.3782,0.0,4000.0,0,3.8421891
31416,I66_WB,110+04184,2,3843.9517,14155.133703706591,15155.133703706591,1000.0,False,True,False,0.2715588408037038,0.25364023671133035,15,14470.441739640395,-10626.490039640395,3.7644702298523667,4000.0,0,1.92197585
31417,I66_WB,110-58628,3,15611.3843,0.0,22800.0,22800.0,True,False,False,,0.6847098377192983,0,0.0,15611.3843,0.0,5700.0,0,8.216518052631578
31418,I66_WB,110+04184,2,3843.9517,14155.133703706591,15155.133703706591,1000.0,False,True,False,0.2715588408037038,0.25364023671133035,15,14491.589681811494,-10647.637981811495,3.7699718448105095,4000.0,0,1.92197585
31419,I66_EB,110-04183,2,7684.3782,0.0,16000.0,16000.0,True,False,False,,0.4802736375,0,0.0,7684.3782,0.0,4000.0,0,3.8421891
31420,I66_EB,110+58629,3,10649.5931,0.0,24000.0,24000.0,True,False,False,,0.44373304583333334,0,0.0,10649.5931,0.0,6000.0,0,5.32479655
31421,I66_EB,110+58629,3,10649.5931,0.0,22800.0,22800.0,True,False,False,,0.46708741666666664,0,0.0,10649.5931,0.0,5700.0,0,5.605049
31422,I66_EB,110-04183,2,7684.3782,0.0,16000.0,16000.0,True,False,False,,0.4802736375,0,0.0,7684.3782,0.0,4000.0,0,3.8421891
31423,I66_WB,110+04184,2,3843.9517,14155.133703706591,15155.133703706591,1000.0,False,True,False,0.2715588408037038,0.25364023671133035,15,14492.838694717559,-10648.886994717559,3.7702967742070115,4000.0,0,1.92197585
31424,I66_WB,110-58628,3,15611.3843,0.0,24000.0,24000.0,True,False,False,,0.6504743458333333,0,0.0,15611.3843,0.0,6000.0,0,7.80569215
31425,I66_WB,110-58628,3,15611.3843,0.0,24000.0,24000.0,True,False,False,,0.6504743458333333,0,0.0,15611.3843,0.0,6000.0,0,7.80569215
31426,I66_WB,110+04184,2,3843.9517,14155.133703706591,15155.133703706591,1000.0,False,True,False,0.2715588408037038,0.25364023671133035,15,14487.220844591473,-10643.269144591473,3.7688352963934153,4000.0,0,1.92197585
31427,I66_EB,110-04183,2,7684.3782,0.0,16000.0,16000.0,True,False,False,,0.4802736375,0,0.0,7684.3782,0.0,4000.0,0,3.8421891
31428,I66_EB,110+58629,3,10649.5931,0.0,24000.0,24000.0,True,False,False,,0.44373304583333334,0,0.0,10649.5931,0.0,6000.0,0,5.32479655
31429,I66_EB,110-04183,2,7684.3782,0.0,16000.0,16000.0,True,False,False,,0.4802736375,0,0.0,7684.3782,0.0,4000.0,0,3.8421891
31720,I66_EB,110P58636,3,13098.4689,0.0,24000.0,24000.0,True,False,False,,0.5457695375,0,0.0,13098.4689,0.0,6000.0,0,6.54923445
31724,I66_EB,110+58636,3,8060.1482,0.0,24000.0,24000.0,True,False,False,,0.3358395083333333,0,0.0,8060.1482,0.0,6000.0,0,4.0300741
31781,I66_EB,110+58635,4,16729.798,0.0,30400.0,30400.0,True,False,False,,0.5503223026315789,0,0.0,16729.798,0.0,7600.0,0,8.805156842105262
31785,I66_EB,110+58635,4,14477.6979,0.0,30400.0,30400.0,True,False,False,,0.47624006249999995,0,0.0,14477.6979,0.0,7600.0,0,7.619840999999999
31790,I66_EB,110+58634,4,15651.1085,0.0,30400.0,30400.0,True,False,False,,0.5148390953947368,0,0.0,15651.1085,0.0,7600.0,0,8.23742552631579
