link_id,corridor,tmc_code,t_min,period,mu_vph,lambda_vph,queue_fitted_veh,queue_meas_veh,outflow_vph,residual_veh,lambda_identifiable
25785,I66_WB,110P04171,1365,NT,8000.0,,0.0,0.0,,0.0,False
25785,I66_WB,110P04171,1380,NT,8000.0,,0.0,0.0,,0.0,False
25785,I66_WB,110P04171,1395,NT,8000.0,,0.0,0.0,,0.0,False
25785,I66_WB,110P04171,1410,NT,8000.0,,0.0,0.0,,0.0,False
25785,I66_WB,110P04171,1425,NT,8000.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,0,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,15,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,30,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,45,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,60,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,75,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,90,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,105,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,120,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,135,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,150,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,165,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,180,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,195,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,210,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,225,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,240,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,255,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,270,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,285,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,300,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,315,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,330,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,345,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,360,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,375,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,390,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,405,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,420,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,435,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,450,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,465,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,480,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,495,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,510,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,525,AM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,540,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,555,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,570,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,585,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,600,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,615,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,630,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,645,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,660,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,675,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,690,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,705,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,720,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,735,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,750,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,765,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,780,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,795,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,810,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,825,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,840,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,855,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,870,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,885,MD,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,900,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,915,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,930,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,945,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,960,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,975,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,990,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1005,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1020,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1035,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1050,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1065,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1080,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1095,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1110,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1125,PM,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1140,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1155,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1170,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1185,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1200,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1215,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1230,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1245,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1260,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1275,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1290,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1305,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1320,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1335,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1350,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1365,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1380,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1395,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1410,NT,5700.0,,0.0,0.0,,0.0,False
25946,I66_WB,110+04164,1425,NT,5700.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,0,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,15,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,30,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,45,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,60,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,75,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,90,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,105,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,120,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,135,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,150,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,165,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,180,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,195,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,210,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,225,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,240,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,255,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,270,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,285,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,300,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,315,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,330,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,345,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,360,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,375,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,390,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,405,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,420,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,435,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,450,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,465,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,480,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,495,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,510,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,525,AM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,540,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,555,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,570,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,585,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,600,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,615,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,630,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,645,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,660,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,675,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,690,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,705,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,720,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,735,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,750,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,765,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,780,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,795,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,810,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,825,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,840,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,855,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,870,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,885,MD,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,900,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,915,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,930,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,945,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,960,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,975,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,990,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1005,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1020,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1035,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1050,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1065,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1080,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1095,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1110,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1125,PM,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1140,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1155,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1170,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1185,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1200,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1215,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1230,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1245,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1260,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1275,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1290,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1305,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1320,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1335,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1350,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1365,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1380,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1395,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1410,NT,3800.0,,0.0,0.0,,0.0,False
25947,I66_EB,110N04162,1425,NT,3800.0,,0.0,0.0,,0.0,False
25966,I66_WB,110+04166,0,NT,4000.0,4000.0,0.0,0.0,4000.0,0.0,False
25966,I66_WB,110+04166,15,NT,4000.0,3724.793106789475,0.0,0.0,3724.793106789475,0.0,False
25966,I66_WB,110+04166,30,NT,4000.0,3699.3376777966005,0.0,0.0,3699.3376777966005,0.0,False
25966,I66_WB,110+04166,45,NT,4000.0,3809.038189742335,0.0,0.0,3809.038189742335,0.0,False
25966,I66_WB,110+04166,60,NT,4000.0,3939.2991193476364,0.0,0.0,3939.2991193476364,0.0,False
25966,I66_WB,110+04166,75,NT,4000.0,4000.0,0.0,0.0,4000.0,0.0,False
25966,I66_WB,110+04166,90,NT,4000.0,3998.9205917530794,0.0,0.0,3998.9205917530794,0.0,False
25966,I66_WB,110+04166,105,NT,4000.0,3968.315711327065,0.0,0.0,3968.315711327065,0.0,False
25966,I66_WB,110+04166,120,NT,4000.0,3940.4401754421483,0.0,0.0,3940.4401754421483,0.0,False
25966,I66_WB,110+04166,135,NT,4000.0,3939.7155537604367,0.0,0.0,3939.7155537604367,0.0,False
25966,I66_WB,110+04166,150,NT,4000.0,3959.230427711711,0.0,0.0,3959.230427711711,0.0,False
25966,I66_WB,110+04166,165,NT,4000.0,3984.240131667666,0.0,0.0,3984.240131667666,0.0,False
25966,I66_WB,110+04166,180,NT,4000.0,3999.9999999999995,0.0,0.0,3999.9999999999995,0.0,False
25966,I66_WB,110+04166,195,NT,4000.0,3996.0604682762714,0.0,0.0,3996.0604682762714,0.0,False
25966,I66_WB,110+04166,210,NT,4000.0,3979.1523768475063,0.0,0.0,3979.1523768475063,0.0,False
25966,I66_WB,110+04166,225,NT,4000.0,3960.301667260592,0.0,0.0,3960.301667260592,0.0,False
25966,I66_WB,110+04166,240,NT,4000.0,3950.534281062417,0.0,0.0,3950.534281062417,0.0,False
25966,I66_WB,110+04166,255,NT,4000.0,3957.394647281987,0.0,0.0,3957.394647281987,0.0,False
25966,I66_WB,110+04166,270,NT,4000.0,3974.50114487678,0.0,0.0,3974.50114487678,0.0,False
25966,I66_WB,110+04166,285,NT,4000.0,3991.990640286387,0.0,0.0,3991.990640286387,0.0,False
25966,I66_WB,110+04166,300,NT,4000.0,3999.999999950406,0.0,0.0,3999.999999950406,0.0,False
25966,I66_WB,110+04166,315,NT,4000.0,3991.9368420259534,0.0,0.0,3991.9368420259534,0.0,False
25966,I66_WB,110+04166,330,NT,4000.0,3974.291791540266,0.0,0.0,3974.291791540266,0.0,False
25966,I66_WB,110+04166,345,NT,4000.0,3956.8262252381,0.0,0.0,3956.8262252381,0.0,False
25966,I66_WB,110+04166,360,AM,4000.0,3949.301519864217,0.0,0.0,3949.301519864217,0.0,False
25966,I66_WB,110+04166,375,AM,4000.0,3958.1378202479464,0.0,0.0,3958.1378202479464,0.0,False
25966,I66_WB,110+04166,390,AM,4000.0,3976.390343556909,0.0,0.0,3976.390343556909,0.0,False
25966,I66_WB,110+04166,405,AM,4000.0,3993.7730750432947,0.0,0.0,3993.7730750432947,0.0,False
25966,I66_WB,110+04166,420,AM,4000.0,3999.9999999592947,0.0,0.0,3999.9999999592947,0.0,False
25966,I66_WB,110+04166,435,AM,4000.0,3988.379428354483,0.0,0.0,3988.379428354483,0.0,False
25966,I66_WB,110+04166,450,AM,4000.0,3966.5969694679743,0.0,0.0,3966.5969694679743,0.0,False
25966,I66_WB,110+04166,465,AM,4000.0,3945.932557336265,0.0,0.0,3945.932557336265,0.0,False
25966,I66_WB,110+04166,480,AM,4000.0,3937.6661259958555,0.0,0.0,3937.6661259958555,0.0,False
25966,I66_WB,110+04166,495,AM,4000.0,3949.1060643382843,0.0,0.0,3949.1060643382843,0.0,False
25966,I66_WB,110+04166,510,AM,4000.0,3971.6745806752756,0.0,0.0,3971.6745806752756,0.0,False
25966,I66_WB,110+04166,525,AM,4000.0,3992.8223381735916,0.0,0.0,3992.8223381735916,0.0,False
25966,I66_WB,110+04166,540,MD,4000.0,4000.0,0.0,0.0,4000.0,0.0,False
25966,I66_WB,110+04166,555,MD,4000.0,3985.092240787578,0.0,0.0,3985.092240787578,0.0,False
25966,I66_WB,110+04166,570,MD,4000.0,3957.7197810346715,0.0,0.0,3957.7197810346715,0.0,False
25966,I66_WB,110+04166,585,MD,4000.0,3931.937352705938,0.0,0.0,3931.937352705938,0.0,False
25966,I66_WB,110+04166,600,MD,4000.0,3921.799687766037,0.0,0.0,3921.799687766037,0.0,False
