corridor,link_id,period,bins,bins_below_cutoff,free_speed_mph,capacity_vph,D_counts,D_speed,V_counts,V_speed,V_err,D_err
D12_I405_N,L405N-014,NT,132,0,66.57424870466322,8008.594196891192,0.0,0.0,34047.810066235776,53642.77305330074,57.55131666014761,
D12_I405_N,L405N-015,AM,36,0,70.27805699481863,6552.221658031088,0.0,0.0,18357.42487046632,16686.525404497894,-9.102036248322559,
D12_I405_N,L405N-015,MD,72,0,70.27805699481863,6552.221658031088,0.0,0.0,35759.751295336784,35726.5180538151,-0.09293476693171063,
D12_I405_N,L405N-015,PM,48,0,70.27805699481863,6552.221658031088,0.0,0.0,25096.17616580311,23640.579754699145,-5.8000724950576705,
D12_I405_N,L405N-015,NT,132,0,70.27805699481863,6552.221658031088,0.0,0.0,28279.33067143849,36229.14078005799,28.111733622637107,
D12_I405_N,L405N-016,AM,36,0,67.35240932642488,6203.708238341968,0.0,0.0,12525.523316062176,13110.886487417822,4.673362993185301,
D12_I405_N,L405N-016,MD,72,6,67.35240932642488,6203.708238341968,3077.5595854922276,3083.9693263893805,30934.937823834196,34727.1781498526,12.258761752210894,0.20827349460165642
D12_I405_N,L405N-016,PM,48,48,67.35240932642488,6203.708238341968,23276.47409326425,23846.56066015849,23276.47409326425,23846.56066015849,2.44919640582168,2.44919640582168
D12_I405_N,L405N-016,NT,132,0,67.35240932642488,6203.708238341968,0.0,0.0,22007.401901607824,36591.76776839289,66.27027548272093,
D12_I405_N,L405N-017,AM,36,0,66.17284974093266,7030.658238341969,0.0,0.0,15761.510362694298,15782.081578399282,0.13051551045306908,
D12_I405_N,L405N-017,MD,72,0,66.17284974093266,7030.658238341969,0.0,0.0,35234.68652849741,38523.36154290559,9.333629268273294,
D12_I405_N,L405N-017,PM,48,0,66.17284974093266,7030.658238341969,0.0,0.0,26147.608808290155,27880.499439838768,6.627338829542211,
D12_I405_N,L405N-017,NT,132,0,66.17284974093266,7030.658238341969,0.0,0.0,23042.401420864266,39359.746891285846,70.81443106727005,
