case,link_id,from_node_id,to_node_id,tmc_code,corridor,road,direction,period,period_hours,bins_in_period,lanes,length_mi,links_sharing_this_tmc,free_speed_obs_p95_mph,free_speed_assign_mph,free_speed_diff_mph,observed_max_mph,assign_free_speed_impossible,cutoff_obs_mph,cutoff_assign_mph,lane_capacity_vphpl,mu_free_vph,mu_queued_vph,capacity_drop,V_assign_veh,V_throughput_obs_veh,V_demand_obs_veh,V_max_feasible_veh,D_assign_vphpl,D_obs_vphpl,D_ratio,queued_bins,observation_weight,inside_window,below_lower,above_upper,t0_min_obs,T2_min_obs,t3_min_obs,P_h_obs,vT2_mph_obs,t0_min_model,T2_min_model,t3_min_model,P_h_model,vT2_mph_model,right_censored,speed_mae_episode_mph,speed_mae_period_mph,queue_peak_model_veh,queue_peak_meas_veh,storage_veh,first_interval_id,last_interval_id
G1_1LINK_1PERIOD_EXTERNAL_MU,26776,30412,30409,110N04125,I395_SB,I-395,SOUTHBOUND,PM,4.0,16,4,0.25,2,63.78,63.0,-0.78,68.62,False,44.646,47.25,1900.0,7600.0,6969.082179405296,0.0830155027098293,25316.5534,24838.844992164195,24391.92368274636,28638.844992164195,1582.3,1552.4,1.019,14,0.875,True,False,False,905.9613655833332,1050.0,1120.1400634166666,3.569644963888889,29.04405797101449,925.2962336666666,1050.0,1108.9812274166666,3.0614165625000003,28.91944552086251,False,2.38,4.06,32.92876238280974,32.90587800075388,200.0,61,76
