case_id,corridor,period,link_id,tmc_code,direction,length_mi,lanes,free_speed_mph,capacity_vehphpl,cutoff_speed_mph,period_volume_veh,peak_demand_vehphpl,vdf_plf,taplite_doc,taplite_P_hour,t0_hour,t2_hour,t3_hour,taplite_vt2_mph,taplite_mu_parameter,taplite_Q_gamma,observed_tmc_period_average_speed_mph,observed_tmc_period_min_speed_mph,observed_episode_count,observed_episode_duration_clipped_hours,observed_episode_earliest_t0_hour,observed_episode_latest_t3_hour,observed_episode_t2_hours,mapping_confidence,backward_wave_speed_mph_assumed_demo,source_label
nvta_i66_eb_26736_pm,I66_EB,PM,26736,110N04169,EASTBOUND,0.31,3,63.0,1900.0,47.25,7923.2014,2641.0671,0.25,1.39,6.853061,15.0,17.75,19.0,13.783265,385.385017,0.178138,19.563283,12.26619,1,4.0,15.0,19.0,17.7500,99.78,12.0,uploaded 12-tmc-link-speed-qvdf-anomaly-audit.zip; 5-min speed from TAPlite link_performance.csv; observed TMC values are period aggregates
