timestamp_la,time_bin,period,episode_id,observed_speed_mph,smoothed_speed_mph,baseline_free_speed_mph,observed_arrival_vph,count_reference_lambda_vph,inferred_lambda_vph,reference_mu_vph,observed_discharge_vph,speed_delay_diagnostic_queue_veh,cumulative_count_gap_veh,count_queue_raw_veh,count_queue_drift_corrected_veh,count_reference_queue_veh,forward_queue_veh,forward_outflow_vph,reconstructed_speed_mph,upstream_pct_observed,ramp_pct_observed,downstream_pct_observed
2025-07-29 11:50:00-07:00,142,MD,0,59.5,59.8,61.31283276110678,8751.496051200003,8751.496051200003,9216.0,9216.0,9720.0,0.0,-700.9260681142903,,,0.0,0.0,9216.0,61.31283276110678,100.0,100.0,100.0
2025-07-29 11:55:00-07:00,143,MD,0,61.5,61.5,61.31428649334328,9454.534480457141,9454.534480457141,8652.0,8652.0,8652.0,0.0,-781.63473051429,,,0.0,0.0,8652.0,61.31428649334328,100.0,100.0,100.0
2025-07-29 12:00:00-07:00,144,MD,0,62.0,62.0,61.31809388387577,8147.419545600005,8147.419545600005,8652.0,8652.0,7884.0,0.0,-714.7568571428616,,,0.0,0.0,8652.0,61.31809388387577,100.0,100.0,100.0
2025-07-29 12:05:00-07:00,145,MD,0,62.1,62.0,61.32425229415631,9074.427796114276,9074.427796114276,8808.0,8808.0,9036.0,0.0,-692.8052283428611,,,0.0,0.0,8808.0,61.32425229415631,100.0,100.0,100.0
2025-07-29 12:10:00-07:00,146,MD,0,61.6,62.1,61.332758090469575,8859.496051200003,8859.496051200003,8808.0,8808.0,8808.0,0.0,-689.6029120000048,,,0.0,0.0,8808.0,61.332758090469575,100.0,100.0,100.0
2025-07-29 12:15:00-07:00,147,MD,0,62.2,62.0,61.34360664393277,8793.969468342857,8793.969468342857,8808.0,8808.0,8808.0,0.0,-685.3115744000046,,,0.0,0.0,8808.0,61.34360664393277,100.0,100.0,100.0
2025-07-29 12:20:00-07:00,148,MD,0,62.0,62.2,61.35679233049572,8054.38146925715,8054.38146925715,8676.0,8676.0,8676.0,0.0,-686.4807853714332,,,0.0,0.0,8676.0,61.35679233049572,100.0,100.0,100.0
2025-07-29 12:25:00-07:00,149,MD,0,62.8,62.3,61.3723085309408,7722.824354742858,7722.824354742858,8640.0,8640.0,7848.0,0.0,-738.282329600004,,,0.0,0.0,8640.0,61.3723085309408,100.0,100.0,100.0
2025-07-29 12:30:00-07:00,150,MD,0,62.3,62.3,61.39014763088297,8307.710125714282,8307.710125714282,8640.0,8640.0,8640.0,0.0,-748.7136333714325,,,0.0,0.0,8640.0,61.39014763088297,100.0,100.0,100.0
2025-07-29 12:35:00-07:00,151,MD,0,61.2,61.6,61.41030102076976,8809.114581942855,8809.114581942855,8652.0,8652.0,8652.0,0.0,-776.4044562285757,,,0.0,0.0,8652.0,61.41030102076976,100.0,100.0,100.0
2025-07-29 12:40:00-07:00,152,MD,0,61.6,61.6,61.43275909588127,8239.557114514288,8239.557114514288,8652.0,8652.0,8736.0,0.0,-763.3115744000045,,,0.0,0.0,8652.0,61.43275909588127,100.0,100.0,100.0
2025-07-29 12:45:00-07:00,153,MD,0,62.4,61.6,61.45751125633021,9310.73311268571,9310.73311268571,8520.0,8520.0,8232.0,0.0,-804.6818148571472,,,0.0,0.0,8520.0,61.45751125633021,100.0,100.0,100.0
2025-07-29 12:50:00-07:00,154,MD,0,61.4,62.4,61.484545907061815,8615.419545600009,8615.419545600009,8436.0,8436.0,8520.0,0.0,-714.7873888000047,,,0.0,0.0,8436.0,61.484545907061815,100.0,100.0,100.0
2025-07-29 12:55:00-07:00,155,MD,0,62.5,62.4,61.51385045785395,7422.259342628575,7422.259342628575,8436.0,8436.0,8436.0,0.0,-706.8357600000039,,,0.0,0.0,8436.0,61.51385045785395,80.0,100.0,100.0
2025-07-29 13:00:00-07:00,156,MD,0,62.4,62.5,61.545411323317005,8943.175998171422,8943.175998171422,7764.0,7764.0,7764.0,0.0,-791.3141481142893,,,0.0,0.0,7764.0,61.545411323317005,100.0,100.0,100.0
2025-07-29 13:05:00-07:00,157,MD,0,62.7,62.7,61.579213922893985,7644.885065142871,7644.885065142871,7764.0,7764.0,7740.0,0.0,-693.0494816000041,,,0.0,0.0,7764.0,61.579213922893985,80.0,100.0,100.0
2025-07-29 13:10:00-07:00,158,MD,0,62.8,62.8,61.615242680860455,8270.42779611428,8270.42779611428,7908.0,7908.0,8484.0,0.0,-700.9757261714316,,,0.0,0.0,7908.0,61.615242680860455,100.0,100.0,100.0
2025-07-29 13:15:00-07:00,159,MD,0,63.1,63.1,61.653481026324556,9372.198632228568,9372.198632228568,7908.0,7908.0,7908.0,0.0,-718.7734098285749,,,0.0,0.0,7908.0,61.65348102632456,100.0,100.0,100.0
2025-07-29 13:20:00-07:00,160,MD,0,63.4,63.1,61.693911393227005,8416.595190857151,8416.595190857151,7908.0,7908.0,7824.0,0.0,-596.7568571428609,,,0.0,0.0,7908.0,61.693911393227005,100.0,100.0,100.0
2025-07-29 13:25:00-07:00,161,MD,0,62.2,62.2,61.7365152203411,8471.816810057142,8471.816810057142,8268.0,8268.0,8268.0,0.0,-547.3739245714316,,,0.0,0.0,8268.0,61.7365152203411,100.0,100.0,100.0
2025-07-29 13:30:00-07:00,162,MD,0,61.4,62.0,61.781272951272705,9229.862783999997,9229.862783999997,8400.0,8400.0,9084.0,0.0,-530.3891904000031,,,0.0,0.0,8400.0,61.781272951272705,100.0,100.0,100.0
