link_id,date,period,bins,bins_below_cutoff,bins_below_unfiltered,cutoff_mph,capacity_vph,D_counts,D_speed,D_counts_unfiltered,D_speed_unfiltered,V_counts,V_speed
L405S-110,2025-06-16,AM,72,0,14,50.19,10068.0,0.0,0.0,9470.0,9572.82329740351,44195.0,48833.00923554871
L405S-110,2025-06-16,MD,144,0,18,50.19,10068.0,0.0,0.0,11074.0,12738.236979922416,73360.0,91233.63654170421
L405S-110,2025-06-16,PM,96,0,14,50.19,10068.0,0.0,0.0,2869.0,9504.968932264694,14245.0,54501.206752128186
L405S-110,2025-06-16,NT,120,0,17,50.19,10068.0,0.0,0.0,6012.0,11712.70868269199,33387.0,69370.42802097715
L405S-110,2025-06-17,AM,72,0,16,50.19,10068.0,0.0,0.0,11368.0,11251.883394721772,45387.0,45826.35885745751
L405S-110,2025-06-17,MD,144,0,18,50.19,10068.0,0.0,0.0,10877.0,12586.073207642572,76106.0,75957.63569661781
L405S-110,2025-06-17,PM,72,0,4,50.19,10068.0,0.0,0.0,1246.0,2789.811987588553,12597.0,25745.255482429948
L405S-110,2025-06-17,NT,60,0,0,50.19,10068.0,0.0,0.0,0.0,0.0,14749.0,27605.25180082955
L405S-110,2025-06-18,AM,36,0,0,50.19,10068.0,0.0,0.0,0.0,0.0,20074.0,21350.121561492866
L405S-110,2025-06-18,MD,72,0,0,50.19,10068.0,0.0,0.0,0.0,0.0,34773.0,38266.367173158374
L405S-110,2025-06-18,PM,48,0,0,50.19,10068.0,0.0,0.0,0.0,0.0,7080.0,21794.317171727227
L405S-110,2025-06-18,NT,60,0,0,50.19,10068.0,0.0,0.0,0.0,0.0,13836.0,25057.647115301887
L405S-110,2025-06-19,AM,36,0,0,50.19,10068.0,0.0,0.0,0.0,0.0,21095.0,21695.94862080033
L405S-110,2025-06-19,MD,72,0,0,50.19,10068.0,0.0,0.0,0.0,0.0,32121.0,28143.60714896198
L405S-110,2025-06-19,PM,72,0,4,50.19,10068.0,0.0,0.0,974.0,2740.5669704184984,13469.0,23629.13652704288
L405S-110,2025-06-19,NT,120,0,9,50.19,10068.0,0.0,0.0,3754.0,5950.78069670047,30407.0,60038.42360532371
L405S-110,2025-06-20,AM,71,0,8,50.19,10068.0,0.0,0.0,5997.0,5661.884753333681,46306.0,46226.82694843024
L405S-110,2025-06-20,MD,144,0,31,50.19,10068.0,0.0,0.0,20699.0,21229.07843012402,81858.0,82849.14242626089
L405S-110,2025-06-20,PM,72,0,0,50.19,10068.0,0.0,0.0,0.0,0.0,17009.0,25562.099967320817
L405S-110,2025-06-20,NT,60,0,0,50.19,10068.0,0.0,0.0,0.0,0.0,7852.0,25257.614660317886
L405S-114,2025-06-19,PM,24,0,0,51.320499999999996,6758.52,0.0,0.0,0.0,0.0,2477.0,10255.221423459296
L405S-114,2025-06-19,NT,60,0,2,51.320499999999996,6758.52,0.0,0.0,704.0,959.4903852771049,10929.0,26255.0794941989
L405S-114,2025-06-20,AM,36,0,1,51.320499999999996,6758.52,0.0,0.0,463.0,500.3133361482104,16402.0,17295.3311595777
L405S-114,2025-06-20,MD,70,0,3,51.320499999999996,6758.52,0.0,0.0,1226.0,1525.353814986829,28566.0,30903.25561499313
L405S-114,2025-06-20,PM,18,0,0,51.320499999999996,6758.52,0.0,0.0,0.0,0.0,6603.0,4506.070151837064
L405S-117,2025-06-16,AM,36,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,19982.0,21963.37300020088
L405S-117,2025-06-16,MD,72,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,30574.0,37442.08120199383
L405S-117,2025-06-16,PM,48,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,5323.0,21924.165299424043
L405S-117,2025-06-16,NT,60,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,16221.0,22936.676568228995
L405S-117,2025-06-17,AM,36,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,20461.0,20057.888598000238
L405S-117,2025-06-17,MD,72,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,31716.0,26811.19935637583
L405S-117,2025-06-17,PM,48,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,5430.0,16459.071633450236
L405S-117,2025-06-17,NT,60,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,16346.0,23063.399138641573
L405S-117,2025-06-18,AM,36,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,20570.0,20382.333162856565
L405S-117,2025-06-18,MD,72,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,33767.0,32838.484955263906
L405S-117,2025-06-18,PM,48,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,6218.0,16500.325507060043
L405S-117,2025-06-18,NT,60,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,14746.0,21750.643880540127
L405S-117,2025-06-19,AM,36,0,5,49.839999999999996,9400.980000000003,0.0,0.0,2654.0,2920.1239280847662,21898.0,21047.665119797035
L405S-117,2025-06-19,MD,72,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,33509.0,31413.81956298369
L405S-117,2025-06-19,PM,48,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,7851.0,14349.706834530567
L405S-117,2025-06-19,NT,60,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,13179.0,24826.22720747889
L405S-117,2025-06-20,AM,36,0,3,49.839999999999996,9400.980000000003,0.0,0.0,2103.0,1962.2629867956782,19717.0,21789.70141058447
L405S-117,2025-06-20,MD,72,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,36046.0,28062.661273715952
L405S-117,2025-06-20,PM,48,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,8109.0,18592.960644654835
L405S-117,2025-06-20,NT,60,0,0,49.839999999999996,9400.980000000003,0.0,0.0,0.0,0.0,7833.0,25809.28225903591
L405S-123,2025-06-16,AM,36,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,17179.0,21500.738051244854
L405S-123,2025-06-16,MD,72,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,27525.0,38244.90754550377
L405S-123,2025-06-16,PM,48,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,5229.0,22328.111652004485
L405S-123,2025-06-16,NT,60,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,15922.0,26805.619129189214
L405S-123,2025-06-17,AM,36,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,17603.0,19509.227668199434
L405S-123,2025-06-17,MD,72,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,28004.0,27340.16676254569
L405S-123,2025-06-17,PM,48,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,5121.0,16219.72053143107
L405S-123,2025-06-17,NT,60,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,15895.0,26465.356220856745
L405S-123,2025-06-18,AM,36,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,17139.0,19443.930895065892
L405S-123,2025-06-18,MD,72,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,29446.0,30787.189490968358
L405S-123,2025-06-18,PM,48,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,5702.0,18053.17320156855
L405S-123,2025-06-18,NT,60,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,14030.0,22661.896325134327
L405S-123,2025-06-19,AM,36,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,17777.0,20473.948916930072
L405S-123,2025-06-19,MD,72,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,29127.0,29297.21943241232
L405S-123,2025-06-19,PM,48,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,7129.0,11800.040208907863
L405S-123,2025-06-19,NT,60,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,13475.0,24948.652197807365
L405S-123,2025-06-20,AM,36,0,5,50.05,9036.0,0.0,0.0,2514.0,3227.7914950193626,17408.0,19782.77261200581
L405S-123,2025-06-20,MD,72,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,31435.0,30931.378889878055
L405S-123,2025-06-20,PM,48,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,7469.0,18857.506181432815
L405S-123,2025-06-20,NT,60,0,0,50.05,9036.0,0.0,0.0,0.0,0.0,7384.0,25918.60312152687
L405S-132,2025-06-16,AM,36,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,21166.0,22738.53114539511
L405S-132,2025-06-16,MD,72,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,33347.0,40601.51018744603
L405S-132,2025-06-16,PM,48,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,5756.0,22787.998225711195
L405S-132,2025-06-16,NT,60,0,4,50.12349999999999,9040.980000000003,0.0,0.0,2514.0,2511.2549185089288,15773.0,24801.969968933176
L405S-132,2025-06-17,AM,36,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,21819.0,20729.232969700493
L405S-132,2025-06-17,MD,72,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,34823.0,30992.49019324679
L405S-132,2025-06-17,PM,48,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,5930.0,17820.728331322443
L405S-132,2025-06-17,NT,60,0,5,50.12349999999999,9040.980000000003,0.0,0.0,3487.0,3270.129470894395,16156.0,24133.017334549946
L405S-132,2025-06-18,AM,36,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,22226.0,21281.65857242036
L405S-132,2025-06-18,MD,72,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,37084.0,36756.61156642067
L405S-132,2025-06-18,PM,48,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,6839.0,18890.175327431563
L405S-132,2025-06-18,NT,60,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,14958.0,22211.904971255677
L405S-132,2025-06-19,AM,36,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,23672.0,21690.661285502894
L405S-132,2025-06-19,MD,72,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,35197.0,27990.81628494413
L405S-132,2025-06-19,PM,48,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,8553.0,16153.05823785397
L405S-132,2025-06-19,NT,60,0,3,50.12349999999999,9040.980000000003,0.0,0.0,1730.0,1834.76482402497,14292.0,25829.973933380395
L405S-132,2025-06-20,AM,36,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,22546.0,21867.35741502979
L405S-132,2025-06-20,MD,72,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,38196.0,32701.28265081789
L405S-132,2025-06-20,PM,48,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,8364.0,18690.482611585772
L405S-132,2025-06-20,NT,60,0,0,50.12349999999999,9040.980000000003,0.0,0.0,0.0,0.0,7859.0,26364.898360132116
