link_id,t_min,period,speed_mph,queue_veh,demand_vph
7,1035.0,PM,53.59,0.718902620424919,1979.9498490452072
7,1050.0,PM,53.81,0.7063648817267101,1979.9977301529784
7,1065.0,PM,53.82,0.7057974199713327,1980.1516416648421
7,1080.0,PM,53.16,0.7437078361818771,1980.1221534577041
7,1095.0,PM,52.64,0.7742462006079026,1980.081182911308
7,1110.0,PM,52.3,0.7945419284348539,1980.0385700801123
7,1125.0,PM,52.14,0.8041844484629296,1979.8400475552435
7,1140.0,PM,52.81,0.7641963372737844,1979.687487653885
7,1155.0,PM,54.17,0.6860682507450091,1979.6539659804182
7,1170.0,PM,55.76,0.5995597458495594,1979.6831551826451
7,1185.0,PM,57.3,0.5203485415108454,1979.9125772328382
7,1200.0,NT,57.74,0.49849284972042157,1979.8751920132459
7,1215.0,NT,58.38,0.46729085303185997,1980.0581612631972
7,1230.0,NT,58.08,0.48183116883116905,1979.9708444569342
7,1245.0,NT,58.23,0.4745422830646943,1979.9613588010436
7,1260.0,NT,58.43,0.46488198332559116,1979.883761265304
7,1275.0,NT,59.04,0.4358222996515681,1979.923212783852
7,1290.0,NT,59.45,0.416625495614562,1979.9647736714653
7,1305.0,NT,59.64,0.4078189134808851,1980.0
8,300.0,AM,67.53,0.054833153519070754,1980.0473009707812
8,315.0,AM,67.02,0.0666583962143497,1980.1385030847869
8,330.0,AM,65.57,0.10128416741105487,1980.1284723622698
8,345.0,AM,64.28,0.1334022579784869,1980.1988993727946
8,360.0,AM,62.38,0.1831271011771171,1980.2425195688127
8,375.0,AM,60.21,0.24375699338031165,1980.3771400937057
8,390.0,AM,57.12,0.3380420168067228,1980.3830711507296
8,405.0,AM,54.29,0.4338098044891192,1980.3172785193399
8,420.0,AM,52.15,0.513129434324065,1980.1429483048582
8,435.0,AM,51.24,0.5488665105386414,1980.0595843102844
8,450.0,AM,50.87,0.5637625881097478,1979.9612524119068
8,465.0,AM,51.11,0.5540756910864523,1979.9600230033445
8,480.0,AM,51.36,0.5440814419225632,1979.8963069559875
8,495.0,AM,52.02,0.5181581809194263,1979.901931434534
8,510.0,AM,52.66,0.49364103955292726,1979.844168825803
8,525.0,AM,53.71,0.45468324600367044,1979.786289212912
8,540.0,AM,55.22,0.40125554923164475,1979.752295652708
8,555.0,AM,57.08,0.33932946240864953,1979.8141435086793
8,570.0,AM,58.56,0.2928653395784543,1979.8772844336586
8,585.0,AM,59.58,0.2621864479930945,1979.9553498908638
8,600.0,MD,59.96,0.25102392070904395,1979.9203551474548
8,615.0,MD,60.65,0.2311127075727241,1979.9501514193173
8,630.0,MD,61.09,0.21865056240207648,1979.8958745243028
8,645.0,MD,62.03,0.19261919347781015,1979.964189770577
8,660.0,MD,62.36,0.18366663612205622,1979.948583796514
8,675.0,MD,62.84,0.1708125852505227,1980.0202580388861
8,690.0,MD,62.65,0.17587709497206694,1979.9861259895652
8,705.0,MD,62.78,0.17240859236335485,1980.0085310440804
8,720.0,MD,62.7,0.17454135338345847,1979.9787130784034
8,735.0,MD,62.9,0.1692196229843288,1980.0191521203076
8,750.0,MD,62.72,0.17400765306122434,1980.0010672304322
8,765.0,MD,62.71,0.1742744606692939,1980.0128333649552
8,780.0,MD,62.59,0.17748280190810933,1980.007508880111
8,795.0,MD,62.52,0.1793600219358376,1980.0032232412464
8,810.0,MD,62.49,0.1801658322474451,1980.0226496355024
8,825.0,MD,62.28,0.1858282411230386,1980.024982649644
8,840.0,PM,62.05,0.1920739035340163,1980.0339667765345
8,855.0,PM,61.74,0.20056559766763826,1980.0376482654485
8,870.0,PM,61.4,0.20997766402978135,1980.025705262048
8,885.0,PM,61.17,0.216403979541792,1980.0645453265288
8,900.0,PM,60.6,0.2325403111739744,1980.0252381780078
8,915.0,PM,60.38,0.23884985567595682,1980.0886195546288
8,930.0,PM,59.62,0.26100474433315757,1980.0933320957954
8,945.0,PM,58.84,0.2843377682820237,1980.0328864448602
8,960.0,PM,58.57,0.2925593794970608,1979.9453564211124
8,975.0,PM,59.02,0.2788984847751365,1979.9879699503254
8,990.0,PM,59.12,0.2758909723564662,1980.0998646820028
8,1005.0,PM,58.3,0.3008571428571428,1980.1320524017467
8,1020.0,PM,57.25,0.333870243293824,1980.0554871969862
8,1035.0,PM,56.82,0.34774204254035285,1980.0221691391312
8,1050.0,PM,56.65,0.3532843273231622,1979.994771770162
8,1065.0,PM,56.69,0.3519772698636697,1979.971376107683
8,1080.0,PM,56.91,0.3448212967843964,1979.9383096153417
8,1095.0,PM,57.39,0.32939870061981913,1979.9180873871437
8,1110.0,PM,58.04,0.3089205474057299,1979.923559542392
8,1125.0,PM,58.66,0.28981043300375037,1979.875342618308
8,1140.0,PM,59.7,0.2586460875807608,1979.8887255267434
8,1155.0,PM,60.66,0.23082746926663833,1979.9188283717813
8,1170.0,PM,61.38,0.2105345622119813,1979.9283385250633
8,1185.0,PM,62.03,0.19261919347781015,1979.9760843276379
8,1200.0,NT,62.25,0.18664027538726327,1979.9292565972044
8,1215.0,NT,62.91,0.16895442468833033,1979.9936423162198
8,1230.0,NT,62.97,0.16736500374327912,1979.9757407083541
8,1245.0,NT,63.2,0.16130018083182632,1979.9832278481013
8,1260.0,NT,63.36,0.15710714285714275,1979.964638932496
8,1275.0,NT,63.7,0.1482668759811616,1979.9752656655646
8,1290.0,NT,63.94,0.14208329237231324,1979.9917964328672
8,1305.0,NT,64.02,0.14003240058910169,1980.0
9,300.0,AM,66.34,0.5368231189973715,1980.5648165006085
9,315.0,AM,65.44,0.6780272441494944,1981.4415307749548
9,330.0,AM,63.25,1.0384099378881984,1981.3050838190613
9,345.0,AM,61.39,1.364680892653526,1981.7196259580298
9,360.0,AM,59.1,1.794587382160985,1982.595413780433
9,375.0,AM,55.95,2.4434408272692454,1985.7185150440857
9,390.0,AM,50.07,3.873069588290679,1986.64619331233
9,405.0,AM,44.62,5.534617916373183,1985.765992541382
9,420.0,AM,40.77,6.976116051718701,1984.3654041719374
9,435.0,AM,38.27,8.067467094703048,1986.9414808776096
9,450.0,AM,34.87,9.802837314105453,1987.0075078864354
9,465.0,AM,32.0,11.554714285714285,1983.0023487544483
9,480.0,AM,30.91,12.305301474326384,1979.7724624749806
9,495.0,AM,30.99,12.248417093071499,1977.6799107309857
9,510.0,AM,31.83,11.668394775817962,1971.5860145834947
9,525.0,AM,35.3,9.564898421691625,1969.497677553007
9,540.0,AM,40.86,6.939317809943361,1971.2030390579594
9,555.0,AM,47.07,4.740077574433214,1974.684242388246
9,570.0,AM,51.83,3.411138171494722,1976.5948963009778
9,585.0,AM,55.42,2.559862246739186,1978.1147855635006
9,600.0,MD,57.63,2.088558637614337,1978.9885044059504
9,615.0,MD,58.89,1.8356847391019566,1979.5796315635316
9,630.0,MD,59.43,1.730592629984856,1979.519123985555
9,645.0,MD,60.06,1.6103736263736255,1979.9170701327923
9,660.0,MD,60.17,1.5896411595716902,1979.962404759635
9,675.0,MD,60.22,1.5802423494804763,1980.455304719105
9,690.0,MD,59.62,1.6940685292567208,1979.9540575566614
9,705.0,MD,59.68,1.68258291842206,1979.839926370822
9,720.0,MD,59.89,1.6425645111275433,1979.5338841751939
9,735.0,MD,60.51,1.5260355549259872,1980.156804475392
9,750.0,MD,60.3,1.5652366737739873,1979.8283185098792
9,765.0,MD,60.53,1.5223163012437746,1980.1417298231986
9,780.0,MD,60.34,1.5577487570434205,1979.8954811623025
9,795.0,MD,60.48,1.5316190476190483,1980.112003030949
9,810.0,MD,60.33,1.5596198053562544,1979.9103531075364
9,825.0,MD,60.45,1.5372080822403393,1980.2473900833568
9,840.0,PM,60.12,1.5990556030795546,1980.3723882103309
9,855.0,PM,59.63,1.6921526556622979,1980.542725732833
9,870.0,PM,58.93,1.8278340888705724,1980.7008541207083
9,885.0,PM,58.05,2.0030476190476194,1980.8645614035088
9,900.0,PM,57.0,2.2191879699248114,1980.3888756911736
9,915.0,PM,56.54,2.3164068927181765,1980.691593404062
9,930.0,PM,55.74,2.4893052437336616,1980.847498551569
9,945.0,PM,54.79,2.7011798816259485,1981.103988362622
9,960.0,PM,53.6,2.977176972281449,1980.1045295117235
9,975.0,PM,53.49,3.0033093502123216,1980.4903083037293
9,990.0,PM,52.98,3.1258864261446373,1981.4983883613554
9,1005.0,PM,51.48,3.5004835164835173,1983.7778596013768
9,1020.0,PM,48.05,4.44494841682771,1984.4546190311019
9,1035.0,PM,44.55,5.558603174603174,1985.5065437838132
9,1050.0,PM,40.87,6.93523912055647,1981.930045675737
9,1065.0,PM,39.72,7.4177505394907195,1978.1189225656974
9,1080.0,PM,40.84,6.947481180915066,1973.5117440902843
9,1095.0,PM,45.24,5.325417203486167,1974.397877984085
9,1110.0,PM,49.88,3.924886699507388,1975.507737207753
9,1125.0,PM,54.35,2.8018210014456564,1977.4524323756355
9,1140.0,PM,57.26,2.1649290953545233,1978.4407623830607
9,1155.0,PM,59.2,1.7751196911196911,1979.2280046863007
9,1170.0,PM,60.21,1.5821208626948533,1979.3554817470877
9,1185.0,PM,61.08,1.420991299466742,1979.5017399294486
9,1200.0,NT,61.77,1.2964262818289032,1979.5127485573282
9,1215.0,NT,62.46,1.1746134211609705,1980.0839645746714
9,1230.0,NT,62.34,1.1956045648288183,1979.9509814248013
9,1245.0,NT,62.41,1.18334992102914,1980.1122044466924
9,1260.0,NT,62.25,1.2114010327022375,1979.6512609801757
9,1275.0,NT,62.75,1.124216277746158,1979.8002661435476
9,1290.0,NT,63.04,1.0742828136330675,1979.7885135757756
9,1305.0,NT,63.35,1.0214112075769526,1980.0
10,300.0,AM,50.69,0.872794803145168,1980.53339409569
10,315.0,AM,48.64,1.006143327067669,1980.8761918121604
10,330.0,AM,45.61,1.2251912801077456,1980.9374698120828
10,345.0,AM,42.76,1.4595587331284243,1981.1971936389148
10,360.0,AM,39.6,1.758857142857143,1981.3807070430255
10,375.0,AM,36.49,2.104033903613514,1981.8122796558862
10,390.0,AM,33.08,2.5571038175850753,1981.0636459541495
10,405.0,AM,31.36,2.823015306122449,1982.4139555822328
10,420.0,AM,28.05,3.426504201680672,1984.232073361664
10,435.0,AM,23.67,4.484522542096686,1986.555260753514
10,450.0,AM,19.06,6.123337730475191,1986.2376000375875
10,465.0,AM,16.08,7.682737739872069,1983.1306345535902
10,480.0,AM,14.91,8.465396378269617,1982.7967002012072
10,495.0,AM,14.0,9.164571428571428,1980.4294860438768
10,510.0,AM,13.87,9.271942939540633,1976.5727569467774
10,525.0,AM,14.98,8.415132176234978,1973.791338222653
10,540.0,AM,17.52,6.862966731898238,1973.643939002326
10,555.0,AM,21.2,5.273951482479784,1975.2068715498065
10,570.0,AM,25.19,4.075669369931378,1976.3903320116349
10,585.0,AM,29.35,3.1732523728401065,1978.3605092155865
10,600.0,MD,31.73,2.763379676736752,1979.2278025592375
10,615.0,MD,32.99,2.570330316546139,1980.1724559290972
10,630.0,MD,32.7,2.613444298820445,1979.4631504838208
10,645.0,MD,33.62,2.4792319197756436,1979.5132835010218
10,660.0,MD,34.5,2.3575527950310557,1980.1411986997155
10,675.0,MD,34.24,2.392852469959946,1981.0823690159632
10,690.0,MD,32.37,2.6634447239507484,1980.9562610745893
10,705.0,MD,30.88,2.902509992598076,1980.2657296964774
10,720.0,MD,30.49,2.9689424167174256,1980.0970559391553
10,735.0,MD,30.35,2.993206401506237,1979.861620968677
10,750.0,MD,30.55,2.9586116436754737,1979.7420101247578
10,765.0,MD,30.93,2.894114174864902,1980.4382389568154
10,780.0,MD,30.29,3.0036739140687643,1980.7081433552764
10,795.0,MD,29.31,3.180709752887849,1980.082452573576
10,810.0,MD,29.2,3.2013228962818006,1980.1667829490343
10,825.0,MD,28.98,3.243018633540373,1983.2700867105343
10,840.0,PM,25.25,4.060540311173974,1987.1412125322122
10,855.0,PM,19.71,5.845843444227005,1989.936823006441
10,870.0,PM,15.1,8.330049195837276,1985.2118860631724
10,885.0,PM,13.45,9.633020711630376,1986.6694474198223
10,900.0,PM,11.8,11.300382566585956,1983.7425939572586
10,915.0,PM,11.04,12.236031055900623,1983.9939180941958
10,930.0,PM,10.33,13.23451057944959,1980.729903393689
10,945.0,PM,10.21,13.416986427871834,1981.3194828599412
10,960.0,PM,10.0,13.746857142857142,1979.8081196410767
10,975.0,PM,10.03,13.698887053126338,1979.1816126423878
10,990.0,PM,10.16,13.494290213723286,1977.7813446396124
10,1005.0,PM,10.53,12.939626373626373,1982.8463067747361
10,1020.0,PM,10.06,13.651203067310421,1980.8348459094377
10,1035.0,PM,9.93,13.859914544669833,1982.08184107882
10,1050.0,PM,9.62,14.380374814374814,1974.4110721710722
10,1065.0,PM,10.5,12.983142857142857,1975.3250207312476
10,1080.0,PM,11.37,11.814398039954769,1976.1183769521501
10,1095.0,PM,12.21,10.843992277992278,1974.1154594594595
10,1110.0,PM,13.75,9.372857142857143,1973.4891814768462
10,1125.0,PM,15.98,7.745152512068658,1974.6632829832733
10,1140.0,PM,18.43,6.410973257886985,1976.439465398624
10,1155.0,PM,20.53,5.520839607542968,1976.21439890838
10,1170.0,PM,23.36,4.574439334637965,1975.3189212328766
10,1185.0,PM,28.16,3.4041696428571426,1976.8731617647059
10,1200.0,NT,32.64,2.622460084033613,1977.8304614977635
10,1215.0,NT,36.69,2.0800754584744774,1978.8762591017235
10,1230.0,NT,39.21,1.7991402339053446,1979.3239532103794
10,1245.0,NT,40.9,1.6301285365001745,1979.9770238004278
10,1260.0,NT,40.96,1.6243844866071424,1980.1974703530593
10,1275.0,NT,40.45,1.6737520748719759,1979.825505846513
10,1290.0,NT,40.9,1.6301285365001745,1979.7620610664103
10,1305.0,NT,41.53,1.570643803102748,1980.0
11,300.0,AM,61.08,0.39242492281785035,1980.0771160300749
11,315.0,AM,60.7,0.41170393033654984,1980.426698739653
11,330.0,AM,58.68,0.518378615249781,1980.5254393898333
11,345.0,AM,56.37,0.6497384627081279,1980.4377440500207
11,360.0,AM,54.58,0.7591744752133174,1980.1920667285356
11,375.0,AM,53.83,0.8071911573472043,1980.146936515721
11,390.0,AM,53.27,0.8439252862774542,1980.1880728704884
11,405.0,AM,52.57,0.8909435038995627,1980.0793913576665
11,420.0,AM,52.28,0.9107913433162095,1980.28923880792
11,435.0,AM,51.25,0.9831010452961676,1980.2832248675709
11,450.0,AM,50.28,1.0539072621888852,1980.498191631181
11,465.0,AM,48.66,1.178455169984147,1981.16890762624
11,480.0,AM,45.24,1.4706820765441453,1981.6397056076512
11,495.0,AM,41.18,1.880608478456949,1981.5969640264943
11,510.0,AM,37.87,2.2798494850805398,1979.3897731445438
11,525.0,AM,39.07,2.127292771216498,1978.483356284016
11,540.0,AM,42.41,1.748131842220501,1978.6510580652916
11,555.0,AM,45.9,1.410896358543417,1978.838612368024
11,570.0,AM,49.4,1.1205494505494509,1979.1334919376156
11,585.0,AM,52.38,0.9039224349533627,1979.185171570675
11,600.0,MD,55.53,0.7002153276221349,1979.7438534800212
11,615.0,MD,56.6,0.6361786976274608,1980.0070496479862
11,630.0,MD,56.57,0.6379411096239804,1980.0923305622669
11,645.0,MD,56.18,0.6610237501907138,1980.0262741806175
11,660.0,MD,56.07,0.6675922953451042,1979.930952931567
11,675.0,MD,56.36,0.650330528236845,1979.8919227203608
11,690.0,MD,56.82,0.623311208327048,1979.9512400242857
11,705.0,MD,57.03,0.6111212143984371,1980.0627576673232
11,720.0,MD,56.76,0.626810631229236,1980.04922583431
11,735.0,MD,56.55,0.6391170898067451,1979.9765136102599
11,750.0,MD,56.65,0.6332454923717061,1979.9929702434379
11,765.0,MD,56.68,0.6314880532311727,1979.9812903119923
11,780.0,MD,56.76,0.626810631229236,1979.9049346909055
11,795.0,MD,57.17,0.6030443039556213,1979.852049695281
11,810.0,MD,57.82,0.5660567277758564,1979.8972908847588
11,825.0,MD,58.28,0.5403794489655851,1980.082485460422
11,840.0,PM,57.91,0.5610008140710959,1980.0699253151442
11,855.0,PM,57.6,0.578482142857143,1980.0386666376457
11,870.0,PM,57.43,0.5881488022686006,1979.9500042209838
11,885.0,PM,57.65,0.5756498575145583,1980.0477149352423
11,900.0,PM,57.44,0.5875785913251098,1979.9726916904922
11,915.0,PM,57.56,0.5807515139481783,1980.0159159927623
11,930.0,PM,57.49,0.5847305121387572,1979.9909004043268
11,945.0,PM,57.53,0.5824556132204315,1980.217241389796
11,960.0,PM,56.59,0.6367659606694769,1980.1906525939594
11,975.0,PM,55.79,0.6844291091593475,1980.226123288427
11,990.0,PM,54.87,0.7409599312661097,1980.0652852389662
11,1005.0,PM,54.61,0.7572812410076648,1980.0252755391537
11,1020.0,PM,54.51,0.7636001257960533,1979.9848235602728
11,1035.0,PM,54.57,0.7598060158642896,1979.9196193376308
11,1050.0,PM,54.89,0.7397108502719725,1979.9032942875622
11,1065.0,PM,55.28,0.7155344221624974,1979.921664983498
11,1080.0,PM,55.6,0.6959506680369989,1980.1104182836868
11,1095.0,PM,55.15,0.7235552389586845,1980.2340058450295
11,1110.0,PM,54.22,0.7820567002160513,1980.1265518543164
11,1125.0,PM,53.73,0.8136946637951664,1980.1982354202116
11,1140.0,PM,52.98,0.863253518848083,1979.9785878846528
11,1155.0,PM,53.06,0.8579004900113077,1979.878122575509
11,1170.0,PM,53.52,0.8274311338885331,1979.5672020438426
11,1185.0,PM,55.22,0.7192316448491748,1979.7362494613978
11,1200.0,NT,56.31,0.6532940101986451,1979.8661006318998
11,1215.0,NT,56.88,0.6198191681735983,1980.0186307719737
11,1230.0,NT,56.8,0.6244768611670024,1979.9767197207852
11,1245.0,NT,56.9,0.6186567913632942,1979.95830105559
11,1260.0,NT,57.08,0.6082320552607869,1979.947099198754
11,1275.0,NT,57.31,0.5950068549492732,1979.9452499787383
11,1290.0,NT,57.55,0.5813193496338589,1979.9841171569265
11,1305.0,NT,57.62,0.5773486388654737,1980.0
12,300.0,AM,48.29,2.0600833062154242,1981.1180508925315
12,315.0,AM,46.34,2.3395960293482947,1982.2830406498508
12,330.0,AM,42.81,2.910356191810992,1982.3396816830923
12,345.0,AM,39.71,3.4952766125840915,1983.75045895559
12,360.0,AM,35.58,4.432891351481571,1984.0468253411823
12,375.0,AM,31.99,5.444597686777119,1985.2455947096405
12,390.0,AM,28.29,6.755996364187245,1982.5214985517798
12,405.0,AM,26.8,7.386371002132195,1985.9667495506103
12,420.0,AM,23.83,8.878058389784787,1988.1113034485177
12,435.0,AM,20.71,10.905884251914188,1991.8276536602148
12,450.0,AM,17.39,13.862797666967877,1989.2643266691605
12,465.0,AM,15.45,16.178879334257978,1984.654587926126
12,480.0,AM,14.63,17.342526315789474,1983.6853672643147
12,495.0,AM,14.04,18.263868131868133,1979.9349575691213
12,510.0,AM,14.05,18.24760752414845,1973.425473281402
12,525.0,AM,15.14,16.60397584449896,1969.8936972203587
12,540.0,AM,17.19,14.07740014958863,1969.9980323631423
12,555.0,AM,19.85,11.576908240374234,1971.95960706623
12,570.0,AM,22.67,9.566810006931751,1973.3467856632033
12,585.0,AM,25.69,7.903506422732581,1976.4597247611493
12,600.0,MD,27.65,7.018437613019893,1978.3959893723418
12,615.0,MD,28.64,6.617434956105347,1980.283337979012
12,630.0,MD,28.46,6.688269450858347,1978.573444531666
12,645.0,MD,29.39,6.331630583774851,1978.7588802623031
12,660.0,MD,30.25,6.02135064935065,1980.525213581599
12,675.0,MD,29.88,6.15265404475043,1982.8014174344437
12,690.0,MD,28.05,6.853008403361344,1981.937753295298
12,705.0,MD,26.91,7.337446727185857,1980.4471017419908
12,720.0,MD,26.66,7.449222162683529,1980.1266950810661
12,735.0,MD,26.59,7.480895932950089,1979.5861995855535
12,750.0,MD,26.82,7.377445829338446,1979.6458998802775
12,765.0,MD,27.02,7.288920799407846,1980.8588061984285
12,780.0,MD,26.54,7.503622349014964,1982.4899652111396
12,795.0,MD,25.24,8.126113651799866,1980.2225107728243
12,810.0,MD,25.13,8.18174134500597,1980.5960656758768
12,825.0,MD,24.84,8.330757763975155,1986.7208925109783
12,840.0,PM,21.98,10.010980891719745,1994.4855366424176
12,855.0,PM,17.61,13.632365052324165,1999.3800741442003
12,870.0,PM,13.91,18.47738358837424,1990.5690150970524
12,885.0,PM,12.48,21.119637362637363,1992.4699357246527
12,900.0,PM,11.13,24.237121293800538,1986.452922252285
12,915.0,PM,10.54,25.850351856871782,1986.830571959859
12,930.0,PM,9.98,27.55799484683653,1981.9617668704652
12,945.0,PM,9.83,28.04843656445284,1980.3995598646377
12,960.0,PM,9.8,28.148326530612245,1977.125455212025
12,975.0,PM,10.02,27.429690333618478,1976.8829624101359
12,990.0,PM,10.27,26.650430936152453,1975.6555995636609
12,1005.0,PM,10.64,25.564330827067668,1983.2590936801464
12,1020.0,PM,10.36,26.379104247104248,1982.3137321898384
12,1035.0,PM,10.17,26.957537294563842,1982.4018302090908
12,1050.0,PM,9.98,27.55799484683653,1969.8005013717473
12,1065.0,PM,10.84,25.008120189773326,1967.762445862672
12,1080.0,PM,12.09,21.948731655441332,1971.4455122701413
12,1095.0,PM,13.15,19.81010972297664,1971.3451791657114
12,1110.0,PM,14.43,17.646404514404516,1970.285239085239
12,1125.0,PM,16.2,15.217714285714285,1972.9214165261383
12,1140.0,PM,17.79,13.448068417248855,1973.4736754984017
12,1155.0,PM,19.56,11.816487291849255,1973.5857197835783
12,1170.0,PM,21.68,10.212917237743808,1970.3574121301058
12,1185.0,PM,25.9,7.80227027027027,1973.4015350979207
12,1200.0,NT,29.88,6.15265404475043,1975.1100630279125
12,1215.0,NT,33.72,4.930169801728521,1977.6099889420575
12,1230.0,NT,35.98,4.3326670372429135,1978.6094197631162
12,1245.0,NT,37.44,3.985021978021978,1979.9269312776776
12,1260.0,NT,37.52,3.966754797441363,1980.0273642267646
12,1275.0,NT,37.49,3.9735958541325305,1979.3287749815572
12,1290.0,NT,38.24,3.805789599521816,1979.3377269426678
12,1305.0,NT,39.01,3.640221335188779,1980.0
13,300.0,AM,52.49,1.3115701494162149,1980.826466219874
13,315.0,AM,50.5,1.5181867043847241,1981.3232693855398
13,330.0,AM,47.61,1.8490040507696466,1981.259850906556
13,345.0,AM,45.15,2.1639667774086386,1981.350796084114
13,360.0,AM,42.78,2.5016657984371866,1981.5294811492781
13,375.0,AM,40.38,2.884036085756739,1981.88394053159
13,390.0,AM,37.77,3.3550212186542603,1981.3906446676854
13,405.0,AM,36.05,3.70268238557559,1982.6214494594187
13,420.0,AM,33.2,4.358044750430292,1985.617998022382
13,435.0,AM,28.39,5.762544256025764,1989.0873136591267
13,450.0,AM,23.0,8.034372670807455,1990.1989433131534
13,465.0,AM,18.96,10.58410849909584,1985.8670224496097
13,480.0,AM,17.22,12.050864111498258,1984.574975770204
13,495.0,AM,16.07,13.194608054049251,1983.1665856409459
13,510.0,AM,15.36,13.986254464285715,1976.4518873762377
13,525.0,AM,16.16,13.099226308345122,1969.7259486064213
13,540.0,AM,19.03,10.530713459950455,1968.7385243114586
13,555.0,AM,23.63,7.7153445378151275,1971.9444913422142
13,570.0,AM,28.57,5.701467373368669,1974.5565429759315
13,585.0,AM,33.27,4.340603117351539,1977.4060212464624
13,600.0,MD,36.1,3.692108428967155,1978.822418861647
13,615.0,MD,37.55,3.397713144378924,1979.8988507891813
13,630.0,MD,37.68,3.3724258416742496,1979.4447256138512
13,645.0,MD,38.41,3.2336072451370557,1979.244417298648
13,660.0,MD,39.45,3.0447115697990217,1980.007075482612
13,675.0,MD,39.44,3.046480440452043,1981.0196783883703
13,690.0,MD,38.05,3.301400037544585,1981.1956215246985
13,705.0,MD,36.54,3.6003054187192123,1980.4349417264082
13,720.0,MD,36.02,3.7090408503212497,1980.1792302237998
13,735.0,MD,35.81,3.753848406271193,1980.2335511453953
13,750.0,MD,35.54,3.8122361926199853,1979.7922249172946
13,765.0,MD,35.78,3.760292421943624,1980.533650735476
13,780.0,MD,35.17,3.8937051058125838,1980.5617088304193
13,795.0,MD,34.55,4.034132313417408,1980.0924916876531
13,810.0,MD,34.45,4.0572552353307065,1980.261856770956
13,825.0,MD,34.17,4.122719428069734,1984.0311950098624
13,840.0,PM,30.37,5.130518180535303,1989.0361380083048
13,855.0,PM,24.31,7.389552682611507,1992.322467448518
13,870.0,PM,19.11,10.470169544740974,1986.7714120466
13,885.0,PM,17.1,12.163022556390976,1988.2384668796
13,900.0,PM,15.16,14.222639276290991,1987.446585751979
13,915.0,PM,13.75,16.084285714285713,1985.1434303405572
13,930.0,PM,12.92,17.370143299425038,1983.6448699015734
13,945.0,PM,12.39,18.2813607748184,1983.2715491302542
13,960.0,PM,11.95,19.09924805738195,1985.2991594771727
13,975.0,PM,11.3,20.424037926675094,1977.7265157831132
13,990.0,PM,11.57,19.855666872453394,1977.9875312048928
13,1005.0,PM,11.82,19.35254967367658,1985.1558013052936
13,1020.0,PM,11.2,20.6415,1984.4970588235294
13,1035.0,PM,10.71,21.76576470588235,1981.9560402657733
13,1050.0,PM,10.51,22.25477477232568,1970.1574920437022
13,1065.0,PM,11.6,19.794147783251233,1973.7342328835582
13,1080.0,PM,12.42,18.227706004140792,1974.5732031943212
13,1095.0,PM,13.23,16.871006802721087,1970.7729866140005
13,1110.0,PM,14.88,14.564253456221198,1969.3579011841568
13,1125.0,PM,17.38,11.9037287522604,1970.4646794610044
13,1140.0,PM,20.46,9.51989861751152,1973.8713309769626
13,1155.0,PM,23.09,7.98773136175215,1973.2775745529914
13,1170.0,PM,26.88,6.307125000000001,1973.6635107816712
13,1185.0,PM,31.8,4.72300269541779,1975.7586155191802
13,1200.0,NT,36.24,3.6626565752128664,1977.3245799684705
13,1215.0,NT,39.74,2.993801567330505,1978.38514037929
13,1230.0,NT,42.2,2.5900866621530128,1978.9043966625604
13,1245.0,NT,44.05,2.316185827793093,1979.87580410888
13,1260.0,NT,44.27,2.285136855013069,1980.2496385582406
13,1275.0,NT,43.83,2.347546494573189,1980.0804849173028
13,1290.0,NT,43.69,2.3676677238988986,1979.7600779465847
13,1305.0,NT,44.11,2.307687210545066,1980.0
14,300.0,AM,61.98,3.4111896003319084,1980.9685580778992
14,315.0,AM,61.48,3.6533291198066755,1982.818179917834
14,330.0,AM,60.07,4.357874099265146,1982.9751152215
14,345.0,AM,58.65,5.10165290464012,1983.552380166653
14,360.0,AM,57.04,5.989747946303346,1982.8046541808571
14,375.0,AM,55.83,6.690911491517619,1982.583412783799
14,390.0,AM,54.76,7.3367646874673955,1982.1761494785321
14,405.0,AM,53.89,7.880802057100446,1981.4642580667435
14,420.0,AM,53.32,8.246866573786306,1981.628665990027
14,435.0,AM,52.7,8.654033071293034,1980.9633836272685
14,450.0,AM,52.34,8.894878978110158,1981.828705271446
14,465.0,AM,51.67,9.352055295971688,1983.6288435398396
14,480.0,AM,50.39,10.25926618093159,1982.3631572104193
14,495.0,AM,49.59,10.850055483536424,1981.7000947232943
14,510.0,AM,49.03,11.275079164360012,1978.2999052767057
14,525.0,AM,49.59,10.850055483536424,1978.3965957114044
14,540.0,AM,50.13,10.449204411387532,1977.488157144366
14,555.0,AM,51.0,9.821243697478993,1976.079312341495
14,570.0,AM,52.42,8.841071782852786,1975.174779296634
14,585.0,AM,54.28,7.634766607011264,1975.7996857335588
14,600.0,MD,56.01,6.584688040400953,1977.8019926217028
14,615.0,MD,56.96,6.035186195826645,1979.795563718008
14,630.0,MD,57.05,5.984077125328661,1979.6832669489388
14,645.0,MD,57.19,5.90489386256339,1980.248730886717
14,660.0,MD,57.08,5.967076584242667,1979.0777499709586
14,675.0,MD,57.49,5.736514076982335,1979.5105364093517
14,690.0,MD,57.71,5.614148179320249,1979.20705932828
14,705.0,MD,58.07,5.415913011390199,1980.0876186764795
14,720.0,MD,58.03,5.437817680510081,1979.8467464896637
14,735.0,MD,58.1,5.399504302925993,1979.6510891587536
14,750.0,MD,58.26,5.312276592614394,1980.4364390259304
