link_id,from_node_id,to_node_id,tmc_code,corridor,road,direction,period,period_hours,bins_in_period,lanes,length_mi,links_sharing_this_tmc,free_speed_obs_p95_mph,free_speed_assign_mph,free_speed_diff_mph,observed_max_mph,assign_free_speed_impossible,cutoff_obs_mph,cutoff_assign_mph,lane_capacity_vphpl,mu_free_vph,mu_queued_vph,capacity_drop,V_assign_veh,V_throughput_obs_veh,V_demand_obs_veh,V_max_feasible_veh,V_from_assignment_veh,obs_volume_in_assignment,D_assign_vphpl,D_obs_vphpl,D_ratio,queued_bins,observation_weight,inside_window,below_lower,above_upper,t0_min_obs,T2_min_obs,t3_min_obs,P_h_obs,vT2_mph_obs,t0_min_model,T2_min_model,t3_min_model,P_h_model,vT2_mph_model,right_censored,speed_mae_episode_mph,speed_mae_period_mph
28283,32247,32244,110N04122,I395_SB,I-395,SOUTHBOUND,PM,4.0,16,4,0.18,3,65.31649999999999,63.0,-2.32,69.72,False,45.72154999999999,47.25,1900.0,7600.0,,,28120.22,0.0,0.0,30400.0,28120.22,-1,1757.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,14.6
28285,32248,32253,110P04123,I395_NB,I-395,NORTHBOUND,AM,3.0,12,4,0.56,1,65.6195,63.0,-2.62,70.51,False,45.93365,47.25,1900.0,7600.0,7157.481274221954,0.0582261481286903,18598.3248,15818.598899808014,16146.85634590633,21518.598899808014,2451.4684540936687,-1,1549.9,1318.2,1.176,9,0.75,True,False,False,393.6705392333333,480.0,574.5157360833333,3.0140866141666662,29.16260869565217,416.77571445,495.0,570.3129582833334,2.558954063888889,28.62608221154535,False,,17.21
28285,32248,32253,110P04123,I395_NB,I-395,NORTHBOUND,MD,6.0,24,4,0.56,1,65.6195,63.0,-2.62,70.51,False,45.93365,47.25,1900.0,7600.0,,,27092.2273,5666.914933205427,5326.128150940678,45566.91493320543,21766.09914905932,-1,1128.8,236.1,4.781,3,0.125,True,False,False,,,,,,,,,,,False,,17.21
28285,32248,32253,110P04123,I395_NB,I-395,NORTHBOUND,PM,4.0,16,4,0.56,1,65.6195,63.0,-2.62,70.51,False,45.93365,47.25,1900.0,7600.0,,,15720.2943,0.0,0.0,30400.0,15720.2943,-1,982.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,17.21
28289,32251,32247,110-04122,I395_SB,I-395,SOUTHBOUND,AM,3.0,12,4,1.11,1,65.70649999999999,63.0,-2.71,70.02,False,45.99454999999999,47.25,1900.0,7600.0,,,12129.4074,0.0,0.0,22800.0,12129.4074,-1,1010.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,9.26,9.48
28289,32251,32247,110-04122,I395_SB,I-395,SOUTHBOUND,MD,6.0,24,4,1.11,1,65.70649999999999,63.0,-2.71,70.02,False,45.99454999999999,47.25,1900.0,7600.0,,,23492.9749,0.0,0.0,45600.0,23492.9749,-1,978.9,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,9.26,9.48
28289,32251,32247,110-04122,I395_SB,I-395,SOUTHBOUND,PM,4.0,16,4,1.11,1,65.70649999999999,63.0,-2.71,70.02,False,45.99454999999999,47.25,1900.0,7600.0,7246.403935433136,0.0465257979693242,29010.2595,27442.399396753943,27146.77737418808,29342.399396753943,1863.482125811919,-1,1813.1,1715.1,1.057,15,0.9375,True,False,False,893.8110148,945.0,1113.2904004999998,3.657989761666667,33.31202898550723,914.4883082333332,945.0,1068.93007035,2.5740293686111118,39.27704204364603,False,9.26,9.48
28294,32253,32112,110+04124,I395_NB,I-395,NORTHBOUND,AM,3.0,12,4,0.07,2,67.18950000000001,63.0,-4.19,71.3,False,47.03265,47.25,1900.0,7600.0,7134.521520802286,0.0612471683154886,20103.025,15923.37640031551,16057.91944457491,21623.37640031551,4045.10555542509,-1,1675.3,1326.9,1.262,9,0.75,True,False,False,396.9679885666666,480.0,566.4958567,2.825464468888889,30.2736231884058,417.46411946666666,495.0,556.56130995,2.3182865080555555,29.704499736675093,False,4.09,10.02
28294,32253,32112,110+04124,I395_NB,I-395,NORTHBOUND,MD,6.0,24,4,0.07,2,67.18950000000001,63.0,-4.19,71.3,False,47.03265,47.25,1900.0,7600.0,,,28483.7779,3772.6824075658856,3562.11013486011,45572.68240756589,24921.66776513989,-1,1186.8,157.2,7.55,2,0.0833,True,False,False,,,,,,,,,,,False,4.09,10.02
28294,32253,32112,110+04124,I395_NB,I-395,NORTHBOUND,PM,4.0,16,4,0.07,2,67.18950000000001,63.0,-4.19,71.3,False,47.03265,47.25,1900.0,7600.0,7502.530492159212,0.0128249352422088,19305.8097,11221.46977013002,11250.414387966972,30221.469770130017,8055.39531203303,-1,1206.6,701.3,1.72,6,0.375,True,False,False,1022.09105675,1065.0,1112.6943265666666,1.5100544969444445,39.4508695652174,1046.5360585166666,1065.0,1109.3330715666666,1.0466168841666668,37.6231605523622,False,4.09,10.02
28298,32256,32251,110N04123,I395_SB,I-395,SOUTHBOUND,AM,3.0,12,4,0.41,2,64.6065,63.0,-1.61,69.57,False,45.22455,47.25,1900.0,7600.0,,,10164.0538,0.0,0.0,22800.0,10164.0538,-1,847.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,2.14,3.28
28298,32256,32251,110N04123,I395_SB,I-395,SOUTHBOUND,MD,6.0,24,4,0.41,2,64.6065,63.0,-1.61,69.57,False,45.22455,47.25,1900.0,7600.0,,,20467.5045,0.0,0.0,45600.0,20467.5045,-1,852.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,2.14,3.28
28298,32256,32251,110N04123,I395_SB,I-395,SOUTHBOUND,PM,4.0,16,4,0.41,2,64.6065,63.0,-1.61,69.57,False,45.22455,47.25,1900.0,7600.0,7029.0491254999015,0.0751251150658024,26570.5973,24676.05200399326,24603.46804576029,28476.05200399326,1967.1292542397096,-1,1660.7,1542.3,1.077,14,0.875,True,False,False,897.0344584,945.0,1100.4776240166668,3.3907194269444445,25.7831884057971,909.2841532333332,945.0,1089.709795966667,3.007094045555556,25.434107322585024,False,2.14,3.28
28302,32259,32256,110N04123,I395_SB,I-395,SOUTHBOUND,AM,3.0,12,4,0.29,2,64.6065,63.0,-1.61,69.57,False,45.22455,47.25,1900.0,7600.0,,,11406.365,0.0,0.0,22800.0,11406.365,-1,950.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,2.1,3.26
28302,32259,32256,110N04123,I395_SB,I-395,SOUTHBOUND,MD,6.0,24,4,0.29,2,64.6065,63.0,-1.61,69.57,False,45.22455,47.25,1900.0,7600.0,,,22210.9662,0.0,0.0,45600.0,22210.9662,-1,925.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,2.1,3.26
28302,32259,32256,110N04123,I395_SB,I-395,SOUTHBOUND,PM,4.0,16,4,0.29,2,64.6065,63.0,-1.61,69.57,False,45.22455,47.25,1900.0,7600.0,7029.0491254999015,0.0751251150658024,27987.4395,24676.05200399326,24602.874833118083,28476.05200399326,3384.564666881917,-1,1749.2,1542.3,1.134,14,0.875,True,False,False,897.0344584,945.0,1100.4776240166668,3.3907194269444445,25.7831884057971,909.28973675,945.0,1090.0008120833334,3.0118512555555554,25.42210277026033,False,2.1,3.26
28303,32260,30397,110P04124,I395_NB,I-395,NORTHBOUND,AM,3.0,12,4,0.31,2,67.23,63.0,-4.23,71.16,False,47.061,47.25,1900.0,7600.0,7416.2639390716895,0.0241757974905671,20050.9313,16552.473283693766,16706.575455385457,22252.47328369377,3344.3558446145435,-1,1670.9,1379.4,1.211,9,0.75,True,False,False,400.49127123333335,480.0,563.2780871833334,2.713113599166667,36.026811594202904,418.95743685,495.0,555.8282004333333,2.2811793930555555,35.671068453009205,False,,17.36
28303,32260,30397,110P04124,I395_NB,I-395,NORTHBOUND,MD,6.0,24,4,0.31,2,67.23,63.0,-4.23,71.16,False,47.061,47.25,1900.0,7600.0,,,27562.7522,3785.425593660111,3688.4538182190095,45585.42559366011,23874.29838178099,-1,1148.4,157.7,7.281,2,0.0833,True,False,False,,,,,,,,,,,False,,17.36
28303,32260,30397,110P04124,I395_NB,I-395,NORTHBOUND,PM,4.0,16,4,0.31,2,67.23,63.0,-4.23,71.16,False,47.061,47.25,1900.0,7600.0,,,19022.3262,0.0,0.0,30400.0,19022.3262,-1,1188.9,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,17.36
28307,32263,32259,110-04123,I395_SB,I-395,SOUTHBOUND,AM,3.0,12,4,0.25,1,62.59,63.0,0.41,67.68,False,43.813,47.25,1900.0,7600.0,,,11406.365,0.0,0.0,22800.0,11406.365,-1,950.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,3.2,5.09
28307,32263,32259,110-04123,I395_SB,I-395,SOUTHBOUND,MD,6.0,24,4,0.25,1,62.59,63.0,0.41,67.68,False,43.813,47.25,1900.0,7600.0,,,22210.9662,0.0,0.0,45600.0,22210.9662,-1,925.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,3.2,5.09
28307,32263,32259,110-04123,I395_SB,I-395,SOUTHBOUND,PM,4.0,16,4,0.25,1,62.59,63.0,0.41,67.68,False,43.813,47.25,1900.0,7600.0,7431.043589281477,0.0222311066734899,27987.4395,23761.708198520228,24151.856450275696,29461.708198520228,3835.583049724304,-1,1749.2,1485.1,1.178,13,0.8125,True,False,False,903.4473665,945.0,1107.2064339166668,3.395984456944445,29.72869565217391,925.2795672166668,960.0,1095.3947652333334,2.8352533002777776,28.09573804791023,False,3.2,5.09
28312,32266,32263,110N04124,I395_SB,I-395,SOUTHBOUND,AM,3.0,12,4,0.31,2,62.2265,63.0,0.77,68.54,False,43.55855,47.25,1900.0,7600.0,,,10873.3907,0.0,0.0,22800.0,10873.3907,-1,906.1,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,2.59,4.09
28312,32266,32263,110N04124,I395_SB,I-395,SOUTHBOUND,MD,6.0,24,4,0.31,2,62.2265,63.0,0.77,68.54,False,43.55855,47.25,1900.0,7600.0,,,21396.9931,0.0,0.0,45600.0,21396.9931,-1,891.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,2.59,4.09
28312,32266,32263,110N04124,I395_SB,I-395,SOUTHBOUND,PM,4.0,16,4,0.31,2,62.2265,63.0,0.77,68.54,False,43.55855,47.25,1900.0,7600.0,7301.128401458222,0.0393252103344445,27161.132,25395.74349945708,25554.04512052981,29195.74349945708,1607.0868794701928,-1,1697.6,1587.2,1.07,14,0.875,True,False,False,901.2669475333332,945.0,1115.0727488666666,3.563430022222222,29.326666666666668,924.8310256166666,960.0,1110.0894434666666,3.0876402975,27.91192409294576,False,2.59,4.09
28705,34017,35236,110+04173,I66_WB,I-66,WESTBOUND,AM,3.0,12,4,0.51,3,65.1795,75.0,9.82,69.44,True,45.62565,56.25,2000.0,8000.0,,,0.0,0.0,0.0,24000.0,0.0,-1,0.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.06
28705,34017,35236,110+04173,I66_WB,I-66,WESTBOUND,MD,6.0,24,4,0.51,3,65.1795,75.0,9.82,69.44,True,45.62565,56.25,2000.0,8000.0,,,0.0,0.0,0.0,48000.0,0.0,-1,0.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.06
28705,34017,35236,110+04173,I66_WB,I-66,WESTBOUND,PM,4.0,16,4,0.51,3,65.1795,75.0,9.82,69.44,True,45.62565,56.25,2000.0,8000.0,,,13422.6055,0.0,0.0,32000.0,13422.6055,-1,838.9,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.06
28712,34020,32238,110+04122,I395_NB,I-395,NORTHBOUND,AM,3.0,12,4,0.04,4,66.5465,63.0,-3.55,70.05,False,46.58254999999999,47.25,1900.0,7600.0,,,17616.3295,0.0,0.0,22800.0,17616.3295,-1,1468.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.56
28712,34020,32238,110+04122,I395_NB,I-395,NORTHBOUND,MD,6.0,24,4,0.04,4,66.5465,63.0,-3.55,70.05,False,46.58254999999999,47.25,1900.0,7600.0,,,25948.539,0.0,0.0,45600.0,25948.539,-1,1081.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.56
28712,34020,32238,110+04122,I395_NB,I-395,NORTHBOUND,PM,4.0,16,4,0.04,4,66.5465,63.0,-3.55,70.05,False,46.58254999999999,47.25,1900.0,7600.0,,,17263.9179,0.0,0.0,30400.0,17263.9179,-1,1079.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.56
28724,34024,35511,110+04122,I395_NB,I-395,NORTHBOUND,AM,3.0,12,3,0.25,4,66.5465,63.0,-3.55,70.05,False,46.58254999999999,47.25,1900.0,5700.0,,,15379.2514,0.0,0.0,17100.0,15379.2514,-1,1708.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.56
28724,34024,35511,110+04122,I395_NB,I-395,NORTHBOUND,MD,6.0,24,3,0.25,4,66.5465,63.0,-3.55,70.05,False,46.58254999999999,47.25,1900.0,5700.0,,,19579.8286,0.0,0.0,34200.0,19579.8286,-1,1087.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.56
28724,34024,35511,110+04122,I395_NB,I-395,NORTHBOUND,PM,4.0,16,3,0.25,4,66.5465,63.0,-3.55,70.05,False,46.58254999999999,47.25,1900.0,5700.0,,,17263.9179,0.0,0.0,22800.0,17263.9179,-1,1438.7,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.56
29007,34114,35496,110+04121,I395_NB,I-395,NORTHBOUND,AM,3.0,12,4,0.43,1,65.333,69.0,3.67,69.32,False,45.73309999999999,51.75,2000.0,8000.0,,,18404.501,17084.43771427529,18689.88828657388,21084.43771427529,-285.3872865738813,-1,1533.7,1423.7,1.077,10,0.8333,True,False,False,,,,,,,,,,,True,0.49,0.49
29007,34114,35496,110+04121,I395_NB,I-395,NORTHBOUND,MD,6.0,24,4,0.43,1,65.333,69.0,3.67,69.32,False,45.73309999999999,51.75,2000.0,8000.0,,,25896.2813,46640.611958852525,44632.55585496028,46640.611958852525,-18736.27455496028,-1,1079.0,1943.4,0.555,24,1.0,False,True,False,,,,,,,,,,,True,0.49,0.49
29007,34114,35496,110+04121,I395_NB,I-395,NORTHBOUND,PM,4.0,16,4,0.43,1,65.333,69.0,3.67,69.32,False,45.73309999999999,51.75,2000.0,8000.0,7444.479400799159,0.0694400749001051,18299.0187,26766.259004727806,29766.747456696685,26766.259004727806,-11467.728756696684,-1,1143.7,1672.9,0.684,16,1.0,False,True,False,380.9472474166667,1050.0,1168.50178505,13.125908960555556,20.55,403.0427338333333,1035.0,1440.0,,20.491513965268982,True,0.49,0.49
29361,34228,35488,110P04120,I395_NB,I-395,NORTHBOUND,AM,3.0,12,4,0.23,2,65.65,63.0,-2.65,69.59,False,45.955,47.25,1900.0,7600.0,6820.149055369481,0.1026119663987524,30148.9948,14001.490653787854,15384.62455815338,19701.490653787856,14764.370241846622,-1,2512.4,1166.8,2.153,9,0.75,False,False,True,391.1743736166666,495.0,621.8318958166667,3.844292036666667,16.186666666666667,431.44134565,495.0,612.9992947833333,,15.941810403166969,True,2.05,2.05
29361,34228,35488,110P04120,I395_NB,I-395,NORTHBOUND,MD,6.0,24,4,0.23,2,65.65,63.0,-2.65,69.59,False,45.955,47.25,1900.0,7600.0,,,45402.4867,10588.42075285321,10160.969516817537,44788.42075285321,35241.51718318247,-1,1891.8,441.2,4.288,6,0.25,False,False,True,,,,,,,,,,,True,2.05,2.05
29361,34228,35488,110P04120,I395_NB,I-395,NORTHBOUND,PM,4.0,16,4,0.23,2,65.65,63.0,-2.65,69.59,False,45.955,47.25,1900.0,7600.0,6819.030872014299,0.1027590957875922,35436.8876,26203.409176788628,27284.01418476371,26203.409176788628,8152.873415236292,-1,2214.8,1637.7,1.352,16,1.0,False,False,True,889.1827372833334,1050.0,1140.6613812833334,4.191310733333333,18.105652173913043,913.2886497666666,1035.0,1440.0,,17.59840883997926,True,2.05,2.05
30296,34506,35465,110P04174,I66_WB,I-66,WESTBOUND,AM,3.0,12,2,0.07,2,64.58,75.0,10.42,71.19,True,45.206,56.25,2000.0,4000.0,,,0.0,0.0,0.0,12000.0,0.0,-1,0.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.58
30296,34506,35465,110P04174,I66_WB,I-66,WESTBOUND,MD,6.0,24,2,0.07,2,64.58,75.0,10.42,71.19,True,45.206,56.25,2000.0,4000.0,,,0.0,0.0,0.0,24000.0,0.0,-1,0.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.58
30296,34506,35465,110P04174,I66_WB,I-66,WESTBOUND,PM,4.0,16,2,0.07,2,64.58,75.0,10.42,71.19,True,45.206,56.25,2000.0,4000.0,,,7484.5323,0.0,0.0,16000.0,7484.5323,-1,935.6,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.58
30317,34513,35483,110N58636,I66_WB,I-66,WESTBOUND,AM,3.0,12,2,0.13,1,68.73,75.0,6.27,75.0,False,48.111,56.25,2000.0,4000.0,,,0.0,0.0,0.0,12000.0,0.0,-1,0.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,5.15
30317,34513,35483,110N58636,I66_WB,I-66,WESTBOUND,MD,6.0,24,2,0.13,1,68.73,75.0,6.27,75.0,False,48.111,56.25,2000.0,4000.0,,,0.0,0.0,0.0,24000.0,0.0,-1,0.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,5.15
30317,34513,35483,110N58636,I66_WB,I-66,WESTBOUND,PM,4.0,16,2,0.13,1,68.73,75.0,6.27,75.0,False,48.111,56.25,2000.0,4000.0,,,4908.8713,0.0,0.0,16000.0,4908.8713,-1,613.6,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,5.15
30949,34702,34921,110+58629,I66_EB,I-66,EASTBOUND,AM,3.0,12,3,0.67,10,72.0,75.0,3.0,75.0,False,50.4,56.25,2000.0,6000.0,,,14016.1928,0.0,0.0,18000.0,14016.1928,-1,1557.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
30949,34702,34921,110+58629,I66_EB,I-66,EASTBOUND,MD,6.0,24,3,0.67,10,72.0,75.0,3.0,75.0,False,50.4,56.25,2000.0,6000.0,,,15397.8275,0.0,0.0,36000.0,15397.8275,-1,855.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
30949,34702,34921,110+58629,I66_EB,I-66,EASTBOUND,PM,4.0,16,3,0.67,10,72.0,75.0,3.0,75.0,False,50.4,56.25,2000.0,6000.0,,,10649.5931,0.0,0.0,24000.0,10649.5931,-1,887.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
31338,34842,35484,110N04175,I66_EB,I-66,EASTBOUND,AM,3.0,12,2,0.46,1,64.583,75.0,10.42,69.52,True,45.2081,56.25,2000.0,4000.0,,,1678.3167,0.0,0.0,12000.0,1678.3167,-1,279.7,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,7.53
31338,34842,35484,110N04175,I66_EB,I-66,EASTBOUND,MD,6.0,24,2,0.46,1,64.583,75.0,10.42,69.52,True,45.2081,56.25,2000.0,4000.0,,,3585.2134,0.0,0.0,24000.0,3585.2134,-1,298.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,7.53
31338,34842,35484,110N04175,I66_EB,I-66,EASTBOUND,PM,4.0,16,2,0.46,1,64.583,75.0,10.42,69.52,True,45.2081,56.25,2000.0,4000.0,,,3646.0457,0.0,0.0,16000.0,3646.0457,-1,455.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,7.53
31343,34845,34842,110-04175,I66_EB,I-66,EASTBOUND,AM,3.0,12,2,0.76,3,65.56649999999999,75.0,9.43,69.78,True,45.89654999999999,56.25,2000.0,4000.0,,,1102.6066,0.0,0.0,12000.0,1102.6066,-1,183.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.69
31343,34845,34842,110-04175,I66_EB,I-66,EASTBOUND,MD,6.0,24,2,0.76,3,65.56649999999999,75.0,9.43,69.78,True,45.89654999999999,56.25,2000.0,4000.0,,,20879.7541,0.0,0.0,24000.0,20879.7541,-1,1740.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.69
31343,34845,34842,110-04175,I66_EB,I-66,EASTBOUND,PM,4.0,16,2,0.76,3,65.56649999999999,75.0,9.43,69.78,True,45.89654999999999,56.25,2000.0,4000.0,,,7453.8029,0.0,0.0,16000.0,7453.8029,-1,931.7,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.69
31344,34846,35036,110+58635,I66_EB,I-66,EASTBOUND,AM,3.0,12,4,0.75,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,15261.8913,0.0,0.0,22800.0,15261.8913,-1,1271.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31344,34846,35036,110+58635,I66_EB,I-66,EASTBOUND,MD,6.0,24,4,0.75,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,18712.0558,0.0,0.0,45600.0,18712.0558,-1,779.7,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31344,34846,35036,110+58635,I66_EB,I-66,EASTBOUND,PM,4.0,16,4,0.75,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,15106.4678,0.0,0.0,30400.0,15106.4678,-1,944.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31346,34848,34851,110-58634,I66_WB,I-66,WESTBOUND,AM,3.0,12,2,0.35,2,71.39,75.0,3.61,74.19,True,49.973,56.25,2000.0,4000.0,,,4170.7384,0.0,0.0,12000.0,4170.7384,-1,695.1,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,7.91
31346,34848,34851,110-58634,I66_WB,I-66,WESTBOUND,MD,6.0,24,2,0.35,2,71.39,75.0,3.61,74.19,True,49.973,56.25,2000.0,4000.0,,,12314.7078,0.0,0.0,24000.0,12314.7078,-1,1026.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,7.91
31346,34848,34851,110-58634,I66_WB,I-66,WESTBOUND,PM,4.0,16,2,0.35,2,71.39,75.0,3.61,74.19,True,49.973,56.25,2000.0,4000.0,,,2299.1059,0.0,0.0,16000.0,2299.1059,-1,287.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,7.91
31347,34849,34845,110-04175,I66_EB,I-66,EASTBOUND,AM,3.0,12,2,0.57,3,65.56649999999999,75.0,9.43,69.78,True,45.89654999999999,56.25,2000.0,4000.0,,,1102.6066,0.0,0.0,12000.0,1102.6066,-1,183.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.69
31347,34849,34845,110-04175,I66_EB,I-66,EASTBOUND,MD,6.0,24,2,0.57,3,65.56649999999999,75.0,9.43,69.78,True,45.89654999999999,56.25,2000.0,4000.0,,,20879.7541,0.0,0.0,24000.0,20879.7541,-1,1740.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.69
31347,34849,34845,110-04175,I66_EB,I-66,EASTBOUND,PM,4.0,16,2,0.57,3,65.56649999999999,75.0,9.43,69.78,True,45.89654999999999,56.25,2000.0,4000.0,,,7453.8029,0.0,0.0,16000.0,7453.8029,-1,931.7,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.69
31348,34850,34846,110+58635,I66_EB,I-66,EASTBOUND,AM,3.0,12,4,0.57,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,15261.8913,0.0,0.0,22800.0,15261.8913,-1,1271.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31348,34850,34846,110+58635,I66_EB,I-66,EASTBOUND,MD,6.0,24,4,0.57,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,18712.0558,0.0,0.0,45600.0,18712.0558,-1,779.7,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31348,34850,34846,110+58635,I66_EB,I-66,EASTBOUND,PM,4.0,16,4,0.57,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,15106.4678,0.0,0.0,30400.0,15106.4678,-1,944.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31350,34851,36685,110-58634,I66_WB,I-66,WESTBOUND,AM,3.0,12,2,1.18,2,71.39,75.0,3.61,74.19,True,49.973,56.25,2000.0,4000.0,,,4170.7384,0.0,0.0,12000.0,4170.7384,-1,695.1,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,7.91
31350,34851,36685,110-58634,I66_WB,I-66,WESTBOUND,MD,6.0,24,2,1.18,2,71.39,75.0,3.61,74.19,True,49.973,56.25,2000.0,4000.0,,,12314.7078,0.0,0.0,24000.0,12314.7078,-1,1026.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,7.91
31350,34851,36685,110-58634,I66_WB,I-66,WESTBOUND,PM,4.0,16,2,1.18,2,71.39,75.0,3.61,74.19,True,49.973,56.25,2000.0,4000.0,,,2299.1059,0.0,0.0,16000.0,2299.1059,-1,287.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,7.91
31351,34852,34849,110-04175,I66_EB,I-66,EASTBOUND,AM,3.0,12,2,0.29,3,65.56649999999999,75.0,9.43,69.78,True,45.89654999999999,56.25,2000.0,4000.0,,,1102.6066,0.0,0.0,12000.0,1102.6066,-1,183.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.69
31351,34852,34849,110-04175,I66_EB,I-66,EASTBOUND,MD,6.0,24,2,0.29,3,65.56649999999999,75.0,9.43,69.78,True,45.89654999999999,56.25,2000.0,4000.0,,,11752.8597,0.0,0.0,24000.0,11752.8597,-1,979.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.69
31351,34852,34849,110-04175,I66_EB,I-66,EASTBOUND,PM,4.0,16,2,0.29,3,65.56649999999999,75.0,9.43,69.78,True,45.89654999999999,56.25,2000.0,4000.0,,,5830.4727,0.0,0.0,16000.0,5830.4727,-1,728.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,15.69
