link_id,from_node_id,to_node_id,tmc_code,corridor,road,direction,period,period_hours,bins_in_period,lanes,length_mi,links_sharing_this_tmc,free_speed_obs_p95_mph,free_speed_assign_mph,free_speed_diff_mph,observed_max_mph,assign_free_speed_impossible,cutoff_obs_mph,cutoff_assign_mph,lane_capacity_vphpl,mu_free_vph,mu_queued_vph,capacity_drop,V_assign_veh,V_throughput_obs_veh,V_demand_obs_veh,V_max_feasible_veh,V_from_assignment_veh,obs_volume_in_assignment,D_assign_vphpl,D_obs_vphpl,D_ratio,queued_bins,observation_weight,inside_window,below_lower,above_upper,t0_min_obs,T2_min_obs,t3_min_obs,P_h_obs,vT2_mph_obs,t0_min_model,T2_min_model,t3_min_model,P_h_model,vT2_mph_model,right_censored,speed_mae_episode_mph,speed_mae_period_mph
31414,34907,34909,110P04183,I66_WB,I-66,WESTBOUND,MD,6.0,24,2,0.49,1,68.91,75.0,6.09,73.2,True,48.237,56.25,2000.0,4000.0,,,8373.7351,2862.4048572597767,2384.4933311274976,23862.40485725977,5989.241768872502,-1,697.8,238.5,2.925,3,0.125,True,False,False,,,,,,,,,,,True,0.52,0.52
31414,34907,34909,110P04183,I66_WB,I-66,WESTBOUND,PM,4.0,16,2,0.49,1,68.91,75.0,6.09,73.2,True,48.237,56.25,2000.0,4000.0,3139.683865608782,0.2150790335978044,3843.9517,12265.249268986474,12549.442816756353,12265.249268986474,-8705.491116756353,-1,480.5,1533.2,0.313,16,1.0,False,True,False,848.8839540499999,1065.0,1170.4884649666667,5.3600751819444445,17.415797101449275,864.7999202833333,1065.0,1440.0,,17.498838546086333,True,0.52,0.52
31415,34908,34906,110N04183,I66_EB,I-66,EASTBOUND,AM,3.0,12,2,0.46,1,67.1665,75.0,7.83,72.11,True,47.01655,56.25,2000.0,4000.0,3931.4996865970106,0.0171250783507473,121.4594,8695.561740495545,8863.4951439042,11695.561740495545,-8742.0357439042,-1,20.2,1449.3,0.014,9,0.75,False,True,False,396.7006292833333,480.0,570.7347475666667,2.900568638055556,34.99159420289856,426.2663564,495.0,565.9996437000001,2.3288881216666666,34.52799037982455,False,,5.71
31415,34908,34906,110N04183,I66_EB,I-66,EASTBOUND,MD,6.0,24,2,0.46,1,67.1665,75.0,7.83,72.11,True,47.01655,56.25,2000.0,4000.0,,,10995.7105,2979.557525956186,2931.3921102191557,23979.557525956185,8064.318389780844,-1,916.3,248.3,3.69,3,0.125,True,False,False,,,,,,,,,,,False,,5.71
31415,34908,34906,110N04183,I66_EB,I-66,EASTBOUND,PM,4.0,16,2,0.46,1,67.1665,75.0,7.83,72.11,True,47.01655,56.25,2000.0,4000.0,,,7684.3782,0.0,0.0,16000.0,7684.3782,-1,960.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,5.71
31416,34909,34911,110+04184,I66_WB,I-66,WESTBOUND,AM,3.0,12,2,0.25,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,,,3209.9114,0.0,0.0,12000.0,3209.9114,-1,535.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,True,2.16,3.27
31416,34909,34911,110+04184,I66_WB,I-66,WESTBOUND,MD,6.0,24,2,0.25,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,,,8373.7351,0.0,0.0,24000.0,8373.7351,-1,697.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,True,2.16,3.27
31416,34909,34911,110+04184,I66_WB,I-66,WESTBOUND,PM,4.0,16,2,0.25,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,3856.2303322116654,0.0359424169470836,3843.9517,14155.133703706591,14470.441739640395,15155.133703706591,-10626.490039640395,-1,480.5,1769.4,0.272,15,0.9375,False,True,False,907.3498532166668,1080.0,1162.9114303666668,4.259359619166667,28.853478260869565,928.3367766166666,1080.0,1440.0,,29.015162308448364,True,2.16,3.27
31417,34910,34917,110-58628,I66_WB,I-66,WESTBOUND,AM,3.0,12,3,0.78,10,72.5265,63.0,-9.53,75.0,False,50.76855,47.25,1900.0,5700.0,,,8440.1469,0.0,0.0,17100.0,8440.1469,-1,937.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,9.41
31417,34910,34917,110-58628,I66_WB,I-66,WESTBOUND,MD,6.0,24,3,0.78,10,72.5265,63.0,-9.53,75.0,False,50.76855,47.25,1900.0,5700.0,,,16040.7939,0.0,0.0,34200.0,16040.7939,-1,891.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,9.41
31417,34910,34917,110-58628,I66_WB,I-66,WESTBOUND,PM,4.0,16,3,0.78,10,72.5265,63.0,-9.53,75.0,False,50.76855,47.25,1900.0,5700.0,,,15611.3843,0.0,0.0,22800.0,15611.3843,-1,1300.9,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,9.41
31418,34911,34916,110+04184,I66_WB,I-66,WESTBOUND,AM,3.0,12,2,0.78,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,,,3209.9114,0.0,0.0,12000.0,3209.9114,-1,535.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,True,2.43,3.53
31418,34911,34916,110+04184,I66_WB,I-66,WESTBOUND,MD,6.0,24,2,0.78,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,,,8373.7351,0.0,0.0,24000.0,8373.7351,-1,697.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,True,2.43,3.53
31418,34911,34916,110+04184,I66_WB,I-66,WESTBOUND,PM,4.0,16,2,0.78,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,3856.2303322116654,0.0359424169470836,3843.9517,14155.133703706591,14491.589681811494,15155.133703706591,-10647.637981811497,-1,480.5,1769.4,0.272,15,0.9375,False,True,False,907.3498532166668,1080.0,1162.9114303666668,4.259359619166667,28.853478260869565,930.4776218166668,1080.0,1440.0,,28.964898938872924,True,2.43,3.53
31419,34912,34908,110-04183,I66_EB,I-66,EASTBOUND,AM,3.0,12,2,0.46,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,3840.5454023210655,0.0398636494197334,121.4594,9434.815516767118,9615.736933610606,11434.815516767118,-9494.277533610606,-1,20.2,1572.5,0.013,10,0.8333,False,True,False,379.19888541666666,480.0,563.9572890666666,3.0793067275,31.92304347826087,402.9302406166667,495.0,551.2840789833333,2.472563972777778,32.69166819154183,False,,5.68
31419,34912,34908,110-04183,I66_EB,I-66,EASTBOUND,MD,6.0,24,2,0.46,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,,,10995.7105,1984.9424419785328,1908.2218725515888,23984.94244197853,9087.48862744841,-1,916.3,165.4,5.54,2,0.0833,True,False,False,,,,,,,,,,,False,,5.68
31419,34912,34908,110-04183,I66_EB,I-66,EASTBOUND,PM,4.0,16,2,0.46,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,,,7684.3782,0.0,0.0,16000.0,7684.3782,-1,960.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,5.68
31420,34913,35082,110+58629,I66_EB,I-66,EASTBOUND,AM,3.0,12,3,0.46,10,72.0,69.0,-3.0,75.0,False,50.4,51.75,2000.0,6000.0,,,14016.1928,0.0,0.0,18000.0,14016.1928,-1,1557.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
31420,34913,35082,110+58629,I66_EB,I-66,EASTBOUND,MD,6.0,24,3,0.46,10,72.0,69.0,-3.0,75.0,False,50.4,51.75,2000.0,6000.0,,,15397.8275,0.0,0.0,36000.0,15397.8275,-1,855.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
31420,34913,35082,110+58629,I66_EB,I-66,EASTBOUND,PM,4.0,16,3,0.46,10,72.0,69.0,-3.0,75.0,False,50.4,51.75,2000.0,6000.0,,,10649.5931,0.0,0.0,24000.0,10649.5931,-1,887.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
31421,34914,34913,110+58629,I66_EB,I-66,EASTBOUND,AM,3.0,12,3,0.65,10,72.0,63.0,-9.0,75.0,False,50.4,47.25,1900.0,5700.0,,,14016.1928,0.0,0.0,17100.0,14016.1928,-1,1557.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
31421,34914,34913,110+58629,I66_EB,I-66,EASTBOUND,MD,6.0,24,3,0.65,10,72.0,63.0,-9.0,75.0,False,50.4,47.25,1900.0,5700.0,,,15397.8275,0.0,0.0,34200.0,15397.8275,-1,855.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
31421,34914,34913,110+58629,I66_EB,I-66,EASTBOUND,PM,4.0,16,3,0.65,10,72.0,63.0,-9.0,75.0,False,50.4,47.25,1900.0,5700.0,,,10649.5931,0.0,0.0,22800.0,10649.5931,-1,887.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
31422,34915,34912,110-04183,I66_EB,I-66,EASTBOUND,AM,3.0,12,2,0.65,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,3840.5454023210655,0.0398636494197334,121.4594,9434.815516767118,9621.335349380632,11434.815516767118,-9499.875949380634,-1,20.2,1572.5,0.013,10,0.8333,False,True,False,379.19888541666666,480.0,563.9572890666666,3.0793067275,31.92304347826087,404.0896701666667,480.0,551.56302155,2.4578891897222226,32.48838891863085,False,,5.68
31422,34915,34912,110-04183,I66_EB,I-66,EASTBOUND,MD,6.0,24,2,0.65,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,,,10995.7105,1984.9424419785328,1903.88785365262,23984.94244197853,9091.82264634738,-1,916.3,165.4,5.54,2,0.0833,True,False,False,,,,,,,,,,,False,,5.68
31422,34915,34912,110-04183,I66_EB,I-66,EASTBOUND,PM,4.0,16,2,0.65,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,,,7684.3782,0.0,0.0,16000.0,7684.3782,-1,960.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,5.68
31423,34916,34919,110+04184,I66_WB,I-66,WESTBOUND,AM,3.0,12,2,1.07,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,,,3209.9114,0.0,0.0,12000.0,3209.9114,-1,535.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,True,4.71,5.66
31423,34916,34919,110+04184,I66_WB,I-66,WESTBOUND,MD,6.0,24,2,1.07,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,,,8373.7351,0.0,0.0,24000.0,8373.7351,-1,697.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,True,4.71,5.66
31423,34916,34919,110+04184,I66_WB,I-66,WESTBOUND,PM,4.0,16,2,1.07,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,3856.2303322116654,0.0359424169470836,3843.9517,14155.133703706591,14492.83869471756,15155.133703706591,-10648.88699471756,-1,480.5,1769.4,0.272,15,0.9375,False,True,False,907.3498532166668,1080.0,1162.9114303666668,4.259359619166667,28.853478260869565,936.9621807666666,1080.0,1440.0,,31.16366510708432,True,4.71,5.66
31424,34917,35320,110-58628,I66_WB,I-66,WESTBOUND,AM,3.0,12,3,0.39,10,72.5265,69.0,-3.53,75.0,False,50.76855,51.75,2000.0,6000.0,,,8440.1469,0.0,0.0,18000.0,8440.1469,-1,937.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,9.41
31424,34917,35320,110-58628,I66_WB,I-66,WESTBOUND,MD,6.0,24,3,0.39,10,72.5265,69.0,-3.53,75.0,False,50.76855,51.75,2000.0,6000.0,,,16040.7939,0.0,0.0,36000.0,16040.7939,-1,891.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,9.41
31424,34917,35320,110-58628,I66_WB,I-66,WESTBOUND,PM,4.0,16,3,0.39,10,72.5265,69.0,-3.53,75.0,False,50.76855,51.75,2000.0,6000.0,,,15611.3843,0.0,0.0,24000.0,15611.3843,-1,1300.9,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,9.41
31425,34918,40320,110-58628,I66_WB,I-66,WESTBOUND,AM,3.0,12,3,0.67,10,72.5265,75.0,2.47,75.0,False,50.76855,56.25,2000.0,6000.0,,,8440.1469,0.0,0.0,18000.0,8440.1469,-1,937.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,9.41
31425,34918,40320,110-58628,I66_WB,I-66,WESTBOUND,MD,6.0,24,3,0.67,10,72.5265,75.0,2.47,75.0,False,50.76855,56.25,2000.0,6000.0,,,16040.7939,0.0,0.0,36000.0,16040.7939,-1,891.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,9.41
31425,34918,40320,110-58628,I66_WB,I-66,WESTBOUND,PM,4.0,16,3,0.67,10,72.5265,75.0,2.47,75.0,False,50.76855,56.25,2000.0,6000.0,,,15611.3843,0.0,0.0,24000.0,15611.3843,-1,1300.9,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,9.41
31426,34919,40266,110+04184,I66_WB,I-66,WESTBOUND,AM,3.0,12,2,0.67,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,,,3209.9114,0.0,0.0,12000.0,3209.9114,-1,535.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,True,2.4,3.5
31426,34919,40266,110+04184,I66_WB,I-66,WESTBOUND,MD,6.0,24,2,0.67,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,,,8373.7351,0.0,0.0,24000.0,8373.7351,-1,697.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,True,2.4,3.5
31426,34919,40266,110+04184,I66_WB,I-66,WESTBOUND,PM,4.0,16,2,0.67,6,68.98,75.0,6.02,72.32,True,48.286,56.25,2000.0,4000.0,3856.2303322116654,0.0359424169470836,3843.9517,14155.133703706591,14487.220844591471,15155.133703706591,-10643.269144591472,-1,480.5,1769.4,0.272,15,0.9375,False,True,False,907.3498532166668,1080.0,1162.9114303666668,4.259359619166667,28.853478260869565,929.9061721666666,1080.0,1440.0,,28.97683239250084,True,2.4,3.5
31427,34920,34915,110-04183,I66_EB,I-66,EASTBOUND,AM,3.0,12,2,1.07,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,3840.5454023210655,0.0398636494197334,121.4594,9434.815516767118,9624.25169680599,11434.815516767118,-9502.79229680599,-1,20.2,1572.5,0.013,10,0.8333,False,True,False,379.19888541666666,480.0,563.9572890666666,3.0793067275,31.92304347826087,404.07200703333336,495.0,542.0539978166667,2.299699846388889,37.002893034239605,False,,5.68
31427,34920,34915,110-04183,I66_EB,I-66,EASTBOUND,MD,6.0,24,2,1.07,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,,,10995.7105,1984.9424419785328,1886.919577959419,23984.94244197853,9108.79092204058,-1,916.3,165.4,5.54,2,0.0833,True,False,False,,,,,,,,,,,False,,5.68
31427,34920,34915,110-04183,I66_EB,I-66,EASTBOUND,PM,4.0,16,2,1.07,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,,,7684.3782,0.0,0.0,16000.0,7684.3782,-1,960.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,5.68
31428,34921,35323,110+58629,I66_EB,I-66,EASTBOUND,AM,3.0,12,3,0.5,10,72.0,75.0,3.0,75.0,False,50.4,56.25,2000.0,6000.0,,,14016.1928,0.0,0.0,18000.0,14016.1928,-1,1557.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
31428,34921,35323,110+58629,I66_EB,I-66,EASTBOUND,MD,6.0,24,3,0.5,10,72.0,75.0,3.0,75.0,False,50.4,56.25,2000.0,6000.0,,,15397.8275,0.0,0.0,36000.0,15397.8275,-1,855.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
31428,34921,35323,110+58629,I66_EB,I-66,EASTBOUND,PM,4.0,16,3,0.5,10,72.0,75.0,3.0,75.0,False,50.4,56.25,2000.0,6000.0,,,10649.5931,0.0,0.0,24000.0,10649.5931,-1,887.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.56
31429,34922,34920,110-04183,I66_EB,I-66,EASTBOUND,AM,3.0,12,2,0.67,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,3840.5454023210655,0.0398636494197334,121.4594,9434.815516767118,9624.158341951028,11434.815516767118,-9502.698941951028,-1,20.2,1572.5,0.013,10,0.8333,False,True,False,379.19888541666666,480.0,563.9572890666666,3.0793067275,31.92304347826087,403.36226361666667,480.0,554.5309156999999,2.519477534722222,33.06403118199232,False,,5.68
31429,34922,34920,110-04183,I66_EB,I-66,EASTBOUND,MD,6.0,24,2,0.67,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,,,10995.7105,1984.9424419785328,1898.541570995465,23984.94244197853,9097.168929004534,-1,916.3,165.4,5.54,2,0.0833,True,False,False,,,,,,,,,,,False,,5.68
31429,34922,34920,110-04183,I66_EB,I-66,EASTBOUND,PM,4.0,16,2,0.67,6,69.369,75.0,5.63,72.86,True,48.5583,56.25,2000.0,4000.0,,,7684.3782,0.0,0.0,16000.0,7684.3782,-1,960.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,5.68
31720,35034,35480,110P58636,I66_EB,I-66,EASTBOUND,AM,3.0,12,3,0.46,1,68.766,69.0,0.23,75.0,False,48.1362,51.75,2000.0,6000.0,,,0.0,0.0,0.0,18000.0,0.0,-1,0.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.93
31720,35034,35480,110P58636,I66_EB,I-66,EASTBOUND,MD,6.0,24,3,0.46,1,68.766,69.0,0.23,75.0,False,48.1362,51.75,2000.0,6000.0,,,18253.3525,0.0,0.0,36000.0,18253.3525,-1,1014.1,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.93
31720,35034,35480,110P58636,I66_EB,I-66,EASTBOUND,PM,4.0,16,3,0.46,1,68.766,69.0,0.23,75.0,False,48.1362,51.75,2000.0,6000.0,,,13098.4689,0.0,0.0,24000.0,13098.4689,-1,1091.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.93
31724,35036,35034,110+58636,I66_EB,I-66,EASTBOUND,AM,3.0,12,3,0.47,1,67.763,69.0,1.24,75.0,False,47.4341,51.75,2000.0,6000.0,,,6193.5253,0.0,0.0,18000.0,6193.5253,-1,688.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,6.12
31724,35036,35034,110+58636,I66_EB,I-66,EASTBOUND,MD,6.0,24,3,0.47,1,67.763,69.0,1.24,75.0,False,47.4341,51.75,2000.0,6000.0,,,12036.9284,0.0,0.0,36000.0,12036.9284,-1,668.7,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,6.12
31724,35036,35034,110+58636,I66_EB,I-66,EASTBOUND,PM,4.0,16,3,0.47,1,67.763,69.0,1.24,75.0,False,47.4341,51.75,2000.0,6000.0,,,8060.1482,0.0,0.0,24000.0,8060.1482,-1,671.7,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,6.12
31781,35061,34850,110+58635,I66_EB,I-66,EASTBOUND,AM,3.0,12,4,0.29,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,15261.8913,0.0,0.0,22800.0,15261.8913,-1,1271.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31781,35061,34850,110+58635,I66_EB,I-66,EASTBOUND,MD,6.0,24,4,0.29,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,27838.9502,0.0,0.0,45600.0,27838.9502,-1,1160.0,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31781,35061,34850,110+58635,I66_EB,I-66,EASTBOUND,PM,4.0,16,4,0.29,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,16729.798,0.0,0.0,30400.0,16729.798,-1,1045.6,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31785,35063,35061,110+58635,I66_EB,I-66,EASTBOUND,AM,3.0,12,4,1.43,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,14038.3054,0.0,0.0,22800.0,14038.3054,-1,1169.9,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31785,35063,35061,110+58635,I66_EB,I-66,EASTBOUND,MD,6.0,24,4,1.43,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,23502.6181,0.0,0.0,45600.0,23502.6181,-1,979.3,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31785,35063,35061,110+58635,I66_EB,I-66,EASTBOUND,PM,4.0,16,4,1.43,4,70.1265,63.0,-7.13,74.73,False,49.08854999999999,47.25,1900.0,7600.0,,,14477.6979,0.0,0.0,30400.0,14477.6979,-1,904.9,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,4.58
31790,35065,34862,110+58634,I66_EB,I-66,EASTBOUND,AM,3.0,12,4,0.53,1,71.31,63.0,-8.31,75.46,False,49.917,47.25,1900.0,7600.0,,,15292.876,0.0,0.0,22800.0,15292.876,-1,1274.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,6.94
31790,35065,34862,110+58634,I66_EB,I-66,EASTBOUND,MD,6.0,24,4,0.53,1,71.31,63.0,-8.31,75.46,False,49.917,47.25,1900.0,7600.0,,,25182.8843,0.0,0.0,45600.0,25182.8843,-1,1049.3,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,6.94
31790,35065,34862,110+58634,I66_EB,I-66,EASTBOUND,PM,4.0,16,4,0.53,1,71.31,63.0,-8.31,75.46,False,49.917,47.25,1900.0,7600.0,,,15651.1085,0.0,0.0,30400.0,15651.1085,-1,978.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,6.94
31795,35067,35065,110N04178,I66_EB,I-66,EASTBOUND,AM,3.0,12,4,0.99,1,68.72,63.0,-5.72,71.38,False,48.104,47.25,1900.0,7600.0,7527.692087095679,0.0095141990663579,14687.3084,14890.068874590685,15071.979125862015,22490.068874590685,-384.6707258620172,-1,1223.9,1240.8,0.986,8,0.6667,False,True,False,412.55812813333335,495.0,627.2263782666666,3.577804168888889,39.71144927536233,,,,,,False,,20.36
31795,35067,35065,110N04178,I66_EB,I-66,EASTBOUND,MD,6.0,24,4,0.99,1,68.72,63.0,-5.72,71.38,False,48.104,47.25,1900.0,7600.0,,,23332.4633,11384.868020444206,11210.761700876985,45584.868020444206,12121.701599123016,-1,972.2,474.4,2.049,6,0.25,True,False,False,,,,,,,,,,,False,,20.36
31795,35067,35065,110N04178,I66_EB,I-66,EASTBOUND,PM,4.0,16,4,0.99,1,68.72,63.0,-5.72,71.38,False,48.104,47.25,1900.0,7600.0,,,14020.2227,0.0,0.0,30400.0,14020.2227,-1,876.3,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,20.36
31800,35069,34874,110+58633,I66_EB,I-66,EASTBOUND,AM,3.0,12,4,0.06,2,71.0,69.0,-2.0,75.46,False,49.7,51.75,2000.0,8000.0,,,17047.0493,0.0,0.0,24000.0,17047.0493,-1,1420.6,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,11.04
31800,35069,34874,110+58633,I66_EB,I-66,EASTBOUND,MD,6.0,24,4,0.06,2,71.0,69.0,-2.0,75.46,False,49.7,51.75,2000.0,8000.0,,,25874.175,0.0,0.0,48000.0,25874.175,-1,1078.1,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,11.04
31800,35069,34874,110+58633,I66_EB,I-66,EASTBOUND,PM,4.0,16,4,0.06,2,71.0,69.0,-2.0,75.46,False,49.7,51.75,2000.0,8000.0,,,16393.8649,0.0,0.0,32000.0,16393.8649,-1,1024.6,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,11.04
31804,35071,35069,110N04179,I66_EB,I-66,EASTBOUND,AM,3.0,12,4,1.1,1,68.35300000000001,63.0,-5.35,70.6,False,47.847100000000005,47.25,1900.0,7600.0,6806.604424715787,0.1043941546426595,14288.5327,13454.209872875072,15526.975015867833,19154.20987287507,-1238.4423158678328,-1,1190.7,1121.2,1.062,9,0.75,True,False,False,396.9914899666667,480.0,650.6555889166667,4.2277349825,17.575652173913042,414.8216213833333,480.0,641.7729201166666,3.7825216455555553,16.98087788051743,False,3.32,3.32
31804,35071,35069,110N04179,I66_EB,I-66,EASTBOUND,MD,6.0,24,4,1.1,1,68.35300000000001,63.0,-5.35,70.6,False,47.847100000000005,47.25,1900.0,7600.0,,,21832.1747,23331.909931907765,22693.754281743477,44231.909931907765,-861.5795817434737,-1,909.7,972.2,0.936,13,0.5417,False,True,False,,,,,,839.6513980833333,885.0,960.5548524,2.0150575719444443,33.743600805060154,False,3.32,3.32
31804,35071,35069,110N04179,I66_EB,I-66,EASTBOUND,PM,4.0,16,4,1.1,1,68.35300000000001,63.0,-5.35,70.6,False,47.847100000000005,47.25,1900.0,7600.0,7349.720478640704,0.0329315159683284,12907.516,28801.065074538317,29260.168621523797,28801.065074538317,-16352.652621523794,-1,806.7,1800.1,0.448,16,1.0,False,True,False,820.2718197166666,1050.0,1131.0976901,5.180431173055555,29.38826086956522,994.5887959,1050.0,1121.2500179166666,2.1110203669444445,29.920857129021183,False,3.32,3.32
31809,35073,34890,110+58631,I66_EB,I-66,EASTBOUND,AM,3.0,12,4,0.12,2,72.45649999999999,63.0,-9.46,75.6,False,50.71954999999999,47.25,1900.0,7600.0,,,15076.5661,0.0,0.0,22800.0,15076.5661,-1,1256.4,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.5
31809,35073,34890,110+58631,I66_EB,I-66,EASTBOUND,MD,6.0,24,4,0.12,2,72.45649999999999,63.0,-9.46,75.6,False,50.71954999999999,47.25,1900.0,7600.0,,,23317.1972,0.0,0.0,45600.0,23317.1972,-1,971.5,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.5
31809,35073,34890,110+58631,I66_EB,I-66,EASTBOUND,PM,4.0,16,4,0.12,2,72.45649999999999,63.0,-9.46,75.6,False,50.71954999999999,47.25,1900.0,7600.0,,,13605.367,0.0,0.0,30400.0,13605.367,-1,850.3,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.5
31818,35076,34888,110+58630,I66_EB,I-66,EASTBOUND,AM,3.0,12,5,0.32,4,71.1965,63.0,-8.2,75.0,False,49.83755,47.25,1900.0,9500.0,,,13182.2915,0.0,0.0,28500.0,13182.2915,-1,878.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.29
31818,35076,34888,110+58630,I66_EB,I-66,EASTBOUND,MD,6.0,24,5,0.32,4,71.1965,63.0,-8.2,75.0,False,49.83755,47.25,1900.0,9500.0,,,20067.2226,0.0,0.0,57000.0,20067.2226,-1,668.9,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.29
31818,35076,34888,110+58630,I66_EB,I-66,EASTBOUND,PM,4.0,16,5,0.32,4,71.1965,63.0,-8.2,75.0,False,49.83755,47.25,1900.0,9500.0,,,12575.9156,0.0,0.0,38000.0,12575.9156,-1,628.8,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.29
31823,35078,35076,110+58630,I66_EB,I-66,EASTBOUND,AM,3.0,12,4,0.47,4,71.1965,63.0,-8.2,75.0,False,49.83755,47.25,1900.0,7600.0,,,10406.8251,0.0,0.0,22800.0,10406.8251,-1,867.2,0.0,,0,0.0,True,False,False,,,,,,,,,,,False,,2.29
