clock_min,wall_clock,period,speed_raw_mph,speed_mph,queued_regime,mu_vph,lambda_b_vph,lambda_b_identifiable,queue_b_measurement_veh,queue_b_recurrence_veh,outflow_b_vph,lambda_a_vph,queue_a_veh,outflow_a_vph
440,07:20,AM,22.79,22.79,True,6840.0,6944.390767535553,True,206.2248750837857,229.1692642829159,6840.0,7619.457773709141,716.1244403758077,6840.0
445,07:25,AM,17.42,20.38,True,6840.0,6932.440775400897,True,302.87001824132295,237.86849491087864,6840.0,7619.457773709141,781.0792548515694,6840.0
450,07:30,AM,20.38,20.17,True,6840.0,6921.013350237684,True,243.29864596103198,245.5718928609534,6840.0,7619.457773709141,846.0340693273312,6840.0
455,07:35,AM,20.17,20.17,True,6840.0,6909.809477023698,True,246.94876846829723,252.32300538076038,6840.0,7619.457773709141,910.9888838030929,6840.0
460,07:40,AM,17.96,17.96,True,6840.0,6898.530140736713,True,290.53790509538567,258.14046179940186,6840.0,7619.457773709141,975.9436982788546,6840.0
465,07:45,AM,16.77,17.96,True,6840.0,6886.876326354512,True,318.76757437834806,263.0179735274613,6840.0,7619.457773709141,1040.8985127546164,6840.0
470,07:50,AM,19.57,16.77,True,6840.0,6874.549018854874,True,257.80934175073634,266.92433405700393,6840.0,7619.457773709141,1105.8533272303782,6840.0
475,07:55,AM,16.36,19.57,True,6840.0,6861.249203215573,True,329.44497944152846,269.80341896157677,6840.0,7619.457773709141,1170.80814170614,6840.0
480,08:00,AM,19.92,18.45,True,6840.0,6846.677864414394,True,251.3944976169195,271.5741858962079,6840.0,7619.457773709141,1235.762956181902,6840.0
485,08:05,AM,18.45,19.92,True,6840.0,6830.68754354679,True,279.97236746705175,272.1306745974074,6840.0,7619.457773709141,1300.7177706576638,6840.0
490,08:10,AM,20.94,20.94,True,6840.0,6813.7370061789425,True,233.9229094476234,271.3546365596399,6840.0,7619.457773709141,1365.6725851334256,6840.0
495,08:15,AM,22.74,20.94,True,6840.0,6796.4365739947,True,206.9142150248097,269.16605374121843,6840.0,7619.457773709141,1430.6273996091875,6840.0
500,08:20,AM,20.77,20.77,True,6840.0,6779.396568677923,True,236.71567173563804,265.53576824077675,6840.0,7619.457773709141,1495.5822140849493,6840.0
505,08:25,AM,17.96,20.59,True,6840.0,6763.2273119124675,True,290.53790509538567,260.4854822972703,6840.0,7619.457773709141,1560.5370285607112,6840.0
510,08:30,AM,20.59,19.57,True,6840.0,6748.539125382185,True,239.722979570962,254.08775828997594,6840.0,7619.457773709141,1625.491843036473,6840.0
515,08:35,AM,19.57,20.59,True,6840.0,6735.942330770935,True,257.80934175073634,246.46601873849139,6840.0,7619.457773709141,1690.4466575122349,6840.0
520,08:40,AM,27.73,19.57,True,6840.0,6726.047249762569,True,150.37387192554965,237.79454630273597,6840.0,7619.457773709141,1755.4014719879967,6840.0
525,08:45,AM,16.91,20.98,True,6840.0,6719.464204040945,True,315.2402159734919,228.29848378295003,6840.0,7619.457773709141,1820.3562864637586,6840.0
530,08:50,AM,20.98,18.39,True,6840.0,6716.803515289921,True,233.2723663789074,218.25383411969548,6840.0,7619.457773709141,1885.3111009395204,6840.0
535,08:55,AM,18.39,20.98,True,6840.0,6718.675505193344,True,281.2358562029766,207.98746039385557,6840.0,7619.457773709141,1950.2659154152823,6840.0
540,09:00,MD,21.99,21.99,True,6840.0,6725.69049543508,True,217.63048873281556,197.87708582663424,6840.0,7619.457773709141,2015.2207298910441,6840.0
545,09:05,MD,25.44,25.44,True,6840.0,6738.026120807677,True,173.56739537777423,188.3512937795576,6840.0,7619.457773709141,2080.1755443668058,6840.0
550,09:10,MD,29.19,29.19,True,6840.0,6754.129268538518,True,137.48641831306483,179.8534705135307,6840.0,7619.457773709141,2145.1303588425676,6840.0
555,09:15,MD,29.78,29.19,True,6840.0,6772.014138963663,True,132.63697991279207,172.69757622507387,6840.0,7619.457773709141,2210.0851733183295,6840.0
560,09:20,MD,27.97,27.97,True,6840.0,6789.694932419194,True,148.16298195469966,167.03208780537912,6840.0,7619.457773709141,2275.0399877940913,6840.0
565,09:25,MD,25.15,25.72,True,6840.0,6805.185849241184,True,176.8058746774479,162.83999884031192,6840.0,7619.457773709141,2339.994802269853,6840.0
570,09:30,MD,25.72,25.72,True,6840.0,6816.501089765703,True,170.50988328088175,159.93881961041058,6840.0,7619.457773709141,2404.949616745615,6840.0
575,09:35,MD,28.97,28.97,True,6840.0,6821.654854328828,True,139.34524249841306,157.98057709088582,6840.0,7619.457773709141,2469.904431221377,6840.0
580,09:40,MD,31.7,28.97,True,6840.0,6818.661343266629,True,118.10531091553986,156.4518149516215,6840.0,7619.457773709141,2534.8592456971387,6840.0
585,09:45,MD,21.47,21.47,True,6840.0,6805.534756915183,True,225.4999371627133,154.67359355717392,6840.0,7619.457773709141,2599.8140601729006,6840.0
590,09:50,MD,21.45,21.47,True,6840.0,6780.289295610564,True,225.81022794803417,151.80148996677246,6840.0,7619.457773709141,2664.7688746486624,6840.0
595,09:55,MD,34.36,34.36,True,6840.0,6740.939159688839,True,100.65643544740327,146.8255979343195,6840.0,7619.457773709141,2729.7236891244243,6840.0
600,10:00,MD,36.48,34.36,True,6840.0,6685.498549486091,True,88.57200740607617,138.5705279083894,6840.0,7619.457773709141,2794.678503600186,6840.0
605,10:05,MD,31.59,31.59,True,6840.0,6613.053511829036,True,118.89015252715878,125.69540703223034,6840.0,7619.457773709141,2859.633318075948,6840.0
610,10:10,MD,29.3,31.59,True,6840.0,6526.977479507014,True,136.56747400163928,106.78319968465003,6840.0,7619.457773709141,2924.58813255171,6840.0
615,10:15,MD,41.08,41.08,True,6840.0,6431.715731800001,True,66.64038344064285,80.6979896435679,6840.0,7619.457773709141,2989.5429470274717,6840.0
620,10:20,MD,42.91,42.91,True,6840.0,6331.7135479879835,True,59.22283546189066,46.6743006269013,6840.0,7619.457773709141,3054.4977615032335,6840.0
625,10:25,MD,50.28,50.28,False,7600.0,6231.416207350943,True,0.0,4.317096292566589,6283.221362861743,7619.457773709141,3119.4525759789954,7600.0
630,10:30,MD,57.95,57.95,False,7600.0,6135.268989168864,False,0.0,0.0,6135.268989168864,7619.457773709141,3121.0740571214237,7600.0
635,10:35,MD,58.33,57.95,False,7600.0,6047.717172721728,False,0.0,0.0,6047.717172721728,7619.457773709141,3122.695538263852,7600.0
640,10:40,MD,50.57,50.57,False,7600.0,5973.206037289518,False,0.0,0.0,5973.206037289518,7619.457773709141,3124.3170194062805,7600.0
645,10:45,MD,48.93,50.57,False,7600.0,5916.180862152218,False,0.0,0.0,5916.180862152218,7619.457773709141,3125.938500548709,7600.0
650,10:50,MD,53.59,53.59,False,7600.0,5881.086926589812,False,0.0,0.0,5881.086926589812,7619.457773709141,3127.559981691137,7600.0
655,10:55,MD,58.44,58.31,False,7600.0,5872.369509882277,False,0.0,0.0,5872.369509882277,7619.457773709141,3129.1814628335655,7600.0
660,11:00,MD,58.31,58.31,False,7600.0,5894.473891309604,False,0.0,0.0,5894.473891309604,7619.457773709141,3130.802943975994,7600.0
665,11:05,MD,58.1,58.31,False,7600.0,5950.24148248311,False,0.0,0.0,5950.24148248311,7619.457773709141,3132.4244251184223,7600.0
670,11:10,MD,58.56,58.56,False,7600.0,6036.098224339484,False,0.0,0.0,6036.098224339484,7619.457773709141,3134.0459062608506,7600.0
675,11:15,MD,62.56,58.56,False,7600.0,6146.86619014674,False,0.0,0.0,6146.86619014674,7619.457773709141,3135.667387403279,7600.0
680,11:20,MD,54.58,57.51,False,7600.0,6277.367453172907,False,0.0,0.0,6277.367453172907,7619.457773709141,3137.2888685457074,7600.0
685,11:25,MD,57.51,57.51,False,7600.0,6422.424086686007,False,0.0,0.0,6422.424086686007,7619.457773709141,3138.9103496881357,7600.0
690,11:30,MD,59.65,59.65,False,7600.0,6576.858163954061,False,0.0,0.0,6576.858163954061,7619.457773709141,3140.531830830564,7600.0
