link_id,time_la,period,flow_observed_vph,mainline_inflow_vph,on_ramp_flow_vph,D_vph,D_source,mu_vph,mu_source,D_rolling_1h_vph,D_peak_1h_vph,D_reference_window
L405S-012,06:00,AM,5068.8,6376.8,0.0,6376.8,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:05,AM,5191.2,6777.6,0.0,6777.6,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:10,AM,5527.2,6864.0,0.0,6864.0,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:15,AM,5416.8,6895.2,0.0,6895.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:20,AM,5553.6,6962.4,0.0,6962.4,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:25,AM,5604.0,7123.2,0.0,7123.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:30,AM,5577.6,7128.0,0.0,7128.0,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:35,AM,5479.2,7003.2,0.0,7003.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:40,AM,5889.6,7214.4,0.0,7214.4,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:45,AM,5786.4,7288.8,0.0,7288.8,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:50,AM,5532.0,6885.6,0.0,6885.6,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,,7095.0,1h_rolling_peak
L405S-012,06:55,AM,5311.2,6796.8,0.0,6796.8,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6943.0,7095.0,1h_rolling_peak
L405S-012,07:00,AM,5131.2,6511.2,0.0,6511.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6954.2,7095.0,1h_rolling_peak
L405S-012,07:05,AM,5277.6,6626.4,0.0,6626.4,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6941.600000000001,7095.0,1h_rolling_peak
L405S-012,07:10,AM,5301.6,6933.6,0.0,6933.6,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6947.400000000001,7095.0,1h_rolling_peak
L405S-012,07:15,AM,5253.6,6789.6,0.0,6789.6,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6938.599999999999,7095.0,1h_rolling_peak
L405S-012,07:20,AM,5779.2,7320.0,0.0,7320.0,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6968.400000000001,7095.0,1h_rolling_peak
L405S-012,07:25,AM,5414.4,6952.8,0.0,6952.8,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6954.200000000001,7095.0,1h_rolling_peak
L405S-012,07:30,AM,5452.8,6912.0,0.0,6912.0,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6936.200000000001,7095.0,1h_rolling_peak
L405S-012,07:35,AM,5349.6,6729.6,0.0,6729.6,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6913.400000000001,7095.0,1h_rolling_peak
L405S-012,07:40,AM,5745.6,7048.8,0.0,7048.8,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6899.599999999999,7095.0,1h_rolling_peak
L405S-012,07:45,AM,5719.2,7152.0,0.0,7152.0,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6888.2,7095.0,1h_rolling_peak
L405S-012,07:50,AM,5812.8,7276.8,0.0,7276.8,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6920.8,7095.0,1h_rolling_peak
L405S-012,07:55,AM,5637.6,7140.0,0.0,7140.0,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6949.400000000001,7095.0,1h_rolling_peak
L405S-012,08:00,AM,5287.2,6631.2,0.0,6631.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6959.400000000001,7095.0,1h_rolling_peak
L405S-012,08:05,AM,5563.2,6878.4,0.0,6878.4,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6980.399999999999,7095.0,1h_rolling_peak
L405S-012,08:10,AM,5371.2,6691.2,0.0,6691.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6960.200000000001,7095.0,1h_rolling_peak
L405S-012,08:15,AM,5865.6,7346.4,0.0,7346.4,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7006.599999999999,7095.0,1h_rolling_peak
L405S-012,08:20,AM,5632.8,7312.8,0.0,7312.8,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7006.0,7095.0,1h_rolling_peak
L405S-012,08:25,AM,5572.8,7015.2,0.0,7015.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7011.2,7095.0,1h_rolling_peak
L405S-012,08:30,AM,5740.8,7171.2,0.0,7171.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7032.799999999999,7095.0,1h_rolling_peak
L405S-012,08:35,AM,5601.6,6972.0,0.0,6972.0,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7053.0,7095.0,1h_rolling_peak
L405S-012,08:40,AM,5980.8,7468.8,0.0,7468.8,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7088.0,7095.0,1h_rolling_peak
L405S-012,08:45,AM,5815.2,7236.0,0.0,7236.0,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7095.0,7095.0,1h_rolling_peak
L405S-012,08:50,AM,5484.0,6964.8,0.0,6964.8,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7069.0,7095.0,1h_rolling_peak
L405S-012,08:55,AM,5539.2,7058.4,0.0,7058.4,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7062.2,7095.0,1h_rolling_peak
L405S-012,09:00,AM,5404.8,6760.8,0.0,6760.8,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7073.0,7095.0,1h_rolling_peak
L405S-012,09:05,AM,5064.0,6259.2,0.0,6259.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7021.400000000001,7095.0,1h_rolling_peak
L405S-012,09:10,AM,5704.8,7245.6,0.0,7245.6,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7067.599999999999,7095.0,1h_rolling_peak
L405S-012,09:15,AM,5577.6,7003.2,0.0,7003.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7039.0,7095.0,1h_rolling_peak
L405S-012,09:20,AM,5779.2,6967.2,0.0,6967.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,7010.2,7095.0,1h_rolling_peak
L405S-012,09:25,AM,5239.2,6609.6,0.0,6609.6,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6976.400000000001,7095.0,1h_rolling_peak
L405S-012,09:30,AM,5246.4,6727.2,0.0,6727.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6939.400000000001,7095.0,1h_rolling_peak
L405S-012,09:35,AM,5484.0,6847.2,0.0,6847.2,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6929.0,7095.0,1h_rolling_peak
L405S-012,09:40,AM,5553.6,6945.6,0.0,6945.6,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6885.400000000001,7095.0,1h_rolling_peak
L405S-012,09:45,AM,5625.6,7286.4,0.0,7286.4,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6889.599999999999,7095.0,1h_rolling_peak
L405S-012,09:50,AM,5294.4,6897.6,0.0,6897.6,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6884.0,7095.0,1h_rolling_peak
L405S-012,09:55,AM,5520.0,6758.4,0.0,6758.4,observed_upstream_mainline,5634.0,daily_period_median_fallback_no_congestion,6859.0,7095.0,1h_rolling_peak
L405S-012,10:00,MD,5282.4,6391.2,0.0,6391.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:05,MD,5469.6,6739.2,0.0,6739.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:10,MD,5704.8,7156.8,0.0,7156.8,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:15,MD,5587.2,6888.0,0.0,6888.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:20,MD,5594.4,7118.4,0.0,7118.4,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:25,MD,5239.2,6657.6,0.0,6657.6,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:30,MD,4862.4,6177.6,0.0,6177.6,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:35,MD,4783.2,5716.8,0.0,5716.8,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:40,MD,5047.2,6220.8,0.0,6220.8,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:45,MD,5011.2,6499.2,0.0,6499.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:50,MD,4752.0,6324.0,0.0,6324.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,,6520.400000000001,1h_rolling_peak
L405S-012,10:55,MD,4694.4,6355.2,0.0,6355.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6520.400000000001,6520.400000000001,1h_rolling_peak
L405S-012,11:00,MD,4665.6,5844.0,0.0,5844.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6474.8,6520.400000000001,1h_rolling_peak
L405S-012,11:05,MD,4615.2,5572.8,0.0,5572.8,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6377.600000000001,6520.400000000001,1h_rolling_peak
L405S-012,11:10,MD,4814.4,6151.2,0.0,6151.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6293.8,6520.400000000001,1h_rolling_peak
L405S-012,11:15,MD,5052.0,6520.8,0.0,6520.8,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6263.200000000001,6520.400000000001,1h_rolling_peak
L405S-012,11:20,MD,5138.4,7072.8,0.0,7072.8,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6259.399999999999,6520.400000000001,1h_rolling_peak
L405S-012,11:25,MD,4730.4,6686.4,0.0,6686.4,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6261.8,6520.400000000001,1h_rolling_peak
L405S-012,11:30,MD,4807.2,6369.6,0.0,6369.6,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6277.799999999999,6520.400000000001,1h_rolling_peak
L405S-012,11:35,MD,4514.4,5712.0,0.0,5712.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6277.399999999999,6520.400000000001,1h_rolling_peak
L405S-012,11:40,MD,4663.2,6163.2,0.0,6163.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6272.600000000001,6520.400000000001,1h_rolling_peak
L405S-012,11:45,MD,4521.6,5896.8,0.0,5896.8,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6222.399999999999,6520.400000000001,1h_rolling_peak
L405S-012,11:50,MD,4646.4,5959.2,0.0,5959.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6192.0,6520.400000000001,1h_rolling_peak
L405S-012,11:55,MD,4550.4,5709.6,0.0,5709.6,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6138.2,6520.400000000001,1h_rolling_peak
L405S-012,12:00,MD,4411.2,5524.8,0.0,5524.8,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6111.599999999999,6520.400000000001,1h_rolling_peak
L405S-012,12:05,MD,4500.0,5889.6,0.0,5889.6,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6138.0,6520.400000000001,1h_rolling_peak
L405S-012,12:10,MD,4240.8,5935.2,0.0,5935.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6120.0,6520.400000000001,1h_rolling_peak
L405S-012,12:15,MD,4310.4,5618.4,0.0,5618.4,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,6044.799999999999,6520.400000000001,1h_rolling_peak
L405S-012,12:20,MD,4300.8,5354.4,0.0,5354.4,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5901.599999999999,6520.400000000001,1h_rolling_peak
L405S-012,12:25,MD,4473.6,5536.8,0.0,5536.8,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5805.799999999999,6520.400000000001,1h_rolling_peak
L405S-012,12:30,MD,3924.0,5385.6,0.0,5385.6,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5723.8,6520.400000000001,1h_rolling_peak
L405S-012,12:35,MD,4221.6,5930.4,0.0,5930.4,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5742.0,6520.400000000001,1h_rolling_peak
L405S-012,12:40,MD,4358.4,6108.0,0.0,6108.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5737.400000000001,6520.400000000001,1h_rolling_peak
L405S-012,12:45,MD,3844.8,5421.6,0.0,5421.6,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5697.8,6520.400000000001,1h_rolling_peak
L405S-012,12:50,MD,3914.4,5220.0,0.0,5220.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5636.200000000001,6520.400000000001,1h_rolling_peak
L405S-012,12:55,MD,3686.4,4824.0,0.0,4824.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5562.400000000001,6520.400000000001,1h_rolling_peak
L405S-012,13:00,MD,3859.2,4980.0,0.0,4980.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5517.0,6520.400000000001,1h_rolling_peak
L405S-012,13:05,MD,3871.2,5196.0,0.0,5196.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5459.2,6520.400000000001,1h_rolling_peak
L405S-012,13:10,MD,3806.4,5095.2,0.0,5095.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5389.2,6520.400000000001,1h_rolling_peak
L405S-012,13:15,MD,3552.0,5155.2,0.0,5155.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5350.6,6520.400000000001,1h_rolling_peak
L405S-012,13:20,MD,3643.2,5220.0,0.0,5220.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5339.400000000001,6520.400000000001,1h_rolling_peak
L405S-012,13:25,MD,3777.6,5076.0,0.0,5076.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5301.0,6520.400000000001,1h_rolling_peak
L405S-012,13:30,MD,3693.6,5107.2,0.0,5107.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5277.8,6520.400000000001,1h_rolling_peak
L405S-012,13:35,MD,3547.2,4939.2,0.0,4939.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5195.2,6520.400000000001,1h_rolling_peak
L405S-012,13:40,MD,3508.8,4692.0,0.0,4692.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,5077.2,6520.400000000001,1h_rolling_peak
L405S-012,13:45,MD,3403.2,4346.4,0.0,4346.4,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4987.599999999999,6520.400000000001,1h_rolling_peak
L405S-012,13:50,MD,3307.2,4344.0,0.0,4344.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4914.599999999999,6520.400000000001,1h_rolling_peak
L405S-012,13:55,MD,3475.2,4418.4,0.0,4418.4,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4880.8,6520.400000000001,1h_rolling_peak
L405S-012,14:00,MD,3261.6,4200.0,0.0,4200.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4815.8,6520.400000000001,1h_rolling_peak
L405S-012,14:05,MD,3225.6,4483.2,0.0,4483.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4756.400000000001,6520.400000000001,1h_rolling_peak
L405S-012,14:10,MD,3232.8,4485.6,0.0,4485.6,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4705.6,6520.400000000001,1h_rolling_peak
L405S-012,14:15,MD,3285.6,4845.6,0.0,4845.6,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4679.8,6520.400000000001,1h_rolling_peak
L405S-012,14:20,MD,3172.8,4634.4,0.0,4634.4,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4631.0,6520.400000000001,1h_rolling_peak
L405S-012,14:25,MD,3112.8,4507.2,0.0,4507.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4583.599999999999,6520.400000000001,1h_rolling_peak
L405S-012,14:30,MD,3175.2,4840.8,0.0,4840.8,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4561.400000000001,6520.400000000001,1h_rolling_peak
L405S-012,14:35,MD,3079.2,4550.4,0.0,4550.4,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4529.0,6520.400000000001,1h_rolling_peak
L405S-012,14:40,MD,2918.4,4584.0,0.0,4584.0,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4520.0,6520.400000000001,1h_rolling_peak
L405S-012,14:45,MD,2966.4,4639.2,0.0,4639.2,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4544.400000000001,6520.400000000001,1h_rolling_peak
L405S-012,14:50,MD,2685.6,4353.6,0.0,4353.6,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4545.2,6520.400000000001,1h_rolling_peak
L405S-012,14:55,MD,2354.4,4034.4,0.0,4034.4,observed_upstream_mainline,4470.0,daily_congested_median_across_weekdays,4513.2,6520.400000000001,1h_rolling_peak
L405S-012,00:00,NT1,7478.4,8702.4,0.0,8702.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:05,NT1,7420.8,8712.0,0.0,8712.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:10,NT1,7332.0,8592.0,0.0,8592.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:15,NT1,7447.2,8476.8,0.0,8476.8,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:20,NT1,7490.4,8853.6,0.0,8853.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:25,NT1,7171.2,8436.0,0.0,8436.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:30,NT1,7284.0,8479.2,0.0,8479.2,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:35,NT1,7140.0,8356.8,0.0,8356.8,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:40,NT1,7312.8,8544.0,0.0,8544.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:45,NT1,6856.8,8292.0,0.0,8292.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:50,NT1,6924.0,8018.4,0.0,8018.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,,8459.800000000001,1h_rolling_peak
L405S-012,00:55,NT1,6816.0,8054.4,0.0,8054.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,8459.800000000001,8459.800000000001,1h_rolling_peak
L405S-012,01:00,NT1,6940.8,7864.8,0.0,7864.8,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,8390.0,8459.800000000001,1h_rolling_peak
L405S-012,01:05,NT1,6796.8,8174.4,0.0,8174.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,8345.2,8459.800000000001,1h_rolling_peak
L405S-012,01:10,NT1,6708.0,7922.4,0.0,7922.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,8289.4,8459.800000000001,1h_rolling_peak
L405S-012,01:15,NT1,6595.2,7905.6,0.0,7905.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,8241.800000000001,8459.800000000001,1h_rolling_peak
L405S-012,01:20,NT1,6345.6,7579.2,0.0,7579.2,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,8135.599999999999,8459.800000000001,1h_rolling_peak
L405S-012,01:25,NT1,6588.0,7680.0,0.0,7680.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,8072.599999999999,8459.800000000001,1h_rolling_peak
L405S-012,01:30,NT1,6508.8,7819.2,0.0,7819.2,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,8017.599999999999,8459.800000000001,1h_rolling_peak
L405S-012,01:35,NT1,6576.0,7800.0,0.0,7800.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7971.2,8459.800000000001,1h_rolling_peak
L405S-012,01:40,NT1,6417.6,7531.2,0.0,7531.2,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7886.799999999999,8459.800000000001,1h_rolling_peak
L405S-012,01:45,NT1,6739.2,7833.6,0.0,7833.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7848.599999999999,8459.800000000001,1h_rolling_peak
L405S-012,01:50,NT1,6648.0,7884.0,0.0,7884.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7837.400000000001,8459.800000000001,1h_rolling_peak
L405S-012,01:55,NT1,6650.4,7869.6,0.0,7869.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7822.0,8459.800000000001,1h_rolling_peak
L405S-012,02:00,NT1,6662.4,7776.0,0.0,7776.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7814.600000000001,8459.800000000001,1h_rolling_peak
L405S-012,02:05,NT1,6544.8,7809.6,0.0,7809.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7784.2,8459.800000000001,1h_rolling_peak
L405S-012,02:10,NT1,6619.2,8006.4,0.0,8006.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7791.2,8459.800000000001,1h_rolling_peak
L405S-012,02:15,NT1,6403.2,7689.6,0.0,7689.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7773.2,8459.800000000001,1h_rolling_peak
L405S-012,02:20,NT1,6429.6,7809.6,0.0,7809.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7792.400000000001,8459.800000000001,1h_rolling_peak
L405S-012,02:25,NT1,6535.2,7804.8,0.0,7804.8,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7802.8,8459.800000000001,1h_rolling_peak
L405S-012,02:30,NT1,6367.2,7780.8,0.0,7780.8,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7799.599999999999,8459.800000000001,1h_rolling_peak
L405S-012,02:35,NT1,6508.8,7946.4,0.0,7946.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7811.8,8459.800000000001,1h_rolling_peak
L405S-012,02:40,NT1,6600.0,7960.8,0.0,7960.8,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7847.600000000001,8459.800000000001,1h_rolling_peak
L405S-012,02:45,NT1,6338.4,7752.0,0.0,7752.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7840.8,8459.800000000001,1h_rolling_peak
L405S-012,02:50,NT1,6180.0,7629.6,0.0,7629.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7819.599999999999,8459.800000000001,1h_rolling_peak
L405S-012,02:55,NT1,6079.2,7744.8,0.0,7744.8,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7809.200000000001,8459.800000000001,1h_rolling_peak
L405S-012,03:00,NT1,5457.6,7123.2,0.0,7123.2,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7754.799999999999,8459.800000000001,1h_rolling_peak
L405S-012,03:05,NT1,5385.6,6885.6,0.0,6885.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7677.8,8459.800000000001,1h_rolling_peak
L405S-012,03:10,NT1,5140.8,6552.0,0.0,6552.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7556.600000000001,8459.800000000001,1h_rolling_peak
L405S-012,03:15,NT1,5558.4,7065.6,0.0,7065.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7504.599999999999,8459.800000000001,1h_rolling_peak
L405S-012,03:20,NT1,5287.2,6895.2,0.0,6895.2,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7428.400000000001,8459.800000000001,1h_rolling_peak
L405S-012,03:25,NT1,5361.6,7154.4,0.0,7154.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7374.2,8459.800000000001,1h_rolling_peak
L405S-012,03:30,NT1,5364.0,7147.2,0.0,7147.2,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7321.400000000001,8459.800000000001,1h_rolling_peak
L405S-012,03:35,NT1,5083.2,6619.2,0.0,6619.2,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7210.799999999999,8459.800000000001,1h_rolling_peak
L405S-012,03:40,NT1,5611.2,7214.4,0.0,7214.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7148.599999999999,8459.800000000001,1h_rolling_peak
L405S-012,03:45,NT1,5572.8,7132.8,0.0,7132.8,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7097.0,8459.800000000001,1h_rolling_peak
L405S-012,03:50,NT1,5846.4,7380.0,0.0,7380.0,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7076.200000000001,8459.800000000001,1h_rolling_peak
L405S-012,03:55,NT1,5227.2,7034.4,0.0,7034.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,7017.0,8459.800000000001,1h_rolling_peak
L405S-012,04:00,NT1,5215.2,6578.4,0.0,6578.4,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,6971.599999999999,8459.800000000001,1h_rolling_peak
L405S-012,04:05,NT1,5301.6,6856.8,0.0,6856.8,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,6969.2,8459.800000000001,1h_rolling_peak
L405S-012,04:10,NT1,5164.8,6717.6,0.0,6717.6,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,6983.0,8459.800000000001,1h_rolling_peak
L405S-012,04:15,NT1,5467.2,7120.8,0.0,7120.8,observed_upstream_mainline,6756.0,daily_congested_median_across_weekdays,6987.600000000001,8459.800000000001,1h_rolling_peak
