model_link_id,tmc_id,timestamp_la,timestamp,interval_min,day_id,day_type,period_id,speed_mph,flow_rate_vph,interval_volume_veh,occupancy,sample_count,coverage_ratio,lanes,source_corridor,quality_flag,observed_or_inferred
L405S-001,1222782,2025-06-16 00:00:00-07:00,2025-06-16T07:00:00Z,5,2025-06-16,weekday,NT1,64.5,5160.0,430.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:05:00-07:00,2025-06-16T07:05:00Z,5,2025-06-16,weekday,NT1,64.7,5748.0,479.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:10:00-07:00,2025-06-16T07:10:00Z,5,2025-06-16,weekday,NT1,64.8,5724.0,477.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:15:00-07:00,2025-06-16T07:15:00Z,5,2025-06-16,weekday,NT1,65.0,5868.0,489.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:20:00-07:00,2025-06-16T07:20:00Z,5,2025-06-16,weekday,NT1,65.0,6084.0,507.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:25:00-07:00,2025-06-16T07:25:00Z,5,2025-06-16,weekday,NT1,65.0,5436.0,453.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:30:00-07:00,2025-06-16T07:30:00Z,5,2025-06-16,weekday,NT1,63.60000000000001,5688.0,474.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:35:00-07:00,2025-06-16T07:35:00Z,5,2025-06-16,weekday,NT1,64.6,5568.0,464.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:40:00-07:00,2025-06-16T07:40:00Z,5,2025-06-16,weekday,NT1,63.8,5844.0,487.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:45:00-07:00,2025-06-16T07:45:00Z,5,2025-06-16,weekday,NT1,64.4,5436.0,453.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:50:00-07:00,2025-06-16T07:50:00Z,5,2025-06-16,weekday,NT1,64.1,5256.0,438.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 00:55:00-07:00,2025-06-16T07:55:00Z,5,2025-06-16,weekday,NT1,63.60000000000001,5220.0,435.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:00:00-07:00,2025-06-16T08:00:00Z,5,2025-06-16,weekday,NT1,62.9,4932.0,411.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:05:00-07:00,2025-06-16T08:05:00Z,5,2025-06-16,weekday,NT1,63.3,5484.0,457.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:10:00-07:00,2025-06-16T08:10:00Z,5,2025-06-16,weekday,NT1,64.3,5172.0,431.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:15:00-07:00,2025-06-16T08:15:00Z,5,2025-06-16,weekday,NT1,63.70000000000001,5208.0,434.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:20:00-07:00,2025-06-16T08:20:00Z,5,2025-06-16,weekday,NT1,64.0,5496.0,458.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:25:00-07:00,2025-06-16T08:25:00Z,5,2025-06-16,weekday,NT1,64.8,5124.0,427.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:30:00-07:00,2025-06-16T08:30:00Z,5,2025-06-16,weekday,NT1,63.20000000000001,5148.0,429.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:35:00-07:00,2025-06-16T08:35:00Z,5,2025-06-16,weekday,NT1,63.00000000000001,5160.0,430.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:40:00-07:00,2025-06-16T08:40:00Z,5,2025-06-16,weekday,NT1,63.20000000000001,4932.0,411.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:45:00-07:00,2025-06-16T08:45:00Z,5,2025-06-16,weekday,NT1,62.3,5292.0,441.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:50:00-07:00,2025-06-16T08:50:00Z,5,2025-06-16,weekday,NT1,62.5,4860.0,405.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 01:55:00-07:00,2025-06-16T08:55:00Z,5,2025-06-16,weekday,NT1,62.6,4896.0,408.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:00:00-07:00,2025-06-16T09:00:00Z,5,2025-06-16,weekday,NT1,63.20000000000001,4428.0,369.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:05:00-07:00,2025-06-16T09:05:00Z,5,2025-06-16,weekday,NT1,61.8,4308.0,359.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:10:00-07:00,2025-06-16T09:10:00Z,5,2025-06-16,weekday,NT1,61.3,4488.0,374.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:15:00-07:00,2025-06-16T09:15:00Z,5,2025-06-16,weekday,NT1,61.0,4716.0,393.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:20:00-07:00,2025-06-16T09:20:00Z,5,2025-06-16,weekday,NT1,61.9,5100.0,425.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:25:00-07:00,2025-06-16T09:25:00Z,5,2025-06-16,weekday,NT1,61.60000000000001,4512.0,376.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:30:00-07:00,2025-06-16T09:30:00Z,5,2025-06-16,weekday,NT1,61.3,4260.0,355.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:35:00-07:00,2025-06-16T09:35:00Z,5,2025-06-16,weekday,NT1,60.7,4620.0,385.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:40:00-07:00,2025-06-16T09:40:00Z,5,2025-06-16,weekday,NT1,61.0,4944.0,412.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:45:00-07:00,2025-06-16T09:45:00Z,5,2025-06-16,weekday,NT1,60.9,4968.0,414.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:50:00-07:00,2025-06-16T09:50:00Z,5,2025-06-16,weekday,NT1,61.10000000000001,4860.0,405.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 02:55:00-07:00,2025-06-16T09:55:00Z,5,2025-06-16,weekday,NT1,60.0,4968.0,414.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:00:00-07:00,2025-06-16T10:00:00Z,5,2025-06-16,weekday,NT1,60.5,4752.0,396.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:05:00-07:00,2025-06-16T10:05:00Z,5,2025-06-16,weekday,NT1,59.400000000000006,4572.0,381.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:10:00-07:00,2025-06-16T10:10:00Z,5,2025-06-16,weekday,NT1,60.0,4824.0,402.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:15:00-07:00,2025-06-16T10:15:00Z,5,2025-06-16,weekday,NT1,58.8,4836.0,403.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:20:00-07:00,2025-06-16T10:20:00Z,5,2025-06-16,weekday,NT1,59.50000000000001,4812.0,401.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:25:00-07:00,2025-06-16T10:25:00Z,5,2025-06-16,weekday,NT1,59.8,4716.0,393.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:30:00-07:00,2025-06-16T10:30:00Z,5,2025-06-16,weekday,NT1,59.8,5100.0,425.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:35:00-07:00,2025-06-16T10:35:00Z,5,2025-06-16,weekday,NT1,59.10000000000001,5040.0,420.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:40:00-07:00,2025-06-16T10:40:00Z,5,2025-06-16,weekday,NT1,59.60000000000001,5052.0,421.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:45:00-07:00,2025-06-16T10:45:00Z,5,2025-06-16,weekday,NT1,60.4,5172.0,431.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:50:00-07:00,2025-06-16T10:50:00Z,5,2025-06-16,weekday,NT1,59.60000000000001,5028.0,419.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 03:55:00-07:00,2025-06-16T10:55:00Z,5,2025-06-16,weekday,NT1,60.6,5124.0,427.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:00:00-07:00,2025-06-16T11:00:00Z,5,2025-06-16,weekday,NT1,60.9,4524.0,377.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:05:00-07:00,2025-06-16T11:05:00Z,5,2025-06-16,weekday,NT1,61.0,4596.0,383.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:10:00-07:00,2025-06-16T11:10:00Z,5,2025-06-16,weekday,NT1,60.3,4656.0,388.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:15:00-07:00,2025-06-16T11:15:00Z,5,2025-06-16,weekday,NT1,60.1,4872.0,406.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:20:00-07:00,2025-06-16T11:20:00Z,5,2025-06-16,weekday,NT1,59.50000000000001,5088.0,424.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:25:00-07:00,2025-06-16T11:25:00Z,5,2025-06-16,weekday,NT1,59.8,5196.0,433.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:30:00-07:00,2025-06-16T11:30:00Z,5,2025-06-16,weekday,NT1,60.2,4380.0,365.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:35:00-07:00,2025-06-16T11:35:00Z,5,2025-06-16,weekday,NT1,60.8,5172.0,431.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:40:00-07:00,2025-06-16T11:40:00Z,5,2025-06-16,weekday,NT1,60.5,4848.0,404.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:45:00-07:00,2025-06-16T11:45:00Z,5,2025-06-16,weekday,NT1,59.400000000000006,4872.0,406.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:50:00-07:00,2025-06-16T11:50:00Z,5,2025-06-16,weekday,NT1,59.10000000000001,5304.0,442.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 04:55:00-07:00,2025-06-16T11:55:00Z,5,2025-06-16,weekday,NT1,60.2,5112.0,426.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:00:00-07:00,2025-06-16T12:00:00Z,5,2025-06-16,weekday,NT1,60.3,5040.0,420.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:05:00-07:00,2025-06-16T12:05:00Z,5,2025-06-16,weekday,NT1,60.3,4896.0,408.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:10:00-07:00,2025-06-16T12:10:00Z,5,2025-06-16,weekday,NT1,60.7,4860.0,405.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:15:00-07:00,2025-06-16T12:15:00Z,5,2025-06-16,weekday,NT1,60.6,5064.0,422.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:20:00-07:00,2025-06-16T12:20:00Z,5,2025-06-16,weekday,NT1,60.6,4944.0,412.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:25:00-07:00,2025-06-16T12:25:00Z,5,2025-06-16,weekday,NT1,61.3,5700.0,475.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:30:00-07:00,2025-06-16T12:30:00Z,5,2025-06-16,weekday,NT1,61.60000000000001,5052.0,421.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:35:00-07:00,2025-06-16T12:35:00Z,5,2025-06-16,weekday,NT1,61.9,5388.0,449.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:40:00-07:00,2025-06-16T12:40:00Z,5,2025-06-16,weekday,NT1,61.50000000000001,5064.0,422.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:45:00-07:00,2025-06-16T12:45:00Z,5,2025-06-16,weekday,NT1,60.7,5304.0,442.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:50:00-07:00,2025-06-16T12:50:00Z,5,2025-06-16,weekday,NT1,60.6,5088.0,424.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 05:55:00-07:00,2025-06-16T12:55:00Z,5,2025-06-16,weekday,NT1,60.6,5028.0,419.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:00:00-07:00,2025-06-16T13:00:00Z,5,2025-06-16,weekday,AM,60.5,4980.0,415.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:05:00-07:00,2025-06-16T13:05:00Z,5,2025-06-16,weekday,AM,61.10000000000001,5256.0,438.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:10:00-07:00,2025-06-16T13:10:00Z,5,2025-06-16,weekday,AM,61.20000000000001,4644.0,387.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:15:00-07:00,2025-06-16T13:15:00Z,5,2025-06-16,weekday,AM,61.60000000000001,5232.0,436.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:20:00-07:00,2025-06-16T13:20:00Z,5,2025-06-16,weekday,AM,62.1,5016.0,418.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:25:00-07:00,2025-06-16T13:25:00Z,5,2025-06-16,weekday,AM,61.50000000000001,4644.0,387.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:30:00-07:00,2025-06-16T13:30:00Z,5,2025-06-16,weekday,AM,61.8,5064.0,422.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:35:00-07:00,2025-06-16T13:35:00Z,5,2025-06-16,weekday,AM,60.8,5220.0,435.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:40:00-07:00,2025-06-16T13:40:00Z,5,2025-06-16,weekday,AM,61.400000000000006,5172.0,431.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:45:00-07:00,2025-06-16T13:45:00Z,5,2025-06-16,weekday,AM,60.8,5028.0,419.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:50:00-07:00,2025-06-16T13:50:00Z,5,2025-06-16,weekday,AM,61.10000000000001,5448.0,454.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 06:55:00-07:00,2025-06-16T13:55:00Z,5,2025-06-16,weekday,AM,61.20000000000001,4848.0,404.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:00:00-07:00,2025-06-16T14:00:00Z,5,2025-06-16,weekday,AM,60.7,5256.0,438.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:05:00-07:00,2025-06-16T14:05:00Z,5,2025-06-16,weekday,AM,60.3,5436.0,453.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:10:00-07:00,2025-06-16T14:10:00Z,5,2025-06-16,weekday,AM,60.1,5196.0,433.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:15:00-07:00,2025-06-16T14:15:00Z,5,2025-06-16,weekday,AM,59.20000000000001,5952.0,496.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:20:00-07:00,2025-06-16T14:20:00Z,5,2025-06-16,weekday,AM,58.6,5148.0,429.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:25:00-07:00,2025-06-16T14:25:00Z,5,2025-06-16,weekday,AM,59.8,5136.0,428.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:30:00-07:00,2025-06-16T14:30:00Z,5,2025-06-16,weekday,AM,59.20000000000001,5100.0,425.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:35:00-07:00,2025-06-16T14:35:00Z,5,2025-06-16,weekday,AM,59.20000000000001,5436.0,453.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:40:00-07:00,2025-06-16T14:40:00Z,5,2025-06-16,weekday,AM,58.8,5280.0,440.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:45:00-07:00,2025-06-16T14:45:00Z,5,2025-06-16,weekday,AM,58.6,5064.0,422.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:50:00-07:00,2025-06-16T14:50:00Z,5,2025-06-16,weekday,AM,58.8,4716.0,393.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 07:55:00-07:00,2025-06-16T14:55:00Z,5,2025-06-16,weekday,AM,58.6,5400.0,450.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:00:00-07:00,2025-06-16T15:00:00Z,5,2025-06-16,weekday,AM,58.5,5724.0,477.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:05:00-07:00,2025-06-16T15:05:00Z,5,2025-06-16,weekday,AM,59.20000000000001,5304.0,442.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:10:00-07:00,2025-06-16T15:10:00Z,5,2025-06-16,weekday,AM,59.50000000000001,5460.0,455.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:15:00-07:00,2025-06-16T15:15:00Z,5,2025-06-16,weekday,AM,58.9,5232.0,436.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:20:00-07:00,2025-06-16T15:20:00Z,5,2025-06-16,weekday,AM,58.6,5400.0,450.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:25:00-07:00,2025-06-16T15:25:00Z,5,2025-06-16,weekday,AM,58.6,5352.0,446.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:30:00-07:00,2025-06-16T15:30:00Z,5,2025-06-16,weekday,AM,59.50000000000001,5208.0,434.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:35:00-07:00,2025-06-16T15:35:00Z,5,2025-06-16,weekday,AM,60.1,5208.0,434.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:40:00-07:00,2025-06-16T15:40:00Z,5,2025-06-16,weekday,AM,59.20000000000001,5436.0,453.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:45:00-07:00,2025-06-16T15:45:00Z,5,2025-06-16,weekday,AM,59.20000000000001,5592.0,466.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:50:00-07:00,2025-06-16T15:50:00Z,5,2025-06-16,weekday,AM,60.4,5424.0,452.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 08:55:00-07:00,2025-06-16T15:55:00Z,5,2025-06-16,weekday,AM,59.8,5184.0,432.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:00:00-07:00,2025-06-16T16:00:00Z,5,2025-06-16,weekday,AM,59.70000000000001,5412.0,451.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:05:00-07:00,2025-06-16T16:05:00Z,5,2025-06-16,weekday,AM,59.8,5412.0,451.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:10:00-07:00,2025-06-16T16:10:00Z,5,2025-06-16,weekday,AM,59.50000000000001,5352.0,446.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:15:00-07:00,2025-06-16T16:15:00Z,5,2025-06-16,weekday,AM,60.1,5400.0,450.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:20:00-07:00,2025-06-16T16:20:00Z,5,2025-06-16,weekday,AM,60.0,5592.0,466.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:25:00-07:00,2025-06-16T16:25:00Z,5,2025-06-16,weekday,AM,60.2,5448.0,454.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:30:00-07:00,2025-06-16T16:30:00Z,5,2025-06-16,weekday,AM,59.70000000000001,5628.0,469.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:35:00-07:00,2025-06-16T16:35:00Z,5,2025-06-16,weekday,AM,59.8,5460.0,455.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:40:00-07:00,2025-06-16T16:40:00Z,5,2025-06-16,weekday,AM,59.9,5376.0,448.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:45:00-07:00,2025-06-16T16:45:00Z,5,2025-06-16,weekday,AM,60.4,5700.0,475.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:50:00-07:00,2025-06-16T16:50:00Z,5,2025-06-16,weekday,AM,60.3,5388.0,449.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 09:55:00-07:00,2025-06-16T16:55:00Z,5,2025-06-16,weekday,AM,59.3,5028.0,419.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:00:00-07:00,2025-06-16T17:00:00Z,5,2025-06-16,weekday,MD,59.60000000000001,5232.0,436.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:05:00-07:00,2025-06-16T17:05:00Z,5,2025-06-16,weekday,MD,59.9,5592.0,466.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:10:00-07:00,2025-06-16T17:10:00Z,5,2025-06-16,weekday,MD,59.20000000000001,5532.0,461.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:15:00-07:00,2025-06-16T17:15:00Z,5,2025-06-16,weekday,MD,60.1,5616.0,468.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:20:00-07:00,2025-06-16T17:20:00Z,5,2025-06-16,weekday,MD,60.1,5712.0,476.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:25:00-07:00,2025-06-16T17:25:00Z,5,2025-06-16,weekday,MD,59.400000000000006,5700.0,475.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:30:00-07:00,2025-06-16T17:30:00Z,5,2025-06-16,weekday,MD,60.2,5508.0,459.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:35:00-07:00,2025-06-16T17:35:00Z,5,2025-06-16,weekday,MD,60.6,5244.0,437.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:40:00-07:00,2025-06-16T17:40:00Z,5,2025-06-16,weekday,MD,59.70000000000001,5808.0,484.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:45:00-07:00,2025-06-16T17:45:00Z,5,2025-06-16,weekday,MD,59.9,6228.0,519.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:50:00-07:00,2025-06-16T17:50:00Z,5,2025-06-16,weekday,MD,59.9,5892.0,491.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 10:55:00-07:00,2025-06-16T17:55:00Z,5,2025-06-16,weekday,MD,59.60000000000001,5400.0,450.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 11:00:00-07:00,2025-06-16T18:00:00Z,5,2025-06-16,weekday,MD,60.4,5652.0,471.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 11:05:00-07:00,2025-06-16T18:05:00Z,5,2025-06-16,weekday,MD,60.4,5544.0,462.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 11:10:00-07:00,2025-06-16T18:10:00Z,5,2025-06-16,weekday,MD,61.3,5364.0,447.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 11:15:00-07:00,2025-06-16T18:15:00Z,5,2025-06-16,weekday,MD,61.3,5556.0,463.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 11:20:00-07:00,2025-06-16T18:20:00Z,5,2025-06-16,weekday,MD,61.70000000000001,5760.0,480.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 11:25:00-07:00,2025-06-16T18:25:00Z,5,2025-06-16,weekday,MD,61.70000000000001,5592.0,466.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 11:30:00-07:00,2025-06-16T18:30:00Z,5,2025-06-16,weekday,MD,60.9,5376.0,448.0,,1,1.0,5,D12_I405_S,observed_complete,observed
L405S-001,1222782,2025-06-16 11:35:00-07:00,2025-06-16T18:35:00Z,5,2025-06-16,weekday,MD,60.8,5220.0,435.0,,1,1.0,5,D12_I405_S,observed_complete,observed
