model_link_id,tmc_id,day_id,period_id,period_hours,samples,observed_volume_veh,average_flow_rate_vph,D_peak_1h_vph,k_d_daily_derived,D_status,nominal_capacity_vph,capacity_basis,cutoff_speed_mph,k_mu,mu_vph,mu_status,T2_timestamp_la,vT2_observed_mph,t0_clock_h,t3_clock_h,P_observed_h,speed_state_quality,volume_status
L405S-020,1201419,2025-06-17,NT1,6.0,72,44375.0,7395.833333333333,8779.0,1.1870197183098592,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-17 00:50:00-07:00,38.7,0.4331844135511771,2.0298331656171436,1.5966487520659667,interpolated;interpolated,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-17,NT2,5.0,60,15364.0,3072.8,7698.0,2.5052069773496486,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-17 23:55:00-07:00,57.9,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-17,PM,4.0,48,5643.0,1410.75,2657.0,1.8833953570795676,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-17 15:20:00-07:00,68.8,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-18,AM,4.0,48,29724.0,7431.0,7766.0,1.0450814156910242,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-18 08:45:00-07:00,59.70000000000001,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-18,MD,5.0,60,29533.0,5906.6,7431.0,1.258084177022314,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-18 10:30:00-07:00,60.4,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-18,NT1,6.0,72,45081.0,7513.5,8603.0,1.1450056564849938,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-18 01:20:00-07:00,40.0,0.32891536378369995,1.8084119298850267,1.479496566101327,interpolated;interpolated,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-18,NT2,5.0,60,13183.0,2636.6,6513.0,2.470226807251764,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-18 23:55:00-07:00,62.1,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-18,PM,4.0,48,6170.0,1542.5,2894.0,1.8761750405186386,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-18 18:00:00-07:00,67.5,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-19,AM,4.0,48,31147.0,7786.75,8134.0,1.0445949850707934,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-19 07:50:00-07:00,57.9,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-19,MD,5.0,60,28827.0,5765.4,7309.0,1.2677351094460056,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-19 10:20:00-07:00,62.9,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-19,NT1,6.0,72,43528.0,7254.666666666667,8357.0,1.1519481712920419,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-19 00:45:00-07:00,57.10000000000001,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-19,NT2,5.0,60,13216.0,2643.2,6725.0,2.5442645278450366,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-19 23:55:00-07:00,63.8,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-19,PM,4.0,48,7554.0,1888.5,3090.0,1.636219221604448,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-19 17:50:00-07:00,69.0,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-20,AM,4.0,48,29785.0,7446.25,7851.0,1.054356219573611,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-20 07:50:00-07:00,36.5,7.619811331237339,7.955342448452685,0.33553111721534584,interpolated;interpolated,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-20,MD,5.0,60,31393.0,6278.6,7841.0,1.248845283980505,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-20 10:20:00-07:00,61.9,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
