model_link_id,tmc_id,day_id,period_id,period_hours,samples,observed_volume_veh,average_flow_rate_vph,D_peak_1h_vph,k_d_daily_derived,D_status,nominal_capacity_vph,capacity_basis,cutoff_speed_mph,k_mu,mu_vph,mu_status,T2_timestamp_la,vT2_observed_mph,t0_clock_h,t3_clock_h,P_observed_h,speed_state_quality,volume_status
L405S-020,1201419,2025-06-20,NT1,6.0,72,42579.0,7096.5,7952.0,1.1205523849785106,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-20 00:40:00-07:00,45.6,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-20,NT2,5.0,60,7564.0,1512.8,2989.0,1.9758064516129032,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-20 19:25:00-07:00,67.2,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-020,1201419,2025-06-20,PM,4.0,48,8612.0,2153.0,3752.0,1.742684626103112,derived_from_observed_rolling_1h_peak,9648.0,fd_parameters_detector_all_lanes,45.22339537103316,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-20 18:45:00-07:00,67.0,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-16,AM,4.0,48,23832.0,5958.0,6516.0,1.093655589123867,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-16 09:50:00-07:00,62.0,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-16,MD,5.0,60,22705.0,4541.0,6059.0,1.3342876018498129,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-16 10:40:00-07:00,29.3,10.480958730426076,10.818348677059307,0.3373899466332299,interpolated;interpolated,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-16,NT1,6.0,72,33044.0,5507.333333333333,6612.0,1.2005810434572086,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-16 02:10:00-07:00,57.20000000000001,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-16,NT2,5.0,60,10250.0,2050.0,5375.0,2.6219512195121952,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-16 23:55:00-07:00,63.50000000000001,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-16,PM,4.0,48,4491.0,1122.75,2164.0,1.9274103763081718,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-16 15:50:00-07:00,67.4,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-17,AM,4.0,48,23842.0,5960.5,6303.0,1.0574616223471185,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-17 09:55:00-07:00,40.8,9.869460317845476,10.0,0.130539682154523,interpolated;right_censored,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-17,MD,5.0,60,22374.0,4474.8,5720.0,1.27826941986234,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-17 10:45:00-07:00,17.2,10.0,11.046396634018777,1.0463966340187767,left_censored;interpolated,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-17,NT1,6.0,72,33792.0,5632.0,6775.0,1.2029474431818181,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-17 01:00:00-07:00,59.00000000000001,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-17,NT2,5.0,60,10538.0,2107.6,5489.0,2.604384133611691,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-17 23:55:00-07:00,64.2,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-17,PM,4.0,48,5067.0,1266.75,2410.0,1.9025064140517072,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-17 18:30:00-07:00,68.6,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-18,AM,4.0,48,23654.0,5913.5,6308.0,1.0667117612243173,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-18 09:55:00-07:00,57.9,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-18,MD,5.0,60,24207.0,4841.4,6023.0,1.2440616350642377,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-18 10:40:00-07:00,15.800000000000002,10.209674011237063,11.122239270806636,0.9125652595695745,interpolated;interpolated,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-18,NT1,6.0,72,33666.0,5611.0,6768.0,1.2062021030119408,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-18 00:40:00-07:00,59.50000000000001,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-18,NT2,5.0,60,9055.0,1811.0,4674.0,2.5808945334069575,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-18 23:55:00-07:00,64.1,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-18,PM,4.0,48,5504.0,1376.0,2552.0,1.8546511627906976,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-18 15:05:00-07:00,68.4,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-19,AM,4.0,48,25154.0,6288.5,6500.0,1.0336328218176036,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-19 08:45:00-07:00,63.10000000000001,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-19,MD,5.0,60,23991.0,4798.2,5862.0,1.2217081405527073,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-19 10:25:00-07:00,64.3,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-19,NT1,6.0,72,33747.0,5624.5,6358.0,1.1304115921415236,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-19 04:20:00-07:00,60.6,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-19,NT2,5.0,60,9260.0,1852.0,4747.0,2.56317494600432,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-19 23:15:00-07:00,66.2,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-19,PM,4.0,48,6382.0,1595.5,2691.0,1.6866186148542777,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-19 17:50:00-07:00,68.7,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-20,AM,4.0,48,24306.0,6076.5,6376.0,1.0492882415864395,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-20 07:40:00-07:00,24.700000000000003,7.530503656399436,7.9000143847431,0.36951072834366416,interpolated;interpolated,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-20,MD,5.0,60,25035.0,5007.0,6302.0,1.2586379069302975,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-20 10:20:00-07:00,64.4,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-20,NT1,6.0,72,33328.0,5554.666666666667,6133.0,1.1041166586653863,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-20 01:35:00-07:00,59.70000000000001,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-20,NT2,5.0,60,5746.0,1149.2,2449.0,2.131047685346328,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-20 22:55:00-07:00,68.6,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
L405S-061,1201350,2025-06-20,PM,4.0,48,7424.0,1856.0,3295.0,1.775323275862069,derived_from_observed_rolling_1h_peak,7272.0,fd_parameters_detector_all_lanes,44.14220949654021,,,not_identified_by_adapter_requires_discharge_evidence,2025-06-20 15:25:00-07:00,68.0,,,0.0,no_cutoff_crossing,observed_integrated_5min_flow_rate
