clock,corridor,tmc,net_link_id,period,period_hours,miles,lanes,capacity_vphpl,cutoff_mph,bins,bins_below_cutoff,congested,min_speed_mph,P_h,D_veh_per_lane,V_veh_per_lane,D_veh_total,V_veh_total,D_over_C_h,V_over_C_h,qbar_over_C_congested
assignment,I-395 NB,110P04121,32601,NT,11.0,0.647875,4,2200.0,49.0,44,1,True,48.532888888888884,0.25,549.7950649603949,22039.13560694904,2199.1802598415798,88156.54242779616,0.24990684770927044,10.017788912249562,0.9996273908370817
assignment,I-395 NB,110P04122,28270,NT,11.0,0.586105,4,2200.0,49.0,44,0,False,58.58466666666667,0.0,0.0,20469.305350211318,0.0,81877.22140084527,0.0,9.304229704641509,
assignment,I-395 NB,110P04123,28285,NT,11.0,0.596275,4,2200.0,49.0,44,0,False,52.849555555555554,0.0,0.0,21865.070430033138,0.0,87460.28172013255,0.0,9.93866837728779,
assignment,I-395 NB,110P04124,28303,NT,11.0,0.704235,4,2200.0,49.0,44,0,False,53.903777777777776,0.0,0.0,20632.281864501732,0.0,82529.12745800693,0.0,9.378309938409878,
assignment,I-395 NB,110P04126,26778,NT,11.0,0.391606,4,2200.0,49.0,44,0,False,53.38133333333334,0.0,0.0,22467.066381245924,0.0,89868.2655249837,0.0,10.212302900566328,
assignment,I-395 NB,110P04128,26297,NT,11.0,0.19736,3,2200.0,49.0,44,5,True,26.874444444444446,1.25,2523.0036570750813,23743.97302902148,7569.010971225243,71231.91908706444,1.146819844125037,10.792715013191582,0.9174558753000296
assignment,I-395 NB,110P04129,26825,NT,11.0,0.138799,3,2200.0,49.0,44,27,True,20.563555555555556,6.75,14269.871748290063,23599.1914976654,42809.61524487019,70797.57449299621,6.486305340131847,10.726905226211546,0.9609341244639773
assignment,I-395 NB,110P04130,26469,NT,11.0,0.162246,6,2200.0,49.0,44,33,True,17.615777777777776,8.25,17229.363257354657,23272.07472082041,103376.17954412794,139632.44832492244,7.831528753343026,10.578215782191094,0.9492762125264274
assignment,I-395 NB,110P04670,26230,NT,11.0,0.319695,3,2200.0,49.0,44,3,True,41.68955555555556,0.75,1626.469736320833,23590.5652705809,4879.409208962499,70771.6958117427,0.7393044256003786,10.722984213900409,0.9857392341338381
assignment,I-395 NB,110+04121,29007,PM,4.0,0.27347,4,2200.0,49.0,16,16,True,19.91533333333333,4.0,7122.088573477488,7122.088573477488,28488.354293909953,28488.354293909953,3.2373129879443128,3.2373129879443128,0.8093282469860782
assignment,I-395 NB,110+04122,32141,PM,4.0,1.151222,4,2200.0,49.0,16,7,True,43.549555555555564,1.75,3831.5325201820556,8728.033736720572,15326.130080728222,34912.13494688229,1.7416056909918434,3.9672880621457147,0.9952032519953391
assignment,I-395 NB,110+04123,28025,PM,4.0,0.924456,4,2200.0,49.0,16,10,True,37.24977777777777,2.5,5381.696576504919,8592.81604969136,21526.786306019676,34371.26419876544,2.446225716593145,3.9058254771324368,0.978490286637258
assignment,I-395 NB,110+04124,28294,PM,4.0,0.3436,4,2200.0,49.0,16,7,True,35.43533333333334,1.75,3707.549957555565,8585.541476655439,14830.19983022226,34342.165906621754,1.685249980707075,3.9025188530251995,0.9629999889754715
assignment,I-395 NB,110+04126,26423,PM,4.0,0.082891,4,2200.0,49.0,16,0,False,51.065555555555555,0.0,0.0,8707.20280478189,0.0,34828.81121912756,0.0,3.9578194567190406,
assignment,I-395 NB,110+04127,26785,PM,4.0,0.778625,4,2200.0,49.0,16,0,False,58.49422222222222,0.0,0.0,8279.037389522096,0.0,33116.149558088386,0.0,3.7631988134191348,
assignment,I-395 NB,110+04128,26822,PM,4.0,0.02384,2,2200.0,49.0,16,16,True,20.43422222222222,4.0,7382.816531137278,7382.816531137278,14765.633062274555,14765.633062274555,3.35582569597149,3.35582569597149,0.8389564239928725
assignment,I-395 NB,110+04129,26825,PM,4.0,0.135112,3,2200.0,49.0,16,16,True,10.837999999999994,4.0,5722.197712571294,5722.197712571294,17166.59313771388,17166.59313771388,2.600998960259679,2.600998960259679,0.6502497400649198
assignment,I-395 NB,110+04130,26830,PM,4.0,0.080932,2,2200.0,49.0,16,16,True,8.138888888888888,4.0,4717.391401988147,4717.391401988147,9434.782803976294,9434.782803976294,2.1442688190855215,2.1442688190855215,0.5360672047713804
assignment,I-395 NB,110+04670,26812,PM,4.0,0.095046,3,2200.0,49.0,16,0,False,53.99533333333333,0.0,0.0,8604.564872106328,0.0,25813.694616318986,0.0,3.911165850957422,
