clock,corridor,tmc,net_link_id,period,period_hours,miles,lanes,capacity_vphpl,cutoff_mph,bins,bins_below_cutoff,congested,min_speed_mph,P_h,D_veh_per_lane,V_veh_per_lane,D_veh_total,V_veh_total,D_over_C_h,V_over_C_h,qbar_over_C_congested
assignment,I-395 NB,110P04120,29361,PM,4.0,1.621245,4,2200.0,49.0,16,16,True,15.266666666666666,4.0,7223.273409665362,7223.273409665362,28893.09363866145,28893.09363866145,3.283306095302437,3.283306095302437,0.8208265238256093
assignment,I-395 NB,110P04121,32601,PM,4.0,0.647875,4,2200.0,49.0,16,16,True,34.748,4.0,8525.604160178067,8525.604160178067,34102.41664071227,34102.41664071227,3.875274618262758,3.875274618262758,0.9688186545656895
assignment,I-395 NB,110P04122,28270,PM,4.0,0.586105,4,2200.0,49.0,16,7,True,41.926,1.75,3813.445745880086,8578.81258947719,15253.782983520345,34315.25035790876,1.7333844299454937,3.899460267944177,0.9905053885402821
assignment,I-395 NB,110P04123,28285,PM,4.0,0.596275,4,2200.0,49.0,16,10,True,37.65577777777778,2.5,5390.072812845918,8672.048279467966,21560.29125138367,34688.193117871866,2.4500330967481445,3.941840127030894,0.9800132386992577
assignment,I-395 NB,110P04124,28303,PM,4.0,0.704235,4,2200.0,49.0,16,7,True,38.31755555555556,1.75,3758.352167265397,8630.957915388897,15033.408669061588,34523.83166155559,1.708341894211544,3.923162688813135,0.9761953681208824
assignment,I-395 NB,110P04126,26778,PM,4.0,0.391606,4,2200.0,49.0,16,0,False,52.98266666666667,0.0,0.0,8677.350927757778,0.0,34709.40371103111,0.0,3.9442504217080807,
assignment,I-395 NB,110P04128,26297,PM,4.0,0.19736,3,2200.0,49.0,16,16,True,14.055777777777777,4.0,6545.523973568876,6545.523973568876,19636.57192070663,19636.57192070663,2.9752381698040344,2.9752381698040344,0.7438095424510086
assignment,I-395 NB,110P04129,26825,PM,4.0,0.138799,3,2200.0,49.0,16,16,True,8.612444444444444,4.0,5022.8367183152,5022.8367183152,15068.510154945601,15068.510154945601,2.283107599234182,2.283107599234182,0.5707768998085455
assignment,I-395 NB,110P04130,26469,PM,4.0,0.162246,6,2200.0,49.0,16,16,True,8.897777777777778,4.0,4700.843253602023,4700.843253602023,28205.059521612136,28205.059521612136,2.136746933455465,2.136746933455465,0.5341867333638662
assignment,I-395 NB,110P04670,26230,PM,4.0,0.319695,3,2200.0,49.0,16,16,True,33.81111111111111,4.0,8458.03387621796,8458.03387621796,25374.10162865388,25374.10162865388,3.8445608528263455,3.8445608528263455,0.9611402132065864
assignment,I-395 SB,110-04120,32610,AM,3.0,0.183298,3,2200.0,49.0,12,0,False,59.03244444444445,0.0,0.0,6161.810561771209,0.0,18485.431685313626,0.0,2.8008229826232767,
assignment,I-395 SB,110-04121,32623,AM,3.0,1.053164,3,2200.0,49.0,12,0,False,63.10422222222221,0.0,0.0,5718.31391279624,0.0,17154.94173838872,0.0,2.599233596725564,
assignment,I-395 SB,110-04122,28289,AM,3.0,0.922212,4,2200.0,49.0,12,0,False,61.10066666666666,0.0,0.0,5886.128625873335,0.0,23544.51450349334,0.0,2.6755130117606067,
assignment,I-395 SB,110-04123,28307,AM,3.0,0.122184,4,2200.0,49.0,12,0,False,58.029999999999994,0.0,0.0,6230.700573435224,0.0,24922.802293740897,0.0,2.8321366242887382,
assignment,I-395 SB,110-04124,26764,AM,3.0,0.223822,4,2200.0,49.0,12,0,False,56.92022222222223,0.0,0.0,6328.079528425648,0.0,25312.318113702593,0.0,2.876399785648022,
assignment,I-395 SB,110-04125,26781,AM,3.0,0.075065,4,2200.0,49.0,12,0,False,61.49822222222222,0.0,0.0,5962.296026133554,0.0,23849.184104534215,0.0,2.7101345573334337,
assignment,I-395 SB,110-04126,26796,AM,3.0,0.481819,4,2200.0,49.0,12,0,False,61.68311111111111,0.0,0.0,5879.166630999056,0.0,23516.666523996224,0.0,2.6723484686359344,
assignment,I-395 SB,110-04128,26829,AM,3.0,0.062273,3,2200.0,49.0,12,9,True,47.808888888888895,2.25,4947.179080234205,6597.051075685228,14841.537240702615,19791.153227055685,2.24871776374282,2.998659579856922,0.9994301172190313
assignment,I-395 SB,110-04129,26471,AM,3.0,0.013153,3,2200.0,49.0,12,10,True,46.53911111111111,2.5,5492.175645693055,6591.875061182675,16476.526937079165,19775.625183548025,2.4964434753150253,2.9963068459921254,0.99857739012601
assignment,I-395 SB,110-04670,26827,AM,3.0,0.031164,2,2200.0,49.0,12,0,False,52.77711111111111,0.0,0.0,6540.60877991798,0.0,13081.21755983596,0.0,2.9730039908718093,
assignment,I-395 SB,110N04120,32603,AM,3.0,1.301767,3,2200.0,49.0,12,0,False,61.55044444444445,0.0,0.0,5913.001818393255,0.0,17739.005455179766,0.0,2.6877280992696613,
assignment,I-395 SB,110N04121,32611,AM,3.0,0.508993,4,2200.0,49.0,12,0,False,60.85666666666666,0.0,0.0,5960.608189251481,0.0,23842.432757005925,0.0,2.7093673587506735,
assignment,I-395 SB,110N04122,28283,AM,3.0,0.771707,4,2200.0,49.0,12,0,False,62.54244444444444,0.0,0.0,5848.41095407873,0.0,23393.64381631492,0.0,2.658368615490332,
assignment,I-395 SB,110N04123,28302,AM,3.0,0.76605,4,2200.0,49.0,12,0,False,61.52622222222222,0.0,0.0,5925.460877473488,0.0,23701.84350989395,0.0,2.6933913079424947,
assignment,I-395 SB,110N04124,26759,AM,3.0,0.59288,4,2200.0,49.0,12,0,False,58.15133333333333,0.0,0.0,6251.58841064379,0.0,25006.35364257516,0.0,2.8416310957471773,
assignment,I-395 SB,110N04125,26776,AM,3.0,0.539375,4,2200.0,49.0,12,0,False,59.61711111111111,0.0,0.0,6137.408110046868,0.0,24549.632440187474,0.0,2.789730959112213,
assignment,I-395 SB,110N04126,26792,AM,3.0,0.626954,4,2200.0,49.0,12,0,False,62.01844444444445,0.0,0.0,5905.663907323267,0.0,23622.65562929307,0.0,2.6843926851469395,
assignment,I-395 SB,110N04127,26809,AM,3.0,1.063231,3,2200.0,49.0,12,0,False,58.406888888888886,0.0,0.0,6312.021174850252,0.0,18936.063524550755,0.0,2.8691005340228415,
assignment,I-395 SB,110N04128,26829,AM,3.0,0.184472,3,2200.0,49.0,12,0,False,50.25466666666667,0.0,0.0,6592.614324995603,0.0,19777.84297498681,0.0,2.996642874998001,
assignment,I-395 SB,110N04129,26471,AM,3.0,0.228537,3,2200.0,49.0,12,8,True,47.823777777777785,2.0,4397.15082385739,6596.594496506903,13191.452471572169,19789.78348952071,1.9987049199351772,2.998452043866774,0.9993524599675886
assignment,I-395 SB,110N04130,26712,AM,3.0,0.189735,6,2200.0,49.0,12,11,True,46.552888888888894,2.75,6040.604264470069,6590.591549783344,36243.62558682042,39543.54929870006,2.7457292111227587,2.9957234317197017,0.9984469858628213
assignment,I-395 SB,110-04120,32610,MD,6.0,0.183298,3,2200.0,49.0,24,0,False,50.23777777777779,0.0,0.0,12687.045242316512,0.0,38061.135726949535,0.0,5.7668387465075055,
assignment,I-395 SB,110-04121,32623,MD,6.0,1.053164,3,2200.0,49.0,24,0,False,57.59266666666667,0.0,0.0,11932.884006304434,0.0,35798.6520189133,0.0,5.424038184683833,
assignment,I-395 SB,110-04122,28289,MD,6.0,0.922212,4,2200.0,49.0,24,0,False,51.16822222222222,0.0,0.0,12298.199637868509,0.0,49192.798551474036,0.0,5.5900907444856855,
assignment,I-395 SB,110-04123,28307,MD,6.0,0.122184,4,2200.0,49.0,24,0,False,52.48688888888889,0.0,0.0,12658.602126877799,0.0,50634.408507511194,0.0,5.753910057671726,
assignment,I-395 SB,110-04124,26764,MD,6.0,0.223822,4,2200.0,49.0,24,0,False,50.06155555555555,0.0,0.0,12868.225965697631,0.0,51472.903862790525,0.0,5.849193620771651,
assignment,I-395 SB,110-04125,26781,MD,6.0,0.075065,4,2200.0,49.0,24,0,False,51.156000000000006,0.0,0.0,12361.8155556491,0.0,49447.2622225964,0.0,5.619007070749591,
assignment,I-395 SB,110-04126,26796,MD,6.0,0.481819,4,2200.0,49.0,24,3,True,38.03066666666667,0.75,1598.4674968072923,12230.134373110004,6393.869987229169,48920.53749244002,0.7265761349124056,5.559151987777275,0.9687681798832074
assignment,I-395 SB,110-04128,26829,MD,6.0,0.062273,3,2200.0,49.0,24,24,True,46.91555555555556,6.0,13180.82057993528,13180.82057993528,39542.46173980584,39542.46173980584,5.991282081788763,5.991282081788763,0.9985470136314606
assignment,I-395 SB,110-04129,26471,MD,6.0,0.013153,3,2200.0,49.0,24,24,True,44.916444444444444,6.0,13152.549174762815,13152.549174762815,39457.64752428845,39457.64752428845,5.978431443074006,5.978431443074006,0.9964052405123345
assignment,I-395 SB,110-04670,26827,MD,6.0,0.031164,2,2200.0,49.0,24,0,False,52.947333333333326,0.0,0.0,13103.195471179428,0.0,26206.390942358856,0.0,5.955997941445195,
assignment,I-395 SB,110N04120,32603,MD,6.0,1.301767,3,2200.0,49.0,24,0,False,51.61777777777778,0.0,0.0,12198.42857908297,0.0,36595.28573724891,0.0,5.544740263219532,
assignment,I-395 SB,110N04121,32611,MD,6.0,0.508993,4,2200.0,49.0,24,0,False,52.342222222222226,0.0,0.0,12460.580081670434,0.0,49842.320326681736,0.0,5.663900037122924,
assignment,I-395 SB,110N04122,28283,MD,6.0,0.771707,4,2200.0,49.0,24,0,False,54.01755555555555,0.0,0.0,12287.302258749805,0.0,49149.20903499922,0.0,5.585137390340821,
assignment,I-395 SB,110N04123,28302,MD,6.0,0.76605,4,2200.0,49.0,24,0,False,54.077777777777776,0.0,0.0,12249.454835075214,0.0,48997.819340300855,0.0,5.567934015943279,
assignment,I-395 SB,110N04124,26759,MD,6.0,0.59288,4,2200.0,49.0,24,0,False,51.114666666666665,0.0,0.0,12743.573534887015,0.0,50974.29413954806,0.0,5.792533424948643,
assignment,I-395 SB,110N04125,26776,MD,6.0,0.539375,4,2200.0,49.0,24,0,False,52.24955555555556,0.0,0.0,12555.40634252398,0.0,50221.62537009592,0.0,5.707002882965446,
assignment,I-395 SB,110N04126,26792,MD,6.0,0.626954,4,2200.0,49.0,24,2,True,45.642,0.5,1094.6873757595326,12322.07579471997,4378.749503038131,49288.30317887988,0.4975851707997876,5.600943543054532,0.9951703415995752
assignment,I-395 SB,110N04127,26809,MD,6.0,1.063231,3,2200.0,49.0,24,2,True,44.26711111111111,0.5,1091.7764906489015,12804.82123754286,3275.3294719467044,38414.46371262858,0.4962620412040461,5.820373289792209,0.9925240824080922
assignment,I-395 SB,110N04128,26829,MD,6.0,0.184472,3,2200.0,49.0,24,0,False,49.93266666666667,0.0,0.0,13191.935117321362,0.0,39575.80535196408,0.0,5.996334144236982,
assignment,I-395 SB,110N04129,26471,MD,6.0,0.228537,3,2200.0,49.0,24,24,True,45.26111111111111,6.0,13157.409806717802,13157.409806717802,39472.22942015341,39472.22942015341,5.980640821235364,5.980640821235364,0.9967734702058941
assignment,I-395 SB,110N04130,26712,MD,6.0,0.189735,6,2200.0,49.0,24,24,True,43.086444444444446,6.0,13139.112312684003,13139.112312684003,78834.67387610402,78834.67387610402,5.972323778492728,5.972323778492728,0.9953872964154548
assignment,I-395 SB,110-04120,32610,NT,11.0,0.183298,3,2200.0,49.0,44,0,False,54.864000000000004,0.0,0.0,21932.90104750278,0.0,65798.70314250834,0.0,9.969500476137627,
assignment,I-395 SB,110-04121,32623,NT,11.0,1.053164,3,2200.0,49.0,44,0,False,59.76133333333334,0.0,0.0,21166.59041506459,0.0,63499.77124519377,0.0,9.621177461392996,
assignment,I-395 SB,110-04122,28289,NT,11.0,0.922212,4,2200.0,49.0,44,0,False,55.150222222222226,0.0,0.0,21578.591300207972,0.0,86314.36520083189,0.0,9.808450591003623,
assignment,I-395 SB,110-04123,28307,NT,11.0,0.122184,4,2200.0,49.0,44,0,False,54.187999999999995,0.0,0.0,23000.300030993967,0.0,92001.20012397587,0.0,10.454681832269985,
assignment,I-395 SB,110-04124,26764,NT,11.0,0.223822,4,2200.0,49.0,44,0,False,50.401111111111106,0.0,0.0,23422.171255344634,0.0,93688.68502137854,0.0,10.646441479702107,
assignment,I-395 SB,110-04125,26781,NT,11.0,0.075065,4,2200.0,49.0,44,0,False,52.916,0.0,0.0,22181.106518507204,0.0,88724.42607402882,0.0,10.082321144776001,
assignment,I-395 SB,110-04126,26796,NT,11.0,0.481819,4,2200.0,49.0,44,0,False,49.17155555555556,0.0,0.0,21600.332553548687,0.0,86401.33021419475,0.0,9.818332978885767,
assignment,I-395 SB,110-04128,26829,NT,11.0,0.062273,3,2200.0,49.0,44,28,True,42.558666666666674,7.0,15329.025558221329,24125.785866410843,45987.076674663986,72377.35759923252,6.967738890100604,10.96626630291402,0.995391270014372
assignment,I-395 SB,110-04129,26471,NT,11.0,0.013153,3,2200.0,49.0,44,19,True,42.434444444444445,4.75,10405.671425256309,24144.49677144431,31217.014275768925,72433.49031433293,4.729850647843777,10.974771259747413,0.9957580311250056
assignment,I-395 SB,110-04670,26827,NT,11.0,0.031164,2,2200.0,49.0,44,0,False,49.80511111111111,0.0,0.0,24068.41169218144,0.0,48136.82338436288,0.0,10.940187132809745,
assignment,I-395 SB,110N04120,32603,NT,11.0,1.301767,3,2200.0,49.0,44,0,False,54.00177777777778,0.0,0.0,21787.42498809953,0.0,65362.27496429859,0.0,9.903374994590695,
assignment,I-395 SB,110N04121,32611,NT,11.0,0.508993,4,2200.0,49.0,44,0,False,56.01555555555556,0.0,0.0,21818.4206078261,0.0,87273.6824313044,0.0,9.917463912648229,
assignment,I-395 SB,110N04122,28283,NT,11.0,0.771707,4,2200.0,49.0,44,0,False,57.896888888888896,0.0,0.0,21939.24642906612,0.0,87756.98571626448,0.0,9.9723847404846,
assignment,I-395 SB,110N04123,28302,NT,11.0,0.76605,4,2200.0,49.0,44,0,False,57.456222222222216,0.0,0.0,22097.247464995915,0.0,88388.98985998366,0.0,10.044203393179961,
assignment,I-395 SB,110N04124,26759,NT,11.0,0.59288,4,2200.0,49.0,44,0,False,52.88955555555555,0.0,0.0,23173.115711080587,0.0,92692.46284432235,0.0,10.53323441412754,
assignment,I-395 SB,110N04125,26776,NT,11.0,0.539375,4,2200.0,49.0,44,0,False,52.58977777777778,0.0,0.0,22778.86199659789,0.0,91115.44798639156,0.0,10.354028180271769,
assignment,I-395 SB,110N04126,26792,NT,11.0,0.626954,4,2200.0,49.0,44,0,False,51.184666666666665,0.0,0.0,22097.01647686273,0.0,88388.06590745092,0.0,10.044098398573968,
assignment,I-395 SB,110N04127,26809,NT,11.0,1.063231,3,2200.0,49.0,44,0,False,51.559777777777775,0.0,0.0,23499.611165197945,0.0,70498.83349559383,0.0,10.681641438726338,
assignment,I-395 SB,110N04128,26829,NT,11.0,0.184472,3,2200.0,49.0,44,11,True,46.45177777777778,2.75,6038.411483158751,24152.73003041364,18115.234449476255,72458.19009124092,2.744732492344887,10.978513650188019,0.998084542670868
assignment,I-395 SB,110N04129,26471,NT,11.0,0.228537,3,2200.0,49.0,44,23,True,42.64977777777778,5.75,12589.087040149972,24133.1114697121,37767.26112044992,72399.3344091363,5.722312290977261,10.969596122596409,0.9951847462569148
assignment,I-395 SB,110N04130,26712,NT,11.0,0.189735,6,2200.0,49.0,44,17,True,40.28377777777778,4.25,9280.585777968878,24118.124528065462,55683.514667813266,144708.74716839276,4.2184480808949445,10.962783876393392,0.9925760190341045
assignment,I-395 SB,110-04120,32610,PM,4.0,0.183298,3,2200.0,49.0,16,2,True,48.25244444444445,0.5,1099.5480810039617,8778.423039641182,3298.644243011885,26335.26911892355,0.49979458227452805,3.9901922907459917,0.9995891645490561
assignment,I-395 SB,110-04121,32623,PM,4.0,1.053164,3,2200.0,49.0,16,0,False,53.89755555555556,0.0,0.0,8645.77632290229,0.0,25937.32896870687,0.0,3.9298983285919498,
assignment,I-395 SB,110-04122,28289,PM,4.0,0.922212,4,2200.0,49.0,16,15,True,32.27488888888889,3.75,7887.907032193146,8435.833045870564,31551.628128772583,33743.33218348226,3.585412287360521,3.834469566304802,0.9561099432961389
assignment,I-395 SB,110-04123,28307,PM,4.0,0.122184,4,2200.0,49.0,16,14,True,27.511555555555557,3.5,7220.947746351016,8319.34080547555,28883.790985404063,33277.3632219022,3.282248975614098,3.7815185479434312,0.937785421604028
assignment,I-395 SB,110-04124,26764,PM,4.0,0.223822,4,2200.0,49.0,16,16,True,28.122444444444444,4.0,8062.223339507418,8062.223339507418,32248.893358029673,32248.893358029673,3.664646972503372,3.664646972503372,0.916161743125843
assignment,I-395 SB,110-04125,26781,PM,4.0,0.075065,4,2200.0,49.0,16,15,True,29.90688888888889,3.75,7630.7119810668155,8180.711970663349,30522.847924267262,32722.847882653397,3.4685054459394618,3.7185054412106133,0.9249347855838564
assignment,I-395 SB,110-04126,26796,PM,4.0,0.481819,4,2200.0,49.0,16,16,True,19.747111111111114,4.0,7182.105311588248,7182.105311588248,28728.42124635299,28728.42124635299,3.2645933234492035,3.2645933234492035,0.8161483308623009
assignment,I-395 SB,110-04128,26829,PM,4.0,0.062273,3,2200.0,49.0,16,16,True,43.00244444444444,4.0,8727.155266473046,8727.155266473046,26181.465799419137,26181.465799419137,3.966888757487748,3.966888757487748,0.991722189371937
assignment,I-395 SB,110-04129,26471,PM,4.0,0.013153,3,2200.0,49.0,16,16,True,41.64022222222223,4.0,8671.530118288803,8671.530118288803,26014.59035486641,26014.59035486641,3.9416045992221833,3.9416045992221833,0.9854011498055458
assignment,I-395 SB,110-04670,26827,PM,4.0,0.031164,2,2200.0,49.0,16,5,True,45.78111111111111,1.25,2741.698980855852,8776.327680309128,5483.397961711704,17552.655360618257,1.2462268094799327,3.9892398546859673,0.9969814475839461
assignment,I-395 SB,110N04120,32603,PM,4.0,1.301767,3,2200.0,49.0,16,3,True,46.06555555555556,0.75,1646.2956619093616,8720.782283378638,4938.886985728084,26162.346850135913,0.7483162099588007,3.96399194699029,0.9977549466117343
assignment,I-395 SB,110N04121,32611,PM,4.0,0.508993,4,2200.0,49.0,16,0,False,50.00088888888889,0.0,0.0,8768.336670362487,0.0,35073.34668144995,0.0,3.985607577437494,
assignment,I-395 SB,110N04122,28283,PM,4.0,0.771707,4,2200.0,49.0,16,1,True,48.13422222222223,0.25,549.5937569113751,8751.5200575229,2198.3750276455003,35006.0802300916,0.24981534405062503,3.9779636625104087,0.9992613762025001
assignment,I-395 SB,110N04123,28302,PM,4.0,0.76605,4,2200.0,49.0,16,14,True,22.208666666666662,3.5,6995.987803407588,8088.645897075936,27983.951213630353,32354.583588303743,3.1799944560943585,3.676657225943607,0.9085698445983881
assignment,I-395 SB,110N04124,26759,PM,4.0,0.59288,4,2200.0,49.0,16,15,True,27.590666666666664,3.75,7652.95240599114,8202.708850688243,30611.80962396456,32810.83540275297,3.478614729995973,3.7285040230401103,0.9276305946655927
assignment,I-395 SB,110N04125,26776,PM,4.0,0.539375,4,2200.0,49.0,16,14,True,29.115777777777776,3.5,7025.7872417775725,8125.759628941405,28103.14896711029,32503.03851576562,3.193539655353442,3.693527104064275,0.9124399015295549
assignment,I-395 SB,110N04126,26792,PM,4.0,0.626954,4,2200.0,49.0,16,16,True,28.813333333333333,4.0,8038.16658972086,8038.16658972086,32152.66635888344,32152.66635888344,3.6537120862367547,3.6537120862367547,0.9134280215591887
assignment,I-395 SB,110N04127,26809,PM,4.0,1.063231,3,2200.0,49.0,16,16,True,20.850222222222225,4.0,7357.53459255774,7357.53459255774,22072.60377767322,22072.60377767322,3.344333905708064,3.344333905708064,0.836083476427016
assignment,I-395 SB,110N04128,26829,PM,4.0,0.184472,3,2200.0,49.0,16,13,True,43.705777777777776,3.25,7116.546583896346,8765.481742572978,21349.63975168904,26296.445227718934,3.2347939017710665,3.9843098829877173,0.9953212005449436
assignment,I-395 SB,110N04129,26471,PM,4.0,0.228537,3,2200.0,49.0,16,16,True,41.67533333333333,4.0,8673.184372227717,8673.184372227717,26019.55311668315,26019.55311668315,3.9423565328307806,3.9423565328307806,0.9855891332076951
assignment,I-395 SB,110N04130,26712,PM,4.0,0.189735,6,2200.0,49.0,16,16,True,38.52288888888888,4.0,8556.72371442718,8556.72371442718,51340.342286563086,51340.342286563086,3.889419870194173,3.889419870194173,0.9723549675485432
assignment,I-66 EB,110-04162,26303,AM,3.0,0.012809,3,2200.0,49.0,12,5,True,45.145999999999994,1.25,2739.822113233581,6569.822314010099,8219.466339700743,19709.466942030296,1.245373687833446,2.9862828700045903,0.9962989502667567
assignment,I-66 EB,110-04163,26306,AM,3.0,0.160698,1,2200.0,49.0,12,3,True,47.73733333333333,0.75,1648.6203943047344,6572.531318913664,1648.6203943047344,6572.531318913664,0.749372906502152,2.987514235869847,0.9991638753362027
assignment,I-66 EB,110-04166,26049,AM,3.0,0.87601,2,2200.0,49.0,12,0,False,54.199777777777776,0.0,0.0,6068.002207783174,0.0,12136.004415566347,0.0,2.7581828217196245,
assignment,I-66 EB,110-04167,25608,AM,3.0,0.203461,2,2200.0,49.0,12,0,False,57.52977777777778,0.0,0.0,6025.608953340577,0.0,12051.217906681153,0.0,2.738913160609353,
assignment,I-66 EB,110-04168,26322,AM,3.0,1.550586,3,2200.0,49.0,12,0,False,62.199777777777776,0.0,0.0,5716.178115920143,0.0,17148.53434776043,0.0,2.5982627799637013,
assignment,I-66 EB,110-04169,26183,AM,3.0,0.241782,3,2200.0,49.0,12,0,False,63.74088888888889,0.0,0.0,5501.87323211417,0.0,16505.61969634251,0.0,2.5008514691428045,
assignment,I-66 EB,110-04170,26732,AM,3.0,0.034113,4,2200.0,49.0,12,0,False,65.38577777777778,0.0,0.0,5127.855381494287,0.0,20511.421525977148,0.0,2.330843355224676,
assignment,I-66 EB,110-04171,26732,AM,3.0,0.024315,4,2200.0,49.0,12,0,False,64.34977777777779,0.0,0.0,5327.9648258199095,0.0,21311.859303279638,0.0,2.4218021935545044,
assignment,I-66 EB,110-04172,32564,AM,3.0,0.936293,4,2200.0,49.0,12,0,False,61.953333333333326,0.0,0.0,5703.869047960084,0.0,22815.476191840335,0.0,2.592667749072765,
assignment,I-66 EB,110-04173,32561,AM,3.0,0.146205,2,2200.0,49.0,12,0,False,62.288222222222224,0.0,0.0,5477.739980824726,0.0,10955.479961649453,0.0,2.4898818094657846,
assignment,I-66 EB,110-04175,31781,AM,3.0,1.428297,4,2200.0,49.0,12,9,True,33.322222222222216,2.25,4774.490353353458,6391.424430086597,19097.961413413832,25565.697720346387,2.1702228878879355,2.9051929227666347,0.9645435057279713
assignment,I-66 EB,110-04176,31353,AM,3.0,0.499725,2,2200.0,49.0,12,7,True,40.64422222222222,1.75,3810.5557976409723,6512.476601071308,7621.111595281945,13024.953202142617,1.732070817109533,2.960216636850595,0.9897547526340188
assignment,I-66 EB,110-04177,31790,AM,3.0,1.064303,4,2200.0,49.0,12,6,True,41.75244444444445,1.5,3259.7621961998957,6459.800480565601,13039.048784799583,25839.201922262404,1.4817100891817707,2.9362729457116368,0.9878067261211805
assignment,I-66 EB,110-04178,31800,AM,3.0,1.044581,4,2200.0,49.0,12,10,True,21.920222222222225,2.5,4597.382597699295,5670.361329570099,18389.53039079718,22681.445318280395,2.0897193625905888,2.5774369679864084,0.8358877450362354
assignment,I-66 EB,110-04179,35787,AM,3.0,0.337366,4,2200.0,49.0,12,8,True,18.655333333333335,2.0,3635.835385932949,5641.715461655422,14543.341543731796,22566.861846621687,1.6526524481513405,2.5644161189342825,0.8263262240756702
assignment,I-66 EB,110-04180,31384,AM,3.0,0.771709,2,2200.0,49.0,12,6,True,42.38488888888889,1.5,3258.260207775596,6346.094288324935,6516.520415551192,12692.18857664987,1.4810273671707255,2.8845883128749708,0.9873515781138169
assignment,I-66 EB,110-04182,31829,AM,3.0,0.453427,4,2200.0,49.0,12,10,True,35.47844444444445,2.5,5328.528798712585,6428.2739594862205,21314.11519485034,25713.095837944882,2.4220585448693566,2.921942708857373,0.9688234179477427
assignment,I-66 EB,110-04183,39146,AM,3.0,4.297312,2,2200.0,49.0,12,12,True,28.585333333333335,3.0,6137.414467737424,6137.414467737424,12274.828935474849,12274.828935474849,2.7897338489715566,2.7897338489715566,0.9299112829905188
assignment,I-66 EB,110-04184,39157,AM,3.0,2.210167,3,2200.0,49.0,12,9,True,28.869333333333334,2.25,4628.547985135732,6239.220650535138,13885.643955407197,18717.661951605412,2.103885447788969,2.836009386606881,0.9350601990173196
assignment,I-66 EB,110N04162,25947,AM,3.0,0.25864,2,2200.0,49.0,12,7,True,34.38155555555556,1.75,3703.946610159023,6450.377333556893,7407.893220318046,12900.754667113786,1.6836120955268286,2.931989697071315,0.9620640545867591
assignment,I-66 EB,110N04163,26303,AM,3.0,0.087912,3,2200.0,49.0,12,4,True,46.83066666666667,1.0,2196.5113777191364,6573.698322775093,6589.534133157409,19721.09496832528,0.9984142625996074,2.988044692170497,0.9984142625996074
assignment,I-66 EB,110N04164,26747,AM,3.0,0.189147,2,2200.0,49.0,12,0,False,53.18377777777778,0.0,0.0,6455.8870818693,0.0,12911.7741637386,0.0,2.934494128122409,
assignment,I-66 EB,110N04167,25608,AM,3.0,0.254733,2,2200.0,49.0,12,0,False,54.00355555555555,0.0,0.0,6103.026874418978,0.0,12206.053748837956,0.0,2.774103124735899,
assignment,I-66 EB,110N04168,26753,AM,3.0,0.221555,3,2200.0,49.0,12,0,False,60.11222222222222,0.0,0.0,5911.46255615704,0.0,17734.38766847112,0.0,2.6870284346168365,
assignment,I-66 EB,110N04169,26736,AM,3.0,0.313435,3,2200.0,49.0,12,0,False,63.74822222222223,0.0,0.0,5479.035712608637,0.0,16437.10713782591,0.0,2.4904707784584716,
assignment,I-66 EB,110N04170,26735,AM,3.0,0.257485,3,2200.0,49.0,12,0,False,65.02888888888889,0.0,0.0,5221.494014696001,0.0,15664.482044088003,0.0,2.373406370316364,
assignment,I-66 EB,110N04171,26732,AM,3.0,0.121778,4,2200.0,49.0,12,0,False,64.948,0.0,0.0,5230.360036796375,0.0,20921.4401471855,0.0,2.377436380361989,
assignment,I-66 EB,110N04172,26732,AM,3.0,0.112619,4,2200.0,49.0,12,0,False,63.633333333333326,0.0,0.0,5432.726163769528,0.0,21730.904655078113,0.0,2.4694209835316037,
assignment,I-66 EB,110N04173,32563,AM,3.0,0.160492,4,2200.0,49.0,12,0,False,61.45422222222223,0.0,0.0,5614.178638043113,0.0,22456.714552172452,0.0,2.551899380928688,
assignment,I-66 EB,110N04174,32572,AM,3.0,0.672258,2,2200.0,49.0,12,0,False,65.26377777777776,0.0,0.0,4945.565672770257,0.0,9891.131345540514,0.0,2.247984396713753,
assignment,I-66 EB,110N04177,31357,AM,3.0,0.076959,4,2200.0,49.0,12,7,True,41.01066666666666,1.75,3799.2445645045423,6490.415919186841,15196.978258018169,25961.663676747365,1.7269293475020646,2.950189054175837,0.9868167700011798
assignment,I-66 EB,110N04178,31795,AM,3.0,0.994511,4,2200.0,49.0,12,8,True,37.766,2.0,4291.309182462914,6406.952260685121,17165.236729851655,25627.809042740482,1.9505950829376881,2.9122510275841456,0.9752975414688441
assignment,I-66 EB,110N04179,31804,AM,3.0,0.885011,4,2200.0,49.0,12,9,True,15.974666666666666,2.25,3817.2132448795783,5375.40828150866,15268.852979518313,21501.63312603464,1.7350969294907175,2.4433674006857546,0.7711541908847633
assignment,I-66 EB,110N04180,32856,AM,3.0,0.491758,2,2200.0,49.0,12,8,True,26.11577777777778,2.0,3908.6486008395714,5979.190511053978,7817.297201679143,11958.381022107957,1.7766584549270779,2.7178138686608992,0.8883292274635389
assignment,I-66 EB,110N04183,31833,AM,3.0,0.45031,3,2200.0,49.0,12,10,True,32.47555555555556,2.5,5295.877627734491,6394.677791067668,15887.632883203474,19184.033373203005,2.407217103515678,2.9066717232125767,0.9628868414062711
