tmc_code,t_min,speed,speed_smoothed,corridor,facility,miles,net_lanes,net_link_id,free_speed,capacity_vphpl,cutoff,q_vphpl
110+04121,0,59.605333333333334,59.26466666666667,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2088.3890277523424
110+04121,15,58.924,59.61866666666666,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2078.5522187726247
110+04121,30,60.32666666666667,60.407999999999994,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2054.424655185682
110+04121,45,61.973333333333336,60.942,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2036.2252175708747
110+04121,60,60.525999999999996,60.86688888888889,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2038.8830736868347
110+04121,75,60.10133333333333,60.699333333333335,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2044.6946575253237
110+04121,90,61.47066666666667,60.49688888888889,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2051.5053341539497
110+04121,105,59.91866666666667,60.202444444444446,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2061.01389432749
110+04121,120,59.217999999999996,60.182222222222215,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2061.650141869666
110+04121,135,61.41,59.447333333333326,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2083.385607783338
110+04121,150,57.714000000000006,59.01644444444445,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2094.947597960263
110+04121,165,57.925333333333334,57.925555555555555,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2120.7079275136925
110+04121,180,58.13733333333333,59.650666666666666,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2077.634134162018
110+04121,195,62.88933333333333,61.17377777777778,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2027.8123336080619
110+04121,210,62.49466666666667,63.51022222222222,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1921.752881815769
110+04121,225,65.14666666666666,64.1471111111111,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1884.369607134885
110+04121,240,64.8,65.55422222222222,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1783.0157241977586
110+04121,255,66.716,65.53711111111112,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1784.4396320605317
110+04121,270,65.09533333333333,65.93155555555555,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1750.1427329864166
110+04121,285,65.98333333333333,65.36888888888889,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1798.1511969995265
110+04121,300,65.02799999999999,64.61266666666666,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1854.015732981977
110+04121,315,62.82666666666667,62.83155555555555,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1957.0868109921807
110+04121,330,60.64,60.37511111111112,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2055.4940037331685
110+04121,345,57.65866666666667,57.888222222222225,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2121.5064470222947
110+04121,360,55.366,55.46955555555556,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2163.0735967788755
110+04121,375,53.384,51.734,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2195.2880052093087
110+04121,390,46.452,45.93711111111111,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2189.3441679006382
110+04121,405,37.97533333333333,40.73755555555555,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2140.3682752749783
110+04121,420,37.785333333333334,37.208666666666666,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2087.655986693679
110+04121,435,35.86533333333333,32.56066666666667,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1996.4733542797208
110+04121,450,24.031333333333336,26.58666666666667,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1844.1942419149575
110+04121,465,19.863333333333333,21.289555555555555,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1674.6873214782368
110+04121,480,19.974,20.31844444444444,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1639.750511983081
110+04121,495,21.118,20.142444444444447,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1633.2806018546635
110+04121,510,19.33533333333333,20.52422222222222,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1647.2607515473521
110+04121,525,21.119333333333334,21.092444444444443,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1667.6990214236291
110+04121,540,22.822666666666667,22.61711111111111,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1720.4275796576464
110+04121,555,23.909333333333333,23.019555555555556,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1733.8477175784512
110+04121,570,22.326666666666664,23.3,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1743.0796403170775
110+04121,585,23.663999999999998,23.816222222222223,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1759.8186849197655
110+04121,600,25.458000000000002,28.028666666666666,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1884.5919139580606
110+04121,615,34.964000000000006,32.74755555555556,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2000.6017804681883
110+04121,630,37.82066666666667,37.78044444444445,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2097.191306742728
110+04121,645,40.556666666666665,40.54555555555555,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2137.8847873903624
110+04121,660,43.25933333333333,42.12155555555555,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2156.9061676016013
110+04121,675,42.54866666666667,42.356222222222215,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2159.4685233297287
110+04121,690,41.260666666666665,41.69022222222222,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2152.0117958497476
110+04121,705,41.26133333333333,40.83533333333333,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2141.6155096278376
110+04121,720,39.984,41.358222222222224,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2148.083379424469
110+04121,735,42.82933333333334,41.59422222222222,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2150.890202029116
110+04121,750,41.96933333333333,42.589555555555556,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2161.9454824256136
110+04121,765,42.97,42.806444444444445,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2164.1840567679105
110+04121,780,43.480000000000004,43.00644444444444,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2166.1934284020394
110+04121,795,42.56933333333333,41.34199999999999,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2147.8878635970304
110+04121,810,37.97666666666667,40.428444444444445,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2136.3476907111594
110+04121,825,40.739333333333335,40.22888888888889,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2133.6897739424285
110+04121,840,41.970666666666666,39.488,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2123.3985049274556
110+04121,855,35.754000000000005,35.71666666666667,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2061.017714418455
110+04121,870,29.425333333333334,30.957555555555558,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1959.4849222096211
110+04121,885,27.69333333333333,30.887777777777774,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1957.8108574531645
110+04121,900,35.544666666666664,31.966888888888885,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1983.102123757213
110+04121,915,32.66266666666667,32.513777777777776,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1995.4315453235247
110+04121,930,29.334,29.42888888888889,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1921.5820945193009
110+04121,945,26.290000000000003,27.347777777777775,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1865.8107290703829
110+04121,960,26.419333333333334,25.915555555555553,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1824.5824994223894
110+04121,975,25.037333333333333,24.150888888888886,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1770.4963460511397
110+04121,990,20.996,22.022444444444442,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1700.2209796772188
110+04121,1005,20.034,20.33444444444444,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1640.3365553940348
110+04121,1020,19.973333333333336,19.91533333333333,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1624.8679226657162
110+04121,1035,19.738666666666667,19.950888888888887,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1626.1897547830147
110+04121,1050,20.140666666666668,19.92244444444444,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1625.1324314804997
110+04121,1065,19.887999999999998,20.94555555555555,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1662.4574598871334
110+04121,1080,22.808,21.52955555555555,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1683.1265077696798
110+04121,1095,21.892666666666667,23.410888888888888,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1746.703026861872
110+04121,1110,25.532,26.598888888888883,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1844.5465978171267
110+04121,1125,32.372,31.562222222222214,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,1973.7677194297062
110+04121,1140,36.782666666666664,37.935555555555545,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2099.7129445978358
110+04121,1155,44.652,44.4,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2178.7009417903946
110+04121,1170,51.76533333333334,50.61977777777778,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2198.8422587144537
110+04121,1185,55.442,54.19222222222222,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2177.957615235881
110+04121,1200,55.36933333333333,55.593999999999994,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2161.3827234693827
110+04121,1215,55.97066666666667,55.96377777777777,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2156.0912071287444
110+04121,1230,56.55133333333333,56.91555555555556,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2140.5366295014037
110+04121,1245,58.224666666666664,57.584888888888884,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2127.80275982052
110+04121,1260,57.97866666666667,58.021111111111104,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2118.640116991202
110+04121,1275,57.86,57.71311111111111,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2125.182522507065
110+04121,1290,57.300666666666665,57.85044444444444,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2122.3091520806993
110+04121,1305,58.39066666666667,58.98733333333333,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2095.6990179435525
110+04121,1320,61.27066666666666,59.56333333333333,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2080.1282737692018
110+04121,1335,59.028666666666666,60.563333333333325,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2049.2950201907815
110+04121,1350,61.39066666666667,60.41488888888889,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2054.1999344000333
110+04121,1365,60.82533333333333,60.812222222222225,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2040.7968584163225
110+04121,1380,60.220666666666666,60.71177777777777,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2044.2685318608599
110+04121,1395,61.089333333333336,61.25822222222221,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2024.6660618876065
110+04121,1410,62.464666666666666,61.28911111111111,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2023.5041318997023
110+04121,1425,60.31333333333334,61.388999999999996,I-395 NB,GP,0.27347,4,29007,70.0,2200.0,49.0,2019.7055888598793
110+04122,0,63.256,62.791333333333334,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1959.0506298644716
110+04122,15,62.32666666666667,62.48822222222222,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1973.41636027058
110+04122,30,61.882,62.306888888888885,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1981.65837710782
110+04122,45,62.711999999999996,62.161111111111104,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1988.101580098572
110+04122,60,61.88933333333333,61.56688888888888,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2012.7825086231687
110+04122,75,60.099333333333334,61.334888888888884,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2021.7711350988222
110+04122,90,62.016,61.684888888888885,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2008.0754731731952
110+04122,105,62.93933333333334,62.20466666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1986.19320262852
110+04122,120,61.65866666666667,63.14955555555556,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1941.0619898544567
110+04122,135,64.85066666666667,63.04866666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1946.2438456714658
110+04122,150,62.63666666666667,62.907999999999994,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1953.3161468632786
110+04122,165,61.236666666666665,61.68600000000001,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2008.0307077585846
110+04122,180,61.184666666666665,62.12200000000001,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1989.8032331401412
110+04122,195,63.94466666666667,63.52866666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1920.7311496165853
110+04122,210,65.45666666666666,65.08822222222223,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1819.9308737600177
110+04122,225,65.86333333333333,66.06466666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1737.8247744252253
110+04122,240,66.874,66.79333333333334,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1662.4013574836633
110+04122,255,67.64266666666667,66.99400000000001,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1638.816107221967
110+04122,270,66.46533333333333,67.15022222222223,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1619.441422396406
110+04122,285,67.34266666666666,66.7791111111111,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1664.0211259081962
110+04122,300,66.52933333333334,66.12377777777779,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1732.224323510436
110+04122,315,64.49933333333334,64.7048888888889,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1847.663142176455
110+04122,330,63.086,63.12644444444445,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1942.2572355695788
110+04122,345,61.794000000000004,61.654222222222224,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2009.3077180635078
110+04122,360,60.08266666666667,59.75288888888889,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2074.6684975200887
110+04122,375,57.382,57.60088888888888,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2127.4790604156874
110+04122,390,55.337999999999994,54.78244444444445,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2171.625528614063
110+04122,405,51.62733333333333,51.18422222222222,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2197.352623330032
110+04122,420,46.587333333333326,47.48933333333334,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2196.516015701948
110+04122,435,44.25333333333333,43.022,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2166.3474947038494
110+04122,450,38.22533333333333,40.88377777777779,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2142.229067862498
110+04122,465,40.17266666666667,41.208000000000006,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2146.2602046056672
110+04122,480,45.226,44.25711111111112,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2177.5407944643675
110+04122,495,47.37266666666667,45.27466666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2185.1752704383935
110+04122,510,43.22533333333333,45.84000000000001,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2188.7734539087455
110+04122,525,46.922000000000004,46.83066666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2193.9281823047536
110+04122,540,50.34466666666666,50.861555555555555,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2198.280774737768
110+04122,555,55.318,53.89066666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2180.8482956776984
110+04122,570,56.00933333333333,55.568000000000005,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2161.739687813694
110+04122,585,55.376666666666665,53.89644444444445,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2180.7950426495713
110+04122,600,50.30333333333333,52.99977777777778,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2188.0961111241486
110+04122,615,53.31933333333333,53.42155555555556,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2184.9001882416055
110+04122,630,56.642,55.65644444444445,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2160.5173811737905
110+04122,645,57.008,56.74311111111112,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2143.570172998341
110+04122,660,56.57933333333333,57.04755555555556,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2138.1475484828093
110+04122,675,57.55533333333333,57.48644444444445,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2129.774125456523
110+04122,690,58.324666666666666,58.316,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2112.037342378588
110+04122,705,59.068,58.21066666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2114.4346961958086
110+04122,720,57.239333333333335,58.27622222222223,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2112.947803774631
110+04122,735,58.52133333333334,58.473111111111116,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2108.379701491072
110+04122,750,59.65866666666667,59.35888888888889,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2085.8272348356545
110+04122,765,59.89666666666667,59.723111111111116,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2075.5375950521684
110+04122,780,59.614000000000004,60.10911111111111,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2063.9327849640667
110+04122,795,60.81666666666667,59.314888888888895,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2087.0285620207396
110+04122,810,57.514,59.178444444444445,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2090.698208968302
110+04122,825,59.20466666666667,58.63111111111112,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2104.600705661529
110+04122,840,59.17466666666667,58.81022222222222,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2100.1919846910546
110+04122,855,58.05133333333333,58.03977777777778,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2118.2321203463957
110+04122,870,56.89333333333333,57.120222222222225,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2136.8071890985602
110+04122,885,56.416000000000004,56.52111111111111,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2147.3322994222617
110+04122,900,56.254,56.24977777777779,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2151.7168905699223
110+04122,915,56.07933333333334,55.96688888888889,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2156.0449620406966
110+04122,930,55.56733333333333,55.50800000000001,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2162.5559979567006
110+04122,945,54.87733333333333,55.02711111111111,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2168.729788816865
110+04122,960,54.63666666666666,55.06866666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2168.2217521216094
110+04122,975,55.692,53.67377777777779,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2182.7879779951004
110+04122,990,50.69266666666667,51.073333333333345,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2197.6948905839295
110+04122,1005,46.83533333333333,48.52355555555556,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2199.1644696043095
110+04122,1020,48.04266666666667,46.68244444444445,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2193.2521709358343
110+04122,1035,45.169333333333334,44.658666666666676,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2180.7285135323154
110+04122,1050,40.764,43.549555555555564,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2171.3813600534145
110+04122,1065,44.715333333333334,45.23866666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2184.9303617103883
110+04122,1080,50.236666666666665,48.22266666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2198.576656395954
110+04122,1095,49.716,48.02044444444445,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2198.0965484960047
110+04122,1110,44.108666666666664,49.034,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2199.8088874931395
110+04122,1125,53.27733333333333,50.79622222222222,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2198.4437185761058
110+04122,1140,55.00266666666666,54.06133333333333,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2179.240307570591
110+04122,1155,53.903999999999996,55.23266666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2166.170170908232
110+04122,1170,56.791333333333334,56.88044444444444,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2141.162273971797
110+04122,1185,59.946000000000005,59.0008888888889,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2095.349578182249
110+04122,1200,60.26533333333334,60.02555555555556,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2066.508001607115
110+04122,1215,59.86533333333333,60.06955555555556,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2065.156333519163
110+04122,1230,60.077999999999996,60.46311111111112,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2052.619720208447
110+04122,1245,61.446000000000005,60.45333333333334,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2052.9411488011674
110+04122,1260,59.836,60.78822222222223,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2041.6316147063062
110+04122,1275,61.08266666666667,60.74844444444445,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2043.0078831203848
110+04122,1290,61.32666666666667,61.39044444444445,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,2019.650195963195
110+04122,1305,61.76200000000001,62.073333333333345,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1991.9049279867718
110+04122,1320,63.13133333333334,62.19511111111112,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1986.6130883606052
110+04122,1335,61.692,62.36822222222222,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1978.8992509420473
110+04122,1350,62.281333333333336,62.629111111111115,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1966.8328055612542
110+04122,1365,63.914,63.055777777777784,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1945.8816346453818
110+04122,1380,62.971999999999994,63.20155555555556,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1938.354624848413
110+04122,1395,62.718666666666664,63.11488888888889,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1942.8530186096714
110+04122,1410,63.653999999999996,62.92666666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1952.3876954974955
110+04122,1425,62.407333333333334,63.03066666666667,I-395 NB,GP,1.151222,4,32141,70.0,2200.0,49.0,1947.1586577454277
110+04123,0,64.256,63.376333333333335,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1929.0678536956793
110+04123,15,62.49666666666667,63.32177777777778,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1931.9980285766426
110+04123,30,63.21266666666667,63.16266666666667,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1940.3817283366882
110+04123,45,63.778666666666666,63.52444444444444,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1920.9653436311132
110+04123,60,63.582,63.61288888888888,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1916.021616351994
110+04123,75,63.477999999999994,63.56377777777778,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1918.776629574292
110+04123,90,63.63133333333334,63.42444444444445,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1926.4597435428113
110+04123,105,63.164,62.85866666666667,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1955.7553171355953
110+04123,120,61.78066666666667,63.24511111111111,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1936.0674873104015
110+04123,135,64.79066666666667,63.067555555555565,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1945.2807183425875
110+04123,150,62.63133333333334,63.25511111111111,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1935.5398577350725
110+04123,165,62.343333333333334,62.58111111111111,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1969.0937955569939
110+04123,180,62.76866666666667,63.20488888888889,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1938.180217507439
110+04123,195,64.50266666666667,64.42044444444444,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1866.8857052165563
110+04123,210,65.99,65.70622222222222,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1770.1200402023223
110+04123,225,66.626,66.84777777777778,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1656.1389447014474
110+04123,240,67.92733333333334,67.69644444444445,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1543.3091196006446
110+04123,255,68.536,67.424,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1583.0659457079967
110+04123,270,65.80866666666667,67.42311111111111,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1583.1894971465417
110+04123,285,67.92466666666667,67.12822222222222,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1622.2270192857613
110+04123,300,67.65133333333333,67.21377777777776,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1611.2842421166988
110+04123,315,66.06533333333333,66.20288888888888,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1724.5985451474735
110+04123,330,64.892,64.17733333333332,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1882.4816159356471
110+04123,345,61.574666666666666,62.42688888888889,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,1976.2328353026264
110+04123,360,60.814,59.94822222222223,I-395 NB,GP,0.924456,4,28025,70.0,2200.0,49.0,2068.8599776122173
