corridor,net_link_id,period,tmcs,miles,lanes,capacity_vphpl,period_hours,congested_tmcs,P_h,min_speed_mph,D_veh_per_lane,V_veh_per_lane,D_veh_total,V_veh_total,D_over_C_h,V_over_C_h,our_avg_flow_over_C,dc_dta_doc,dc_dta_vol,matched_to_assignment,V_over_C_minus_dta_vol,V_over_C_div_dta_vol,D_over_C_div_dta_vol
I-395 NB,26297,PM,1,0.19736,3,2200.0,4.0,1,4.0,14.055777777777775,6545.523973568876,6545.523973568876,19636.57192070663,19636.57192070663,2.9752381698040344,2.9752381698040344,0.7438095424510086,0.3902,1.5606877894736844,True,1.41455038033035,1.9063634571059105,1.9063634571059105
I-395 NB,26423,PM,1,0.082891,4,2200.0,4.0,0,0.0,51.06555555555556,0.0,8707.20280478189,0.0,34828.81121912756,0.0,3.9578194567190406,0.9894548641797601,,,False,,,
I-395 NB,26469,PM,1,0.162246,6,2200.0,4.0,1,4.0,8.897777777777778,4700.843253602023,4700.843253602023,28205.059521612136,28205.059521612136,2.136746933455465,2.136746933455465,0.5341867333638662,0.434,1.7361567807017546,True,0.40059015275371035,1.230733858374122,1.230733858374122
I-395 NB,26778,PM,1,0.391606,4,2200.0,4.0,0,0.0,52.98266666666667,0.0,8677.350927757778,0.0,34709.40371103111,0.0,3.9442504217080807,0.9860626054270202,,,False,,,
I-395 NB,26785,PM,1,0.778625,4,2200.0,4.0,0,0.0,58.49422222222222,0.0,8279.037389522096,0.0,33116.149558088386,0.0,3.7631988134191348,0.9407997033547837,,,False,,,
I-395 NB,26812,PM,1,0.095046,3,2200.0,4.0,0,0.0,53.99533333333333,0.0,8604.564872106328,0.0,25813.694616318986,0.0,3.911165850957422,0.9777914627393555,,,False,,,
I-395 NB,26822,PM,1,0.02384,2,2200.0,4.0,1,4.0,20.43422222222222,7382.816531137278,7382.816531137278,14765.633062274555,14765.633062274555,3.35582569597149,3.35582569597149,0.8389564239928725,0.0905999999999999,0.3622017368421052,True,2.9936239591293847,9.265073451136974,9.265073451136974
I-395 NB,26825,PM,2,0.273911,3,2200.0,4.0,2,4.0,8.612444444444444,5367.810314322404,5367.810314322404,16103.430942967214,16103.430942967214,2.4399137792374566,2.4399137792374566,0.6099784448093641,0.3902,1.560687789473684,True,0.8792259897637726,1.5633580243876175,1.5633580243876175
I-395 NB,26830,PM,1,0.080932,2,2200.0,4.0,1,4.0,8.138888888888888,4717.391401988147,4717.391401988147,9434.782803976294,9434.782803976294,2.1442688190855215,2.1442688190855215,0.5360672047713804,0.4754,1.901554131578948,True,0.24271468750657355,1.1276401673114802,1.1276401673114802
I-395 NB,28025,PM,1,0.924456,4,2200.0,4.0,1,2.5,37.24977777777777,5381.696576504919,8592.81604969136,21526.786306019676,34371.26419876544,2.446225716593145,3.9058254771324368,0.9764563692831092,0.7392,2.9566667236842106,True,0.9491587534482262,1.3210232475121542,0.8273593019455974
I-395 NB,28270,PM,1,0.586105,4,2200.0,4.0,1,1.75,41.926,3813.445745880086,8578.81258947719,15253.782983520345,34315.25035790876,1.7333844299454937,3.899460267944177,0.9748650669860442,,,False,,,
I-395 NB,28285,PM,1,0.596275,4,2200.0,4.0,1,2.5,37.65577777777778,5390.072812845918,8672.048279467966,21560.29125138367,34688.193117871866,2.4500330967481445,3.941840127030894,0.9854600317577235,0.6029,2.4116840263157893,True,1.5301561007151046,1.6344761934060859,1.0159013660222063
I-395 NB,28294,PM,1,0.3436,4,2200.0,4.0,1,1.75,35.43533333333334,3707.549957555565,8585.541476655439,14830.19983022226,34342.165906621754,1.685249980707075,3.9025188530251995,0.9756297132562999,0.6698,2.6792988552631583,True,1.2232199977620413,1.4565448140878998,0.6289891765513972
